1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
1252	-0.215912	25.332067	0.012571	2.1
1253	-0.312584	25.321612	0.023505	2.4
1254	-0.120474	25.311169	0.025513	2.6
1255	-0.166118	25.300737	0.012112	2.0
1256	-0.128902	25.290317	0.006518	2.0
1257	-0.206038	25.279908	0.020354	2.0
1258	-0.143816	25.269510	0.008316	2.4
1259	-0.069540	25.259124	0.025070	2.5
1260	-0.173013	25.248749	0.011758	2.2
1261	-0.149305	25.238386	0.012582	3.3
1262	-0.231761	25.228034	0.015017	3.3
1263	-0.323749	25.217693	0.023985	2.8
1264	-0.114786	25.207363	0.012830	3.6
1265	-0.178174	25.197045	0.020722	3.2
1266	-0.383555	25.186738	0.025949	3.0
1267	-0.266096	25.176442	0.013801	3.1
1268	-0.258956	25.166158	0.008339	2.7
1269	-0.396650	25.155885	0.021728	2.5
1270	-0.218965	25.145623	0.022534	3.1
1271	-0.513712	25.135372	0.018752	3.4
1272	-0.077601	25.125132	0.009624	2.2
1273	-0.242106	25.114903	0.009885	1.8
1274	-0.124312	25.104685	0.022275	1.9
1275	-0.172634	25.094479	0.015197	1.9
1276	-0.231400	25.084283	0.014482	1.9
1277	-0.173581	25.074099	0.009423	2.1
1278	-0.205451	25.063926	0.012767	1.9
1279	-0.474866	25.053763	0.034237	1.9
1280	-0.154119	25.043612	0.010950	1.6
1281	-0.159786	25.033471	0.019525	1.6
1282	-0.143151	25.023342	0.013700	1.9
1283	-0.404246	25.013223	0.014505	1.6
1284	-0.211113	25.003115	0.013506	1.7
1285	-0.163777	24.993018	0.011200	1.7
1286	-0.269636	24.982932	0.021636	1.6
1287	-0.287091	24.972857	0.019297	1.6
1288	-0.271656	24.962793	0.028451	1.6
1289	-0.247737	24.952740	0.015823	1.6
1290	-0.225269	24.942697	0.033587	1.6
1291	-0.193400	24.932665	0.017488	1.6
1292	-0.121806	24.922644	0.019991	1.6
1293	-0.102017	24.912633	0.024639	1.6
1294	-0.122315	24.902634	0.010631	2.0
1295	-0.188468	24.892645	0.013209	1.8
1296	-0.278827	24.882666	0.014694	1.9
1297	-0.260296	24.872699	0.012752	1.6
1298	-0.171697	24.862742	0.012159	1.6
1299	-0.240970	24.852795	0.017396	1.5
1300	-0.118539	24.842859	0.026811	1.6
1301	-0.171904	24.832934	0.013995	1.9
1302	-0.223806	24.823019	0.007684	1.5
1303	-0.108515	24.813115	0.006926	1.6
1304	-0.242345	24.803222	0.015707	1.7
1305	-0.206246	24.793339	0.043981	1.7
1306	-0.215253	24.783466	0.036400	1.7
1307	-0.158245	24.773604	0.030984	1.6
1308	-0.197408	24.763752	0.021620	1.6
1309	-0.169531	24.753911	0.007364	1.6
1310	-0.405734	24.744080	0.043650	1.6
1311	-0.238969	24.734260	0.032195	1.6
1312	-0.335206	24.724450	0.048971	1.6
1313	-0.136701	24.714650	0.031481	2.0
1314	-0.429982	24.704861	0.015618	1.7
1315	-0.224069	24.695082	0.017562	1.7
1316	-0.139029	24.685314	0.025119	1.8
1317	-0.116039	24.675555	0.026750	1.8
1318	-0.391296	24.665807	0.030152	1.8
1319	-0.168171	24.656069	0.020279	1.8
1320	-0.152328	24.646342	0.016727	1.7
1321	-0.375975	24.636624	0.029607	1.6
1322	-0.115539	24.626917	0.014170	1.6
1323	-0.188628	24.617220	0.014756	1.7
1324	-0.151112	24.607534	0.014115	1.7
1325	-0.250024	24.597857	0.050477	1.7
1326	-0.368982	24.588191	0.025278	1.6
1327	-0.208951	24.578534	0.025486	1.6
1328	-0.126173	24.568888	0.013131	1.6
1329	-0.471420	24.559252	0.027952	1.6
1330	-0.260326	24.549626	0.027045	1.6
1331	-0.235628	24.540010	0.017065	1.6
1332	-0.269801	24.530404	0.018136	1.6
1333	-0.117191	24.520808	0.019552	1.7
1334	-0.223077	24.511222	0.013092	1.6
1335	-0.052389	24.501646	0.024057	1.6
1336	-0.321357	24.492080	0.007394	1.7
1337	-0.081038	24.482524	0.010411	1.6
1338	-0.075513	24.472978	0.021690	1.6
1339	-0.099368	24.463442	0.008335	1.6
1340	-0.357606	24.453916	0.036303	1.6
1341	-0.226101	24.444399	0.023639	1.8
1342	-0.151797	24.434893	0.018888	1.6
1343	-0.298568	24.425396	0.050735	1.7
1344	-0.397355	24.415909	0.025328	1.7
1345	-0.179796	24.406432	0.015284	1.7
1346	-0.145251	24.396965	0.016133	1.7
1347	-0.036082	24.387508	0.006482	1.8
1348	-0.262166	24.378060	0.032288	1.7
1349	-0.119532	24.368622	0.015874	1.7
1350	-0.132747	24.359194	0.025488	1.6
1351	-0.188823	24.349776	0.024180	1.7
1352	-0.243626	24.340367	0.022846	1.6
1353	-0.496297	24.330968	0.025870	1.6
1354	-0.234416	24.321579	0.021370	1.6
1355	-0.179668	24.312199	0.018564	1.6
1356	-0.148484	24.302829	0.016765	1.6
1357	-0.246468	24.293468	0.019487	1.7
1358	-0.225535	24.284118	0.009089	1.6
1359	-0.044832	24.274776	0.011797	2.0
1360	-0.130024	24.265445	0.018378	2.0
1361	-0.139581	24.256123	0.017549	1.7
1362	-0.181923	24.246810	0.016189	1.7
1363	-0.162429	24.237507	0.009034	1.6
1364	-0.102310	24.228213	0.013371	1.6
1365	-0.283819	24.218929	0.015929	1.6
1366	-0.212626	24.209655	0.019566	1.6
1367	-0.261834	24.200390	0.023109	1.8
1368	-0.158024	24.191134	0.010006	1.8
1369	-0.192150	24.181888	0.014235	1.6
1370	-0.418525	24.172651	0.022535	1.5
1371	-0.480249	24.163424	0.028171	1.5
1372	-0.240542	24.154206	0.021984	1.6
1373	-0.213292	24.144997	0.025904	1.6
1374	-0.189191	24.135798	0.012964	1.7
1375	-0.043188	24.126608	0.011928	1.6
1376	-0.024260	24.117427	0.008690	1.5
1377	-0.224169	24.108256	0.015977	1.7
1378	-0.300296	24.099094	0.016662	1.7
1379	-0.273275	24.089941	0.010358	2.0
1380	-0.511639	24.080798	0.041609	2.2
1381	-0.247619	24.071664	0.012462	2.2
1382	-0.531976	24.062539	0.024321	1.5
1383	-0.225498	24.053423	0.017716	1.5
1384	-0.194967	24.044316	0.013789	1.6
1385	-0.251778	24.035219	0.032231	1.9
1386	-0.371148	24.026131	0.019485	1.8
1387	-0.187903	24.017052	0.010194	1.6
1388	-0.130848	24.007982	0.007327	1.8
1389	-0.138695	23.998921	0.011648	1.7
1390	-0.071541	23.989870	0.014921	1.6
1391	-0.206162	23.980827	0.025918	1.5
1392	-0.167406	23.971794	0.024958	1.6
1393	-0.293615	23.962769	0.022972	1.6
1394	-0.171866	23.953754	0.016987	1.5
1395	-0.151971	23.944748	0.030888	1.7
1396	-0.435049	23.935750	0.022217	1.6
1397	-0.171529	23.926762	0.032262	1.7
1398	-0.282338	23.917783	0.022052	1.5
1399	-0.184438	23.908812	0.012357	1.6
1400	-0.094598	23.899851	0.016351	1.6
1401	-0.164615	23.890899	0.009828	1.6
1402	-0.502750	23.881955	0.044776	1.5
1403	-0.198897	23.873021	0.012033	1.8
1404	-0.294183	23.864095	0.010678	1.7
1405	-0.180480	23.855179	0.018328	1.5
1406	-0.384499	23.846271	0.028995	1.5
1407	-0.528354	23.837372	0.019355	1.5
1408	-0.122032	23.828482	0.019004	1.6
1409	-0.175089	23.819600	0.006451	1.9
1410	-0.428413	23.810728	0.033926	1.9
1411	-0.326969	23.801864	0.015947	2.0
1412	-0.211116	23.793009	0.026305	2.0
1413	-0.145219	23.784163	0.026620	2.0
1414	-0.127085	23.775326	0.014323	1.6
1415	-0.129789	23.766497	0.018343	1.5
1416	-0.345695	23.757678	0.013644	1.6
1417	-0.243522	23.748866	0.015845	1.6
1418	-0.240919	23.740064	0.012294	1.7
1419	-0.251551	23.731270	0.013410	1.5
1420	-0.082704	23.722485	0.018717	1.6
1421	-0.420462	23.713709	0.021464	1.6
1422	-0.217527	23.704941	0.031809	1.5
1423	-0.076947	23.696182	0.023743	1.7
1424	-0.231723	23.687432	0.008302	1.8
1425	-0.235168	23.678690	0.050477	1.8
1426	-0.184976	23.669957	0.019146	1.9
1427	-0.420451	23.661232	0.023837	1.7
1428	-0.207319	23.652516	0.025819	1.8
1429	-0.451598	23.643808	0.017165	1.7
1430	-0.205683	23.635110	0.007562	1.6
1431	-0.184402	23.626419	0.022328	2.0
1432	-0.161041	23.617737	0.021038	2.1
1433	-0.293050	23.609064	0.011365	1.9
1434	-0.273259	23.600399	0.010845	1.7
1435	-0.221936	23.591742	0.021269	1.9
1436	-0.253831	23.583094	0.018012	1.8
1437	-0.216948	23.574455	0.019020	2.0
1438	-0.243696	23.565824	0.008304	1.9
1439	-0.129460	23.557201	0.009423	2.1
1440	-0.320664	23.548587	0.020987	2.2
1441	-0.121397	23.539981	0.007878	2.2
1442	-0.048732	23.531383	0.010769	2.2
1443	-0.199291	23.522794	0.012577	2.3
1444	-0.123662	23.514213	0.026604	2.6
1445	-0.224581	23.505641	0.014176	2.6
1446	-0.079394	23.497077	0.019950	2.7
1447	-0.095360	23.488521	0.006782	3.4
1448	-0.164067	23.479973	0.018172	2.3
1449	-0.082370	23.471434	0.010408	2.5
1450	-0.022859	23.462903	0.004527	2.1
1451	-0.253463	23.454381	0.010834	2.1
1452	-0.153147	23.445866	0.009965	2.3
1453	-0.269915	23.437360	0.013370	3.8
1454	-0.150276	23.428862	0.008888	3.6
1455	-0.233894	23.420372	0.019119	2.7
1456	-0.267831	23.411891	0.017881	3.3
1457	-0.468366	23.403417	0.069935	3.1
1458	-0.188098	23.394952	0.029553	3.7
1459	-0.150103	23.386495	0.016284	4.5
1460	-0.109368	23.378046	0.023374	2.9
1461	-0.324639	23.369606	0.042562	3.2
1462	-0.506605	23.361173	0.051308	3.3
1463	-0.114401	23.352749	0.020843	2.4
1464	-0.178062	23.344332	0.009196	2.5
1465	-0.163108	23.335924	0.016173	2.9
1466	-0.088224	23.327524	0.018609	3.0
1467	-0.175283	23.319131	0.009684	3.4
1468	-0.255112	23.310747	0.017105	2.8
1469	-0.439889	23.302371	0.027859	4.0
1470	-0.280989	23.294003	0.018158	3.3
1471	-0.435335	23.285643	0.044996	3.9
1472	-0.265663	23.277291	0.010811	3.4
1473	-0.421628	23.268947	0.020548	2.3
1474	-0.158454	23.260610	0.027683	2.1
1475	-0.120457	23.252282	0.022110	2.4
1476	-0.196132	23.243962	0.012831	2.5
1477	-0.170012	23.235650	0.021183	2.2
1478	-0.452921	23.227345	0.017833	3.0
1479	-0.152654	23.219049	0.014272	3.4
1480	-0.262350	23.210760	0.011043	2.5
1481	-0.226624	23.202480	0.022475	3.4
1482	-0.177135	23.194207	0.011840	3.8
1483	-0.021174	23.185942	0.006681	3.3
1484	-0.191715	23.177685	0.011693	2.7
1485	-0.245007	23.169436	0.018626	2.6
1486	-0.472465	23.161194	0.045220	2.4
1487	-0.353644	23.152960	0.033604	4.7
1488	-0.503236	23.144735	0.018375	3.1
1489	-0.425795	23.136517	0.017369	3.5
1490	-0.190483	23.128306	0.022926	3.1
1491	-0.165010	23.120104	0.019632	3.0
1492	-0.283271	23.111909	0.033752	3.3
1493	-0.237727	23.103722	0.034042	2.9
1494	-0.243110	23.095543	0.022972	2.8
1495	-0.272904	23.087371	0.012993	2.8
1496	-0.185539	23.079207	0.041004	2.4
1497	-0.129731	23.071051	0.021465	2.6
1498	-0.128457	23.062903	0.016138	3.2
1499	-0.211482	23.054762	0.021185	3.1
1500	-0.080382	23.046629	0.020831	3.3
1501	-0.556868	23.038503	0.028820	3.1
1502	-0.253705	23.030385	0.016802	2.6
1503	-0.193223	23.022275	0.010190	2.5
1504	-0.308622	23.014173	0.017193	2.7
1505	-0.125370	23.006078	0.049380	2.7
1506	-0.141859	22.997990	0.018162	2.8
1507	-0.107825	22.989910	0.024988	2.7
1508	-0.133760	22.981838	0.012216	2.5
1509	-0.225758	22.973773	0.014464	2.0
1510	-0.260769	22.965716	0.026549	2.0
1511	-0.324108	22.957666	0.050857	2.2
1512	-0.241493	22.949624	0.023865	2.3
1513	-0.495769	22.941590	0.061129	2.0
1514	-0.132519	22.933562	0.015888	2.2
1515	-0.093174	22.925543	0.017599	2.3
1516	-0.115540	22.917531	0.026566	2.0
1517	-0.092583	22.909526	0.021805	1.7
1518	-0.326398	22.901529	0.027800	2.0
1519	-0.057009	22.893539	0.010928	1.8
1520	-0.182095	22.885556	0.016837	1.8
1521	-0.286793	22.877581	0.017631	1.8
1522	-0.475007	22.869614	0.015621	1.8
1523	-0.169484	22.861654	0.042437	1.7
1524	-0.253759	22.853701	0.013918	2.1
1525	-0.160364	22.845755	0.050821	2.3
1526	-0.267050	22.837817	0.028513	2.2
1527	-0.274187	22.829887	0.019956	2.6
1528	-0.243856	22.821963	0.015575	2.4
1529	-0.287313	22.814047	0.013759	2.3
1530	-0.201653	22.806138	0.022337	1.9
1531	-0.177065	22.798237	0.017714	1.9
1532	-0.129254	22.790343	0.048116	1.9
1533	-0.108837	22.782456	0.031910	2.1
1534	-0.351998	22.774576	0.043998	2.1
1535	-0.267149	22.766704	0.025335	1.8
1536	-0.149461	22.758839	0.029882	1.8
1537	-0.199438	22.750981	0.016006	1.8
1538	-0.172241	22.743131	0.042343	1.8
1539	-0.387281	22.735287	0.061207	1.8
1540	-0.243118	22.727451	0.019308	1.7
1541	-0.050736	22.719622	0.017720	1.7
1542	-0.054412	22.711800	0.022857	2.2
1543	-0.513749	22.703986	0.019459	2.0
1544	-0.242598	22.696178	0.012839	2.1
1545	-0.269417	22.688378	0.023404	2.0
1546	-0.167663	22.680585	0.009016	2.2
1547	-0.350681	22.672799	0.027002	1.9
1548	-0.435493	22.665020	0.029882	1.7
1549	-0.361644	22.657248	0.025121	1.6
1550	-0.224640	22.649484	0.011058	1.6
1551	-0.245182	22.641726	0.026546	1.6
1552	-0.141184	22.633976	0.018141	1.6
1553	-0.057218	22.626232	0.014546	1.6
1554	-0.090036	22.618496	0.008581	1.6
1555	-0.254719	22.610767	0.018603	1.8
1556	-0.097425	22.603044	0.021607	1.7
1557	-0.241396	22.595329	0.014272	1.7
1558	-0.179365	22.587621	0.016243	1.8
1559	-0.186808	22.579920	0.011206	1.7
1560	-0.093591	22.572226	0.024554	1.6
1561	-0.378313	22.564538	0.022282	1.6
1562	-0.158836	22.556858	0.012450	1.6
1563	-0.172282	22.549185	0.024681	1.7
1564	-0.218823	22.541519	0.009389	1.7
1565	-0.224556	22.533859	0.007112	1.8
1566	-0.067980	22.526207	0.013764	1.6
1567	-0.146350	22.518561	0.010079	1.6
1568	-0.172835	22.510923	0.024324	1.6
1569	-0.057079	22.503291	0.009271	1.6
1570	-0.183785	22.495666	0.015218	1.7
1571	-0.159010	22.488048	0.020358	1.6
1572	-0.370676	22.480437	0.061564	1.6
1573	-0.071732	22.472833	0.021880	1.6
1574	-0.257899	22.465236	0.014857	1.6
1575	-0.164813	22.457645	0.014375	1.7
1576	-0.177518	22.450062	0.018311	1.7
1577	-0.196489	22.442485	0.021892	1.7
1578	-0.184423	22.434915	0.013375	1.9
1579	-0.292798	22.427352	0.039045	1.7
1580	-0.162029	22.419795	0.010505	1.6
1581	-0.195855	22.412246	0.020326	1.7
1582	-0.222307	22.404703	0.024333	1.9
1583	-0.241164	22.397167	0.021334	2.1
1584	-0.170658	22.389638	0.018069	1.6
1585	-0.185319	22.382115	0.017334	1.7
1586	-0.146975	22.374599	0.015781	1.7
1587	-0.217510	22.367090	0.021145	1.9
1588	-0.271251	22.359588	0.012897	1.9
1589	-0.243051	22.352092	0.016968	1.9
1590	-0.213212	22.344603	0.024621	1.6
1591	-0.261117	22.337121	0.013724	1.8
1592	-0.152372	22.329645	0.009664	1.7
1593	-0.193015	22.322176	0.028165	1.6
1594	-0.225488	22.314714	0.014953	1.6
1595	-0.465175	22.307258	0.061333	1.7
1596	-0.234440	22.299809	0.022268	1.7
1597	-0.314783	22.292367	0.024814	1.6
1598	-0.069910	22.284931	0.026998	1.6
1599	-0.173411	22.277502	0.022104	2.0
1600	-0.469799	22.270080	0.024003	1.6
1601	-0.266728	22.262664	0.010634	1.6
1602	-0.214219	22.255254	0.018147	1.6
1603	-0.294115	22.247851	0.029203	1.7
1604	-0.188762	22.240455	0.014924	1.6
1605	-0.040415	22.233066	0.011004	1.7
1606	-0.232660	22.225682	0.039343	2.0
1607	-0.090027	22.218306	0.024040	1.8
1608	-0.165071	22.210936	0.012942	1.6
1609	-0.231489	22.203572	0.012746	1.6
1610	-0.194310	22.196215	0.014934	1.7
1611	-0.161499	22.188865	0.016608	1.6
1612	-0.126841	22.181521	0.021476	1.6
1613	-0.491216	22.174183	0.054719	1.7
1614	-0.258175	22.166852	0.037531	1.6
1615	-0.323230	22.159527	0.016037	1.6
1616	-0.273464	22.152209	0.037210	1.6
1617	-0.133911	22.144897	0.015753	1.7
1618	-0.222596	22.137592	0.016033	1.6
1619	-0.378734	22.130293	0.019510	1.7
1620	-0.204137	22.123000	0.015866	1.7
1621	-0.323007	22.115714	0.010486	1.6
1622	-0.204132	22.108435	0.012183	1.6
1623	-0.349068	22.101161	0.014633	1.6
1624	-0.185165	22.093894	0.009903	1.6
1625	-0.254942	22.086634	0.010159	1.6
1626	-0.196073	22.079380	0.012105	1.8
1627	-0.185873	22.072132	0.015326	1.6
1628	-0.097323	22.064890	0.008536	1.8
1629	-0.153999	22.057655	0.017448	1.6
1630	-0.263480	22.050426	0.019423	1.6
1631	-0.227569	22.043204	0.015593	1.6
1632	-0.199074	22.035987	0.011423	1.6
1633	-0.190661	22.028778	0.019449	1.7
1634	-0.106736	22.021574	0.017468	1.7
1635	-0.166843	22.014376	0.016532	1.7
1636	-0.201574	22.007185	0.012523	1.7
1637	-0.216794	22.000001	0.013304	1.6
1638	-0.195521	21.992822	0.016511	1.7
1639	-0.179034	21.985650	0.009190	1.9
1640	-0.242296	21.978483	0.015808	1.9
1641	-0.021051	21.971324	0.005562	1.6
1642	-0.124330	21.964170	0.006957	1.7
1643	-0.437260	21.957022	0.028323	1.6
1644	-0.194818	21.949881	0.041389	1.6
1645	-0.060873	21.942746	0.011788	1.7
1646	-0.207208	21.935617	0.016202	2.1
1647	-0.255346	21.928494	0.016432	1.9
1648	-0.215753	21.921378	0.010374	1.8
1649	-0.236868	21.914267	0.018059	1.7
1650	-0.135979	21.907163	0.011485	1.8
1651	-0.282061	21.900065	0.030288	1.7
1652	-0.243300	21.892973	0.017855	1.6
1653	-0.080889	21.885887	0.025590	1.6
1654	-0.336702	21.878808	0.026227	1.6
1655	-0.127584	21.871734	0.032239	1.6
1656	-0.270537	21.864666	0.015209	1.6
1657	-0.179487	21.857605	0.021897	1.6
1658	-0.147585	21.850549	0.010118	1.6
1659	-0.461024	21.843500	0.039251	1.6
1660	-0.133838	21.836457	0.022551	1.6
1661	-0.245583	21.829420	0.051625	1.5
1662	-0.439836	21.822388	0.022480	1.6
1663	-0.087961	21.815363	0.014689	1.8
1664	-0.217192	21.808344	0.023314	1.5
1665	-0.232009	21.801331	0.028000	1.5
1666	-0.192229	21.794324	0.014915	1.8
1667	-0.148127	21.787323	0.022940	1.7
1668	-0.171894	21.780328	0.021520	1.7
1669	-0.211519	21.773339	0.013967	1.9
1670	-0.240647	21.766356	0.020081	1.8
1671	-0.160314	21.759379	0.028401	1.7
1672	-0.327935	21.752407	0.028618	1.6
1673	-0.075813	21.745442	0.017110	1.6
1674	-0.412906	21.738483	0.034124	1.6
1675	-0.305189	21.731530	0.013682	1.6
1676	-0.310228	21.724582	0.016267	1.5
1677	-0.202897	21.717641	0.015100	1.6
1678	-0.057201	21.710705	0.009431	1.6
1679	-0.083389	21.703775	0.028259	1.6
1680	-0.178277	21.696852	0.016682	1.5
1681	-0.130487	21.689934	0.015611	1.7
1682	-0.175578	21.683022	0.009642	1.5
1683	-0.167740	21.676116	0.009077	1.5
1684	-0.237550	21.669215	0.013484	1.6
1685	-0.238645	21.662321	0.013949	1.5
1686	-0.039687	21.655432	0.007229	1.6
1687	-0.154346	21.648549	0.018062	1.6
1688	-0.237852	21.641673	0.015129	1.6
1689	-0.130279	21.634801	0.040073	1.6
1690	-0.361021	21.627936	0.026910	1.6
1691	-0.347907	21.621077	0.013972	1.6
1692	-0.141441	21.614223	0.024321	1.7
1693	-0.207168	21.607375	0.025925	1.6
1694	-0.086100	21.600533	0.025576	1.5
1695	-0.199528	21.593697	0.018672	1.5
1696	-0.086666	21.586866	0.011061	1.5
1697	-0.172826	21.580041	0.015785	1.5
1698	-0.275323	21.573222	0.028764	1.6
1699	-0.056070	21.566409	0.009497	1.7
1700	-0.123794	21.559601	0.034390	2.3
1701	-0.202250	21.552799	0.025417	1.7
1702	-0.122578	21.546003	0.014506	1.6
1703	-0.141576	21.539213	0.018317	1.6
1704	-0.185045	21.532428	0.016773	1.6
1705	-0.181905	21.525649	0.029197	1.6
1706	-0.135014	21.518876	0.024227	1.5
1707	-0.264069	21.512108	0.050835	1.5
1708	-0.157618	21.505346	0.026205	1.5
1709	-0.164605	21.498590	0.038487	1.6
1710	-0.245805	21.491839	0.025588	2.0
1711	-0.136253	21.485094	0.014659	2.7
1712	-0.236281	21.478355	0.029639	3.3
1713	-0.194885	21.471621	0.017505	2.1
1714	-0.264832	21.464893	0.013347	2.0
1715	-0.204059	21.458171	0.022989	1.9
1716	-0.204733	21.451454	0.027020	2.1
1717	-0.207613	21.444742	0.022473	2.1
1718	-0.111789	21.438037	0.009795	1.8
1719	-0.251223	21.431337	0.010717	1.7
1720	-0.223734	21.424642	0.010898	1.8
1721	-0.302901	21.417953	0.020111	1.8
1722	-0.308377	21.411270	0.025559	2.1
1723	-0.277988	21.404592	0.016089	1.7
1724	-0.090726	21.397920	0.010171	1.7
1725	-0.343522	21.391253	0.019907	2.1
1726	-0.243698	21.384592	0.015705	1.9
1727	-0.152347	21.377936	0.035068	2.1
1728	-0.165965	21.371286	0.018416	2.2
1729	-0.159196	21.364642	0.012680	1.8
1730	-0.500061	21.358002	0.033926	1.8
1731	-0.414346	21.351369	0.029086	1.9
1732	-0.140823	21.344741	0.014855	1.8
1733	-0.232724	21.338118	0.013362	2.0
1734	-0.340225	21.331501	0.033748	1.7
1735	-0.201261	21.324889	0.028510	1.8
1736	-0.241691	21.318283	0.007701	2.0
1737	-0.305282	21.311682	0.018311	1.9
1738	-0.140947	21.305087	0.016389	1.8
1739	-0.152673	21.298497	0.014386	1.8
1740	-0.404221	21.291913	0.032487	1.7
1741	-0.423603	21.285334	0.018602	1.8
1742	-0.218559	21.278760	0.041649	1.7
1743	-0.091478	21.272192	0.014884	1.7
1744	-0.273804	21.265629	0.016168	1.7
1745	-0.179909	21.259072	0.018592	1.8
1746	-0.122145	21.252520	0.019518	1.7
1747	-0.144924	21.245973	0.009960	1.9
1748	-0.163763	21.239432	0.013799	1.8
1749	-0.105309	21.232896	0.032181	1.6
1750	-0.265064	21.226365	0.015070	1.6
1751	-0.222543	21.219840	0.026197	1.6
1752	-0.278688	21.213320	0.032628	1.6
1753	-0.226298	21.206806	0.033688	1.6
1754	-0.207759	21.200297	0.018162	1.6
1755	-0.173245	21.193793	0.009827	1.8
1756	-0.131245	21.187294	0.008487	1.8
1757	-0.142142	21.180801	0.009680	2.0
1758	-0.203824	21.174313	0.017169	1.6
1759	-0.347290	21.167831	0.052193	1.8
1760	-0.145059	21.161353	0.026774	2.2
1761	-0.525598	21.154881	0.017761	1.9
1762	-0.176626	21.148415	0.017424	2.1
1763	-0.429868	21.141953	0.043325	2.5
1764	-0.137208	21.135497	0.006334	2.4
1765	-0.106513	21.129046	0.011763	3.2
1766	-0.211160	21.122600	0.013261	3.9
1767	-0.160425	21.116160	0.012682	2.7
1768	-0.284998	21.109725	0.015692	2.0
1769	-0.136639	21.103295	0.012399	2.5
1770	-0.156475	21.096870	0.016832	2.8
1771	-0.268822	21.090450	0.018030	3.8
1772	-0.269776	21.084036	0.025260	4.5
1773	-0.189041	21.077627	0.013177	3.6
1774	-0.288883	21.071223	0.008436	2.4
1775	-0.040689	21.064824	0.004647	2.7
1776	-0.242484	21.058430	0.014406	3.1
1777	-0.028967	21.052042	0.006182	2.4
1778	-0.269904	21.045659	0.024263	2.6
1779	-0.132363	21.039280	0.031963	2.2
1780	-0.338190	21.032907	0.037230	2.4
1781	-0.241988	21.026540	0.030880	2.7
1782	-0.203801	21.020177	0.012931	2.5
1783	-0.185108	21.013819	0.039863	2.4
1784	-0.247513	21.007467	0.018222	2.2
1785	-0.256262	21.001120	0.014892	1.9
1786	-0.459258	20.994777	0.037254	2.0
1787	-0.358210	20.988440	0.016264	1.9
1788	-0.271062	20.982108	0.017466	2.2
1789	-0.258629	20.975781	0.016772	2.1
1790	-0.337787	20.969460	0.017735	2.3
1791	-0.269615	20.963143	0.014862	2.1
1792	-0.231305	20.956831	0.024094	1.9
1793	-0.214208	20.950525	0.030286	1.9
1794	-0.250129	20.944223	0.015941	1.7
1795	-0.164596	20.937927	0.025197	1.8
1796	-0.306025	20.931635	0.031536	1.7
1797	-0.171175	20.925349	0.018061	1.7
1798	-0.176309	20.919067	0.026858	1.8
1799	-0.384622	20.912791	0.013608	1.7
1800	-0.330304	20.906520	0.010711	1.7
1801	-0.188344	20.900253	0.015469	1.6
1802	-0.127107	20.893992	0.044301	1.7
1803	-0.184153	20.887736	0.027119	1.7
1804	-0.147184	20.881484	0.014496	1.6
1805	-0.243733	20.875238	0.019082	1.6
1806	-0.185627	20.868997	0.014844	1.7
1807	-0.351577	20.862760	0.026785	1.7
1808	-0.205063	20.856529	0.021491	1.7
1809	-0.180107	20.850303	0.032261	1.6
1810	-0.111205	20.844081	0.006818	1.9
1811	-0.239046	20.837865	0.008115	1.9
1812	-0.089118	20.831653	0.010856	2.2
1813	-0.435079	20.825446	0.027346	1.7
1814	-0.118249	20.819244	0.008178	1.7
1815	-0.114017	20.813048	0.014702	1.9
1816	-0.203454	20.806856	0.020057	1.8
1817	-0.409630	20.800669	0.037631	1.6
1818	-0.369963	20.794487	0.053439	1.7
1819	-0.270187	20.788309	0.020170	1.9
1820	-0.258144	20.782137	0.028709	2.0
1821	-0.114091	20.775970	0.025850	1.8
1822	-0.154633	20.769807	0.039011	1.7
1823	-0.228754	20.763650	0.015278	2.0
1824	-0.151880	20.757497	0.027242	1.8
1825	-0.363883	20.751349	0.030824	1.7
1826	-0.263342	20.745206	0.018566	1.9
1827	-0.160908	20.739068	0.008469	1.7
1828	-0.105049	20.732934	0.007328	1.8
1829	-0.180738	20.726806	0.013568	1.8
1830	-0.255130	20.720682	0.048971	1.8
1831	-0.273055	20.714563	0.019370	1.7
1832	-0.333560	20.708449	0.027513	1.7
1833	-0.096115	20.702340	0.016588	1.7
1834	-0.125441	20.696235	0.025169	1.6
1835	-0.200787	20.690135	0.017503	1.6
1836	-0.268025	20.684040	0.021657	1.6
1837	-0.526828	20.677950	0.027488	1.6
1838	-0.255646	20.671865	0.015635	1.7
1839	-0.218791	20.665784	0.026804	1.8
1840	-0.348937	20.659709	0.023370	1.9
1841	-0.104111	20.653638	0.024758	1.8
1842	-0.204993	20.647571	0.033916	1.8
1843	-0.133986	20.641510	0.018670	1.6
1844	-0.156634	20.635453	0.017418	1.6
1845	-0.153129	20.629401	0.021638	1.6
1846	-0.281256	20.623354	0.017820	1.6
1847	-0.189640	20.617311	0.011493	1.7
1848	-0.281837	20.611273	0.010620	2.2
1849	-0.157952	20.605240	0.026006	2.8
1850	-0.191459	20.599212	0.012907	2.5
1851	-0.160397	20.593188	0.019343	2.6
1852	-0.458220	20.587169	0.054480	2.2
1853	-0.127468	20.581154	0.009361	2.3
1854	-0.224322	20.575145	0.010087	1.9
1855	-0.158659	20.569140	0.044655	2.1
1856	-0.207236	20.563139	0.019977	1.7
1857	-0.164198	20.557144	0.014610	1.8
1858	-0.232502	20.551153	0.023709	1.7
