1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
629	-0.232553	35.447298	0.012435	3.0
630	-0.372616	35.421698	0.027589	2.7
631	-0.155601	35.396148	0.026036	2.7
632	-0.208194	35.370646	0.011649	3.9
633	-0.531373	35.345194	0.042876	2.6
634	-0.250192	35.319790	0.015933	2.9
635	-0.261598	35.294435	0.034753	3.1
636	-0.177544	35.269128	0.010986	3.2
637	-0.169498	35.243870	0.018897	2.4
638	-0.183921	35.218659	0.017620	3.3
639	-0.125079	35.193497	0.015282	3.1
640	-0.244564	35.168383	0.022807	2.6
641	-0.273664	35.143316	0.024759	2.4
642	-0.125118	35.118297	0.009802	2.5
643	-0.227514	35.093326	0.026569	2.1
644	-0.359840	35.068402	0.032240	2.1
645	-0.217392	35.043524	0.012558	2.1
646	-0.041665	35.018694	0.012447	2.0
647	-0.301276	34.993911	0.032949	2.3
648	-0.091214	34.969175	0.013955	1.8
649	-0.167732	34.944485	0.010576	1.9
650	-0.090892	34.919841	0.033988	1.7
651	-0.219357	34.895244	0.027699	1.7
652	-0.445923	34.870693	0.035167	1.7
653	-0.153874	34.846188	0.013502	1.9
654	-0.145948	34.821729	0.021515	1.7
655	-0.256428	34.797315	0.018889	1.6
656	-0.155045	34.772947	0.030147	1.6
657	-0.146875	34.748625	0.015456	1.6
658	-0.090950	34.724348	0.027177	1.6
659	-0.205189	34.700116	0.015727	1.6
660	-0.229563	34.675929	0.030338	1.6
661	-0.148009	34.651787	0.009599	1.6
662	-0.127003	34.627690	0.023001	1.6
663	-0.161611	34.603637	0.010833	1.8
664	-0.082317	34.579629	0.013628	1.6
665	-0.137413	34.555665	0.013959	1.7
666	-0.398097	34.531746	0.021520	1.9
667	-0.127374	34.507871	0.006984	1.7
668	-0.445019	34.484039	0.051155	1.6
669	-0.138926	34.460252	0.011171	1.6
670	-0.194818	34.436508	0.016851	1.6
671	-0.171195	34.412807	0.025850	1.6
672	-0.232253	34.389151	0.031373	1.9
673	-0.037349	34.365537	0.017242	1.7
674	-0.251674	34.341967	0.020955	1.7
675	-0.205289	34.318440	0.027642	1.8
676	-0.121565	34.294955	0.011493	2.1
677	-0.144708	34.271514	0.019894	1.7
678	-0.427704	34.248115	0.034749	1.6
679	-0.161820	34.224759	0.019187	1.6
680	-0.224306	34.201445	0.020723	1.8
681	-0.212800	34.178173	0.023478	1.7
682	-0.159970	34.154944	0.023555	1.6
683	-0.245775	34.131756	0.028583	1.7
684	-0.153626	34.108611	0.036477	1.7
685	-0.158187	34.085507	0.023799	1.8
686	-0.110401	34.062445	0.018500	1.6
687	-0.128149	34.039425	0.019073	1.6
688	-0.290708	34.016446	0.045835	1.6
689	-0.513971	33.993509	0.018871	1.6
690	-0.260342	33.970612	0.016547	1.7
691	-0.116703	33.947757	0.006696	1.6
692	-0.198172	33.924943	0.024442	1.7
693	-0.140280	33.902169	0.028906	1.6
694	-0.161611	33.879436	0.018511	1.7
695	-0.135330	33.856744	0.018419	1.7
696	-0.155658	33.834092	0.039493	2.0
697	-0.140975	33.811481	0.026804	2.0
698	-0.025924	33.788910	0.001453	1.8
699	-0.330649	33.766379	0.032740	1.8
700	-0.056371	33.743888	0.007659	1.7
701	-0.203342	33.721437	0.014583	1.7
702	-0.427828	33.699026	0.032204	1.6
703	-0.354583	33.676654	0.036938	1.8
704	-0.210966	33.654322	0.014807	1.7
705	-0.139005	33.632030	0.024566	1.7
706	-0.523026	33.609776	0.032591	2.1
707	-0.133980	33.587562	0.014236	2.0
708	-0.042085	33.565388	0.018808	1.7
709	-0.256904	33.543252	0.017078	1.7
710	-0.148819	33.521155	0.018692	1.7
711	-0.200947	33.499096	0.014255	1.7
712	-0.179415	33.477077	0.027529	1.7
713	-0.236051	33.455096	0.014979	1.7
714	-0.108782	33.433153	0.020118	1.6
715	-0.152561	33.411249	0.013704	1.7
716	-0.204041	33.389383	0.039248	1.7
717	-0.119812	33.367555	0.009043	1.7
718	-0.141571	33.345765	0.013437	1.6
719	-0.191097	33.324013	0.018410	1.6
720	-0.221197	33.302299	0.015580	1.6
721	-0.223472	33.280623	0.012998	1.6
722	-0.180573	33.258984	0.016497	1.6
723	-0.120403	33.237382	0.009153	1.7
724	-0.336028	33.215818	0.029482	1.6
725	-0.269538	33.194292	0.021048	1.6
726	-0.189462	33.172802	0.033273	1.7
727	-0.264735	33.151349	0.046480	1.6
728	-0.190636	33.129934	0.015756	1.6
729	-0.140360	33.108555	0.011864	1.6
730	-0.204708	33.087213	0.011762	1.6
731	-0.192921	33.065908	0.017173	1.6
732	-0.270558	33.044639	0.022978	1.6
733	-0.156343	33.023406	0.041848	1.7
734	-0.183719	33.002210	0.017606	1.7
735	-0.161285	32.981051	0.017856	2.1
736	-0.227460	32.959927	0.037879	1.7
737	-0.059921	32.938839	0.004001	1.6
738	-0.376433	32.917788	0.030498	1.6
739	-0.360353	32.896772	0.016690	1.6
740	-0.152795	32.875792	0.012994	1.7
741	-0.122157	32.854847	0.008119	1.6
742	-0.322699	32.833938	0.017468	1.7
743	-0.178854	32.813065	0.010917	1.7
744	-0.207859	32.792227	0.038326	1.8
745	-0.160720	32.771424	0.013838	1.6
746	-0.146981	32.750656	0.012831	1.6
747	-0.292254	32.729924	0.015793	1.7
748	-0.285034	32.709226	0.013967	1.7
749	-0.199296	32.688563	0.021313	1.6
750	-0.150951	32.667935	0.010401	1.6
751	-0.149856	32.647342	0.027729	1.5
752	-0.091392	32.626783	0.013463	1.6
753	-0.450974	32.606259	0.023785	1.8
754	-0.247673	32.585769	0.022206	1.7
755	-0.259085	32.565313	0.032556	1.6
756	-0.387582	32.544892	0.032903	1.6
757	-0.233215	32.524505	0.012700	1.5
758	-0.096544	32.504151	0.027476	1.5
759	-0.155110	32.483832	0.018568	1.5
760	-0.248624	32.463547	0.012411	1.6
761	-0.213095	32.443295	0.019840	1.5
762	-0.194103	32.423077	0.011462	1.6
763	-0.426032	32.402892	0.033803	1.6
764	-0.202115	32.382741	0.012638	1.5
765	-0.099363	32.362623	0.027509	1.6
766	-0.413671	32.342539	0.051582	1.8
767	-0.281893	32.322488	0.008120	2.1
768	-0.159547	32.302470	0.030069	1.6
769	-0.248868	32.282485	0.015807	1.6
770	-0.433276	32.262533	0.032390	1.6
771	-0.210900	32.242613	0.009687	1.5
772	-0.268733	32.222727	0.029365	1.6
773	-0.103402	32.202873	0.030282	1.6
774	-0.249975	32.183052	0.016028	1.6
775	-0.186191	32.163263	0.020536	1.6
776	-0.252656	32.143507	0.010909	1.5
777	-0.391280	32.123783	0.015693	1.6
778	-0.155273	32.104091	0.027156	1.6
779	-0.105931	32.084432	0.018568	1.5
780	-0.107167	32.064804	0.011406	1.9
781	-0.159883	32.045209	0.023621	1.8
782	-0.056184	32.025645	0.022315	1.6
783	-0.388563	32.006113	0.026562	1.5
784	-0.095612	31.986613	0.011382	1.6
785	-0.273119	31.967145	0.025184	1.5
786	-0.041561	31.947708	0.005360	1.9
787	-0.311339	31.928302	0.023389	1.7
788	-0.155256	31.908928	0.015492	1.8
789	-0.251823	31.889586	0.016058	2.0
790	-0.174010	31.870274	0.017838	1.6
791	-0.238362	31.850994	0.011187	1.7
792	-0.069066	31.831745	0.012663	1.6
793	-0.315402	31.812527	0.016127	1.7
794	-0.230244	31.793339	0.012125	1.7
795	-0.438653	31.774183	0.027963	1.6
796	-0.190976	31.755057	0.016407	1.6
797	-0.159477	31.735962	0.009042	1.6
798	-0.170819	31.716898	0.015551	1.8
799	-0.245802	31.697864	0.020116	1.9
800	-0.212493	31.678860	0.013608	1.8
801	-0.159485	31.659887	0.010506	1.6
802	-0.166068	31.640944	0.017374	1.6
803	-0.430736	31.622032	0.023382	1.5
804	-0.201507	31.603149	0.013894	1.6
805	-0.148610	31.584296	0.018764	1.9
806	-0.177356	31.565474	0.018946	1.7
807	-0.230231	31.546681	0.014528	1.7
808	-0.301177	31.527918	0.017335	1.7
809	-0.180792	31.509185	0.028426	2.0
810	-0.141727	31.490482	0.016396	2.3
811	-0.158750	31.471808	0.022841	2.4
812	-0.356558	31.453163	0.012756	2.1
813	-0.257123	31.434548	0.017767	2.3
814	-0.112017	31.415963	0.020740	2.8
815	-0.061016	31.397406	0.012096	3.3
816	-0.102954	31.378879	0.024963	3.0
817	-0.235691	31.360381	0.013070	4.3
818	-0.429971	31.341912	0.023687	3.1
819	-0.437489	31.323472	0.027939	2.9
820	-0.218734	31.305061	0.011295	3.8
821	-0.443380	31.286678	0.023039	2.9
822	-0.122358	31.268325	0.017235	2.4
823	-0.253357	31.250000	0.028626	2.7
824	-0.205805	31.231704	0.010685	2.7
825	-0.281274	31.213436	0.010445	2.5
826	-0.198058	31.195197	0.011322	2.2
827	-0.304787	31.176986	0.014315	2.8
828	-0.345647	31.158803	0.023181	2.7
829	-0.234405	31.140649	0.030337	3.1
830	-0.079706	31.122523	0.020911	2.6
831	-0.296685	31.104425	0.013563	3.1
832	-0.231475	31.086355	0.017928	3.4
833	-0.150511	31.068313	0.006611	3.1
834	-0.496366	31.050299	0.035695	2.6
835	-0.144572	31.032313	0.017712	2.7
836	-0.166849	31.014354	0.022149	2.7
837	-0.435865	30.996423	0.033787	2.4
838	-0.116737	30.978520	0.037948	2.8
839	-0.247089	30.960644	0.015379	3.4
840	-0.207237	30.942796	0.024221	2.9
841	-0.161588	30.924976	0.011529	2.2
842	-0.109335	30.907182	0.018420	2.0
843	-0.274423	30.889416	0.038747	2.2
844	-0.099671	30.871677	0.021397	2.3
845	-0.204145	30.853965	0.011468	2.7
846	-0.301986	30.836280	0.020676	2.0
847	-0.165409	30.818623	0.014877	2.5
848	-0.224347	30.800992	0.022282	2.8
849	-0.206643	30.783388	0.015335	2.2
850	-0.106028	30.765811	0.018023	2.0
851	-0.196639	30.748261	0.015650	2.0
852	-0.302568	30.730737	0.017837	2.4
853	-0.090219	30.713240	0.016103	2.4
854	-0.221022	30.695769	0.015773	1.9
855	-0.271940	30.678325	0.017722	3.7
856	-0.302025	30.660907	0.039739	3.0
857	-0.069130	30.643516	0.018276	2.4
858	-0.171237	30.626151	0.012492	2.3
859	-0.293062	30.608812	0.022249	2.6
860	-0.178539	30.591500	0.012441	2.8
861	-0.127238	30.574213	0.012710	3.1
862	-0.202105	30.556952	0.016865	3.2
863	-0.215649	30.539718	0.013482	2.7
864	-0.199787	30.522509	0.011901	2.4
865	-0.111653	30.505326	0.012572	2.6
866	-0.072971	30.488169	0.013486	2.5
867	-0.194340	30.471038	0.028775	2.1
868	-0.320405	30.453932	0.023331	2.6
869	-0.248225	30.436852	0.016039	2.3
870	-0.234003	30.419797	0.029995	2.2
871	-0.405436	30.402768	0.013953	2.4
872	-0.269169	30.385764	0.023896	2.2
873	-0.123947	30.368786	0.020182	2.7
874	-0.503244	30.351833	0.039880	3.4
875	-0.091260	30.334905	0.029997	2.4
876	-0.140533	30.318002	0.025260	2.7
877	-0.421937	30.301124	0.019227	2.7
878	-0.249439	30.284271	0.015848	2.3
879	-0.188095	30.267444	0.042936	3.5
880	-0.219456	30.250641	0.017050	2.6
881	-0.158465	30.233863	0.020180	2.5
882	-0.340873	30.217110	0.031694	2.9
883	-0.416366	30.200381	0.031288	2.3
884	-0.175146	30.183678	0.008128	2.6
885	-0.140375	30.166998	0.026497	3.1
886	-0.182792	30.150344	0.015992	2.6
887	-0.158331	30.133714	0.016303	3.1
888	-0.251564	30.117108	0.027644	3.1
889	-0.115156	30.100527	0.013415	2.9
890	-0.172357	30.083970	0.018727	3.6
891	-0.148376	30.067437	0.032373	3.6
892	-0.197264	30.050929	0.009372	4.1
893	-0.347259	30.034444	0.019226	2.5
894	-0.438649	30.017984	0.026491	3.3
895	-0.179455	30.001548	0.013115	3.9
896	-0.172340	29.985136	0.025430	3.4
897	-0.080338	29.968747	0.017450	3.9
898	-0.229937	29.952383	0.015206	5.3
899	-0.267734	29.936042	0.015014	5.5
900	-0.113803	29.919725	0.009295	5.5
901	-0.197120	29.903432	0.016778	3.7
902	-0.211864	29.887163	0.041728	3.6
903	-0.118862	29.870917	0.009899	3.5
904	-0.111155	29.854694	0.021376	4.5
905	-0.288965	29.838495	0.017132	4.3
906	-0.224013	29.822320	0.015976	2.9
907	-0.361803	29.806168	0.022826	2.4
908	-0.314985	29.790039	0.029510	2.7
909	-0.233050	29.773933	0.009676	2.6
910	-0.109767	29.757851	0.024627	2.7
911	-0.245951	29.741791	0.022369	2.6
912	-0.069778	29.725755	0.017875	3.5
913	-0.169435	29.709742	0.012580	3.3
914	-0.259565	29.693752	0.015433	3.1
915	-0.192020	29.677785	0.022985	3.2
916	-0.225716	29.661840	0.015024	3.1
917	-0.220270	29.645919	0.019387	3.2
918	-0.124165	29.630020	0.007941	3.0
919	-0.199532	29.614144	0.010136	2.3
920	-0.161587	29.598290	0.012037	2.2
921	-0.222350	29.582460	0.018312	2.5
922	-0.337159	29.566651	0.032485	2.6
923	-0.252253	29.550866	0.025255	2.4
924	-0.252353	29.535102	0.037716	2.2
925	-0.386499	29.519362	0.020666	2.5
926	-0.387726	29.503643	0.032398	2.5
927	-0.115718	29.487947	0.006589	2.0
928	-0.526214	29.472273	0.031316	2.3
929	-0.273033	29.456621	0.021422	2.6
930	-0.501924	29.440992	0.031955	2.4
931	-0.116189	29.425384	0.013633	2.5
932	-0.168066	29.409799	0.005947	2.4
933	-0.124578	29.394235	0.013005	2.7
934	-0.174693	29.378694	0.016280	2.9
935	-0.302250	29.363174	0.030587	2.7
936	-0.163216	29.347676	0.020589	3.1
937	-0.277262	29.332200	0.029860	3.2
938	-0.182281	29.316746	0.020033	2.8
939	-0.474653	29.301313	0.043410	2.9
940	-0.523970	29.285902	0.032781	2.9
941	-0.065232	29.270513	0.012230	3.3
942	-0.021300	29.255145	0.009284	3.3
943	-0.256685	29.239799	0.014089	3.3
944	-0.066311	29.224474	0.006411	2.6
945	-0.243886	29.209171	0.046743	3.1
946	-0.141642	29.193888	0.016348	3.0
947	-0.226439	29.178628	0.021916	3.6
948	-0.074021	29.163388	0.008311	2.6
949	-0.360171	29.148170	0.015951	2.7
950	-0.138909	29.132973	0.012464	2.8
951	-0.255155	29.117797	0.021193	2.6
952	-0.131058	29.102642	0.029189	2.7
953	-0.303523	29.087508	0.011963	4.0
954	-0.161503	29.072395	0.014302	4.2
955	-0.061887	29.057303	0.009012	2.5
956	-0.196687	29.042231	0.015430	2.9
957	-0.186047	29.027181	0.007779	2.6
958	-0.129288	29.012151	0.019554	3.2
959	-0.140837	28.997142	0.022525	3.0
960	-0.148472	28.982154	0.007535	3.0
961	-0.429264	28.967187	0.022545	2.7
962	-0.057053	28.952240	0.010318	3.3
963	-0.210100	28.937313	0.022997	2.9
964	-0.261624	28.922407	0.016454	2.8
965	-0.193118	28.907522	0.016122	2.5
966	-0.096109	28.892657	0.015519	3.4
967	-0.139251	28.877812	0.011686	2.7
968	-0.312355	28.862988	0.015020	2.8
969	-0.184373	28.848184	0.015665	3.1
970	-0.266625	28.833400	0.014934	2.9
971	-0.230603	28.818636	0.017859	2.7
972	-0.178395	28.803893	0.014219	2.8
973	-0.229756	28.789170	0.023197	3.4
974	-0.131055	28.774466	0.011890	3.0
975	-0.168185	28.759783	0.008498	2.7
976	-0.211093	28.745119	0.019740	2.8
977	-0.454437	28.730476	0.026486	2.5
978	-0.196754	28.715852	0.026950	2.4
979	-0.367062	28.701249	0.020944	2.8
980	-0.108328	28.686665	0.022083	2.9
981	-0.241997	28.672100	0.034184	2.3
982	-0.433768	28.657556	0.037494	2.2
983	-0.334164	28.643031	0.034735	2.7
984	-0.053601	28.628526	0.016793	2.8
985	-0.178859	28.614040	0.016089	3.1
986	-0.073452	28.599574	0.019618	2.7
987	-0.121248	28.585127	0.016908	2.7
988	-0.139662	28.570700	0.026724	3.1
989	-0.119340	28.556292	0.005599	2.6
990	-0.135419	28.541904	0.015488	2.7
991	-0.318555	28.527535	0.018076	2.7
992	-0.232506	28.513185	0.023485	2.5
993	-0.159805	28.498854	0.024229	2.9
994	-0.278421	28.484543	0.014481	2.5
995	-0.356951	28.470250	0.028004	2.5
996	-0.497815	28.455977	0.020609	2.8
997	-0.220152	28.441723	0.016217	3.1
998	-0.131985	28.427488	0.019075	3.8
999	-0.139214	28.413272	0.012535	2.8
1000	-0.243204	28.399075	0.011760	2.8
1001	-0.167072	28.384897	0.019026	2.6
1002	-0.567793	28.370737	0.053735	2.3
1003	-0.283490	28.356597	0.029286	2.4
1004	-0.161377	28.342475	0.013666	2.5
1005	-0.355698	28.328372	0.022015	2.5
1006	-0.205315	28.314287	0.015581	2.6
1007	-0.065324	28.300222	0.017512	2.6
1008	-0.162336	28.286174	0.017467	2.8
1009	-0.160786	28.272146	0.012776	4.0
1010	-0.043959	28.258136	0.010747	2.7
1011	-0.232980	28.244144	0.010291	2.1
1012	-0.320235	28.230171	0.008495	2.6
1013	-0.184937	28.216217	0.022848	2.5
1014	-0.105861	28.202281	0.016168	2.8
1015	-0.116645	28.188363	0.019863	2.1
1016	-0.258574	28.174463	0.019108	2.9
1017	-0.276829	28.160582	0.015052	2.4
1018	-0.185916	28.146719	0.010453	3.1
1019	-0.487864	28.132874	0.037443	2.9
1020	-0.280658	28.119047	0.027845	2.5
1021	-0.236998	28.105238	0.029127	3.4
1022	-0.198349	28.091448	0.014630	3.4
1023	-0.175105	28.077675	0.036155	3.9
1024	-0.216483	28.063921	0.014580	3.4
1025	-0.105957	28.050184	0.006991	3.9
1026	-0.405604	28.036465	0.019627	4.1
1027	-0.220565	28.022764	0.016138	5.2
1028	-0.193629	28.009081	0.015987	2.6
1029	-0.387939	27.995416	0.050608	2.6
1030	-0.268541	27.981769	0.023017	3.1
1031	-0.135262	27.968139	0.008272	2.1
1032	-0.182261	27.954527	0.008148	2.7
1033	-0.244642	27.940933	0.016355	3.0
1034	-0.205295	27.927356	0.017110	2.4
1035	-0.171725	27.913797	0.014146	2.3
1036	-0.259360	27.900255	0.014799	2.0
1037	-0.351631	27.886731	0.018453	2.5
1038	-0.075082	27.873224	0.011508	1.9
1039	-0.164290	27.859735	0.019247	2.3
1040	-0.209337	27.846263	0.022951	1.9
1041	-0.179817	27.832809	0.019198	1.9
1042	-0.217488	27.819372	0.012638	2.7
1043	-0.264134	27.805952	0.023769	2.9
1044	-0.087956	27.792549	0.019853	2.3
1045	-0.420543	27.779164	0.033312	3.0
1046	-0.257079	27.765796	0.009889	3.4
1047	-0.178043	27.752445	0.019139	3.2
1048	-0.070464	27.739111	0.009909	2.9
1049	-0.112195	27.725794	0.031879	3.1
1050	-0.060924	27.712494	0.014896	4.2
1051	-0.219713	27.699211	0.013330	2.4
1052	-0.146971	27.685945	0.008665	3.0
1053	-0.116490	27.672696	0.017744	3.2
1054	-0.065722	27.659464	0.023361	3.4
1055	-0.107084	27.646249	0.035807	3.2
1056	-0.170804	27.633050	0.010225	2.3
1057	-0.158694	27.619869	0.032738	3.1
1058	-0.156282	27.606704	0.020469	3.1
1059	-0.158755	27.593556	0.027637	3.6
1060	-0.237408	27.580424	0.012309	3.7
1061	-0.185829	27.567310	0.015806	3.5
1062	-0.172535	27.554211	0.010688	3.9
1063	-0.237437	27.541130	0.013801	4.7
1064	-0.110235	27.528065	0.021892	4.3
1065	-0.405242	27.515016	0.035382	3.2
1066	-0.158333	27.501984	0.017589	3.5
1067	-0.088410	27.488968	0.029866	4.2
1068	-0.232531	27.475969	0.010506	4.2
1069	-0.097480	27.462986	0.019222	4.4
1070	-0.355585	27.450020	0.019610	4.0
1071	-0.243302	27.437070	0.020655	3.7
1072	-0.080309	27.424136	0.009491	4.3
1073	-0.188339	27.411218	0.028086	3.3
1074	-0.388341	27.398317	0.020057	2.9
1075	-0.328207	27.385432	0.021618	3.0
1076	-0.081209	27.372563	0.006774	2.8
1077	-0.210208	27.359710	0.013545	3.0
1078	-0.231645	27.346873	0.016711	3.3
1079	-0.197669	27.334052	0.012264	3.2
1080	-0.171205	27.321247	0.024067	2.8
1081	-0.241983	27.308458	0.037087	3.1
1082	-0.143677	27.295685	0.012102	3.1
1083	-0.218093	27.282928	0.021392	3.4
1084	-0.176342	27.270187	0.008656	3.0
1085	-0.211465	27.257462	0.029834	2.9
1086	-0.403311	27.244753	0.031702	3.4
1087	-0.113051	27.232059	0.025833	3.4
1088	-0.140124	27.219381	0.023485	2.5
1089	-0.143162	27.206719	0.018471	2.5
1090	-0.263759	27.194072	0.020849	2.4
1091	-0.127394	27.181442	0.021611	2.6
1092	-0.259145	27.168827	0.020703	2.4
1093	-0.205556	27.156227	0.020319	2.1
1094	-0.229864	27.143643	0.020267	2.2
1095	-0.242258	27.131075	0.006519	2.0
1096	-0.503536	27.118522	0.025207	2.4
1097	-0.229878	27.105984	0.016653	2.2
1098	-0.155134	27.093462	0.013522	3.7
1099	-0.139142	27.080956	0.023514	3.0
1100	-0.142169	27.068464	0.015069	2.5
1101	-0.209248	27.055988	0.011494	2.6
1102	-0.223473	27.043528	0.010324	2.6
1103	-0.053139	27.031083	0.015240	2.6
1104	-0.126929	27.018653	0.011375	2.2
1105	-0.074777	27.006238	0.008067	2.2
1106	-0.268608	26.993838	0.013659	2.5
1107	-0.458910	26.981454	0.057544	2.3
1108	-0.210439	26.969085	0.019295	2.0
1109	-0.555287	26.956731	0.014639	2.2
1110	-0.206665	26.944392	0.014085	2.7
1111	-0.236639	26.932068	0.008970	3.5
1112	-0.119517	26.919759	0.010827	3.5
1113	-0.242831	26.907465	0.029667	2.6
1114	-0.184765	26.895185	0.013997	3.2
1115	-0.123744	26.882921	0.018144	2.4
1116	-0.087878	26.870672	0.012225	2.7
1117	-0.386961	26.858438	0.038434	4.1
1118	-0.122626	26.846218	0.013157	4.0
1119	-0.193814	26.834014	0.024636	4.3
1120	-0.048380	26.821824	0.013349	3.3
1121	-0.213524	26.809649	0.020957	3.5
1122	-0.139068	26.797488	0.025979	4.7
1123	-0.197703	26.785343	0.021361	4.3
1124	-0.143348	26.773211	0.028540	3.9
1125	-0.227530	26.761095	0.023446	3.6
1126	-0.441692	26.748993	0.034331	3.4
1127	-0.185329	26.736906	0.019462	4.2
1128	-0.312944	26.724833	0.019003	4.2
1129	-0.098598	26.712775	0.018113	4.4
1130	-0.143011	26.700732	0.015743	3.4
1131	-0.216080	26.688703	0.012176	2.9
1132	-0.068035	26.676688	0.014653	3.8
1133	-0.135867	26.664687	0.018277	3.7
1134	-0.315355	26.652702	0.019954	2.5
1135	-0.109419	26.640730	0.023599	3.0
1136	-0.227626	26.628773	0.029592	3.8
1137	-0.337901	26.616830	0.013402	2.9
1138	-0.264362	26.604901	0.019779	3.2
1139	-0.227802	26.592987	0.019026	2.4
1140	-0.265434	26.581087	0.011803	2.5
1141	-0.103564	26.569201	0.030893	3.2
1142	-0.133859	26.557329	0.015873	2.3
1143	-0.144739	26.545471	0.039582	2.3
1144	-0.232829	26.533627	0.026438	2.1
1145	-0.316361	26.521798	0.025019	2.4
1146	-0.165915	26.509982	0.024589	2.1
1147	-0.107180	26.498181	0.026828	2.5
1148	-0.141662	26.486393	0.024428	2.6
1149	-0.036876	26.474620	0.005746	2.1
1150	-0.218144	26.462860	0.023143	2.1
1151	-0.140936	26.451115	0.016413	2.5
1152	-0.387162	26.439383	0.035624	1.7
1153	-0.174838	26.427665	0.011431	1.7
1154	-0.158270	26.415961	0.018623	1.9
1155	-0.093013	26.404271	0.007258	1.8
1156	-0.399516	26.392595	0.024128	2.2
1157	-0.340747	26.380932	0.026626	2.0
1158	-0.219460	26.369283	0.017645	1.8
1159	-0.217411	26.357648	0.025647	1.7
1160	-0.108243	26.346026	0.014312	1.7
1161	-0.152152	26.334418	0.038576	1.8
1162	-0.257897	26.322824	0.019205	1.9
1163	-0.156534	26.311243	0.018219	1.7
1164	-0.170020	26.299676	0.009461	2.2
1165	-0.249012	26.288123	0.016275	2.1
1166	-0.108532	26.276583	0.035721	1.9
1167	-0.228003	26.265056	0.022618	2.1
1168	-0.199604	26.253543	0.009730	1.7
1169	-0.162723	26.242044	0.021721	1.9
1170	-0.243087	26.230558	0.021439	1.9
1171	-0.152222	26.219085	0.023916	1.9
1172	-0.154903	26.207625	0.041778	1.8
1173	-0.119198	26.196179	0.017422	1.7
1174	-0.350114	26.184747	0.057005	2.0
1175	-0.223966	26.173327	0.009516	1.7
1176	-0.214485	26.161921	0.028642	1.8
1177	-0.170310	26.150528	0.018186	1.8
1178	-0.183184	26.139148	0.016180	2.0
1179	-0.217197	26.127782	0.013175	2.7
1180	-0.082762	26.116429	0.018663	2.0
1181	-0.196844	26.105088	0.013689	2.2
1182	-0.102746	26.093761	0.018429	2.0
1183	-0.042226	26.082447	0.004396	2.2
1184	-0.182460	26.071147	0.013121	2.3
1185	-0.129079	26.059859	0.024357	2.3
1186	-0.268164	26.048584	0.017325	2.1
1187	-0.263609	26.037322	0.034195	1.9
1188	-0.253660	26.026073	0.018333	2.3
1189	-0.177422	26.014837	0.018117	3.0
1190	-0.162141	26.003614	0.009382	2.5
1191	-0.287607	25.992404	0.020303	2.7
1192	-0.193478	25.981207	0.033274	2.6
1193	-0.137343	25.970023	0.016400	3.4
1194	-0.240986	25.958851	0.023588	2.9
1195	-0.339401	25.947693	0.025069	2.9
1196	-0.219762	25.936547	0.044062	2.4
1197	-0.147693	25.925414	0.006655	2.2
1198	-0.143023	25.914293	0.013657	2.1
1199	-0.244777	25.903185	0.020939	2.1
1200	-0.376945	25.892090	0.021511	2.3
1201	-0.185313	25.881008	0.016759	2.3
1202	-0.264111	25.869938	0.017908	2.4
1203	-0.370847	25.858881	0.025325	2.7
1204	-0.204444	25.847837	0.016772	2.4
1205	-0.398019	25.836805	0.035076	2.8
1206	-0.258962	25.825785	0.016513	2.5
1207	-0.133739	25.814778	0.010445	2.7
1208	-0.143070	25.803784	0.013294	2.5
1209	-0.278753	25.792802	0.017366	3.9
1210	-0.245153	25.781833	0.010903	2.8
1211	-0.201621	25.770876	0.023330	2.5
1212	-0.093134	25.759931	0.022167	2.3
1213	-0.165420	25.748999	0.022703	2.6
1214	-0.295523	25.738079	0.021328	2.4
1215	-0.268423	25.727172	0.016077	2.5
1216	-0.084201	25.716276	0.023592	2.1
1217	-0.416118	25.705394	0.073212	2.1
1218	-0.232164	25.694523	0.024064	2.1
1219	-0.387522	25.683665	0.028863	1.7
1220	-0.162565	25.672818	0.016506	2.0
1221	-0.356204	25.661984	0.032497	1.8
1222	-0.167229	25.651163	0.009995	2.1
1223	-0.480442	25.640353	0.018177	2.1
1224	-0.161532	25.629556	0.012527	2.1
1225	-0.157819	25.618770	0.010979	1.9
1226	-0.395165	25.607997	0.028488	1.9
1227	-0.340596	25.597236	0.021171	1.8
1228	-0.337180	25.586487	0.019634	1.7
1229	-0.195177	25.575750	0.032935	1.8
1230	-0.185738	25.565025	0.014316	2.1
1231	-0.212755	25.554312	0.033974	1.7
1232	-0.206643	25.543610	0.021380	1.8
1233	-0.386197	25.532921	0.014370	1.8
1234	-0.110413	25.522244	0.017447	1.8
1235	-0.224206	25.511579	0.018880	1.8
1236	-0.358777	25.500925	0.029595	1.7
1237	-0.096632	25.490283	0.022770	1.8
1238	-0.576007	25.479654	0.047076	1.8
1239	-0.183842	25.469036	0.020238	1.8
1240	-0.178899	25.458429	0.018232	1.8
1241	-0.200880	25.447835	0.019459	1.9
1242	-0.158023	25.437252	0.007747	2.0
1243	-0.096788	25.426681	0.019629	1.7
1244	-0.264987	25.416122	0.017956	1.6
1245	-0.280275	25.405574	0.012834	1.6
1246	-0.183038	25.395039	0.012776	2.0
1247	-0.219487	25.384514	0.016018	2.2
1248	-0.163816	25.374002	0.027063	2.1
1249	-0.228637	25.363501	0.013732	2.1
1250	-0.021074	25.353011	0.006957	2.1
1251	-0.215486	25.342533	0.015645	2.2
