1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
515	-0.232872	148.783362	3.332555	0.015209	0.4
516	-0.053598	149.072261	3.326894	0.007064	0.5
517	-0.360807	149.361161	3.321253	0.005199	0.4
518	-0.094473	149.650061	3.315630	0.007168	0.5
519	-0.076813	149.938961	3.310026	0.003628	0.4
520	-0.247149	150.227860	3.304442	0.011271	0.4
521	-0.145827	150.516760	3.298876	0.009620	0.4
522	-0.080864	150.805660	3.293328	0.002234	0.4
523	-0.058912	151.094559	3.287800	0.006988	0.4
524	-0.096833	151.383459	3.282290	0.008281	0.5
525	-0.085408	151.672359	3.276798	0.007449	0.5
526	-0.201482	151.961259	3.271325	0.007739	0.4
527	-0.500914	152.250158	3.265870	0.014753	0.4
528	-0.094094	152.539058	3.260433	0.007851	0.4
529	-0.090973	152.827958	3.255014	0.006499	0.4
530	-0.246063	153.116858	3.249613	0.015486	0.4
531	-0.055062	153.405757	3.244230	0.006895	0.4
532	-0.126332	153.694657	3.238865	0.006972	0.4
533	-0.323670	153.983557	3.233518	0.008665	0.4
534	-0.067362	154.272457	3.228188	0.007356	0.4
535	-0.045191	154.561356	3.222876	0.006089	0.4
536	-0.086201	154.850256	3.217581	0.002785	0.4
537	-0.436814	155.139156	3.212304	0.010143	0.5
538	-0.384720	155.428055	3.207044	0.011475	0.5
539	-0.487838	155.716955	3.201801	0.025073	0.5
540	-0.287797	156.005855	3.196575	0.013690	0.4
541	-0.224752	156.294755	3.191366	0.008552	0.4
542	-0.285907	156.583654	3.186174	0.009448	0.4
543	-0.474686	156.872554	3.180999	0.007349	0.4
544	-0.220861	157.161454	3.175841	0.007717	0.4
545	-0.213689	157.450354	3.170700	0.010896	0.4
546	-0.116636	157.739253	3.165575	0.008789	0.4
547	-0.111189	158.028153	3.160466	0.008551	0.4
548	-0.156848	158.317053	3.155375	0.008366	0.4
549	-0.225788	158.605952	3.150299	0.017714	0.4
550	-0.237362	158.894852	3.145240	0.012352	0.6
551	-0.547585	159.183752	3.140197	0.009404	0.4
552	-0.536550	159.472652	3.135170	0.019873	0.4
553	-0.216704	159.761551	3.130159	0.006588	0.5
554	-0.449160	160.050451	3.125165	0.015653	0.4
555	-0.112332	160.339351	3.120186	0.009487	0.4
556	-0.381947	160.628251	3.115223	0.010252	0.4
557	-0.237327	160.917150	3.110276	0.008446	0.4
558	-0.464506	161.206050	3.105344	0.022453	0.4
559	-0.419764	161.494950	3.100428	0.016614	0.4
560	-0.417598	161.783850	3.095528	0.022016	0.4
561	-0.069041	162.072749	3.090643	0.006263	0.4
562	-0.084961	162.361649	3.085773	0.005855	0.4
563	-0.406147	162.650549	3.080919	0.013540	0.4
564	-0.086101	162.939448	3.076080	0.007892	0.5
565	-0.098218	163.228348	3.071256	0.008732	0.5
566	-0.143708	163.517248	3.066448	0.013211	0.4
567	-0.345363	163.806148	3.061654	0.015752	0.4
568	-0.161324	164.095047	3.056875	0.014356	0.5
569	-0.367753	164.383947	3.052111	0.013151	0.5
570	-0.269531	164.672847	3.047362	0.010830	0.5
571	-0.245775	164.961747	3.042628	0.005767	0.6
572	-0.292295	165.250646	3.037909	0.007456	0.5
573	-0.298041	165.539546	3.033204	0.018526	0.6
574	-0.147085	165.828446	3.028513	0.013112	0.5
575	-0.247900	166.117345	3.023838	0.010676	0.5
576	-0.550035	166.406245	3.019176	0.022164	0.4
577	-0.411520	166.695145	3.014529	0.015815	0.4
578	-0.186554	166.984045	3.009896	0.008973	0.4
579	-0.119932	167.272944	3.005278	0.012819	0.4
580	-0.151301	167.561844	3.000673	0.008693	0.5
581	-0.177353	167.850744	2.996083	0.009924	0.4
582	-0.095177	168.139644	2.991506	0.005522	0.4
583	-0.132607	168.428543	2.986944	0.014477	0.4
584	-0.237458	168.717443	2.982396	0.010104	0.4
585	-0.136413	169.006343	2.977861	0.015066	0.4
586	-0.085314	169.295243	2.973340	0.007107	0.4
587	-0.548751	169.584142	2.968833	0.010184	0.4
588	-0.208928	169.873042	2.964339	0.005221	0.4
589	-0.231407	170.161942	2.959859	0.012626	0.5
590	-0.275488	170.450841	2.955393	0.018200	0.5
591	-0.153473	170.739741	2.950940	0.010976	0.4
592	-0.502280	171.028641	2.946500	0.013339	0.4
593	-0.106374	171.317541	2.942074	0.008843	0.4
594	-0.157704	171.606440	2.937661	0.013156	0.4
595	-0.056113	171.895340	2.933261	0.007250	0.4
596	-0.377267	172.184240	2.928875	0.012460	0.4
597	-0.280232	172.473140	2.924501	0.008807	0.4
598	-0.091714	172.762039	2.920141	0.011623	0.4
599	-0.473175	173.050939	2.915794	0.015566	0.4
600	-0.592000	173.339839	2.911459	0.018793	0.4
601	-0.203810	173.628739	2.907137	0.014920	0.4
602	-0.395277	173.917638	2.902828	0.011634	0.4
603	-0.097190	174.206538	2.898532	0.007459	0.4
604	-0.050979	174.495438	2.894249	0.007399	0.4
605	-0.124740	174.784337	2.889978	0.008408	0.4
606	-0.080912	175.073237	2.885720	0.008930	0.4
607	-0.103157	175.362137	2.881474	0.008062	0.4
608	-0.211469	175.651037	2.877241	0.015287	0.4
609	-0.076684	175.939936	2.873020	0.007712	0.4
610	-0.071788	176.228836	2.868812	0.005662	0.4
611	-0.104272	176.517736	2.864616	0.009150	0.5
612	-0.146900	176.806636	2.860432	0.013781	0.4
613	-0.261226	177.095535	2.856261	0.008085	0.5
614	-0.449193	177.384435	2.852101	0.020610	0.4
615	-0.140136	177.673335	2.847954	0.013510	0.5
616	-0.569676	177.962234	2.843818	0.024545	0.5
617	-0.231525	178.251134	2.839695	0.008863	0.4
618	-0.348341	178.540034	2.835584	0.010009	0.4
619	-0.035784	178.828934	2.831484	0.006178	0.6
620	-0.452035	179.117833	2.827397	0.014108	0.4
621	-0.065572	179.406733	2.823321	0.008623	0.4
622	-0.447849	179.695633	2.819257	0.011233	0.4
623	-0.571697	179.984533	2.815204	0.012221	0.4
624	-0.102833	180.273432	2.811163	0.009872	0.4
625	-0.418454	180.562332	2.807134	0.019139	0.4
626	-0.200985	180.851232	2.803116	0.005283	0.4
627	-0.144182	181.140132	2.799110	0.012726	0.4
628	-0.382968	181.429031	2.795115	0.022511	0.5
629	-0.142992	181.717931	2.791132	0.009923	0.5
630	-0.068156	182.006831	2.787160	0.004844	0.5
631	-0.477942	182.295730	2.783199	0.015645	0.6
632	-0.117405	182.584630	2.779249	0.010259	0.5
633	-0.224120	182.873530	2.775311	0.011945	0.5
634	-0.109766	183.162430	2.771384	0.007500	0.5
635	-0.469922	183.451329	2.767468	0.015700	0.5
636	-0.080228	183.740229	2.763563	0.002552	0.5
637	-0.074801	184.029129	2.759669	0.007339	0.4
638	-0.207842	184.318029	2.755786	0.010294	0.5
639	-0.193926	184.606928	2.751913	0.012530	0.5
640	-0.303119	184.895828	2.748052	0.014744	0.7
641	-0.112151	185.184728	2.744202	0.009739	0.5
642	-0.206441	185.473627	2.740362	0.009862	0.5
643	-0.192339	185.762527	2.736533	0.014504	0.4
644	-0.131542	186.051427	2.732715	0.010816	0.6
645	-0.069059	186.340327	2.728907	0.010137	0.7
646	-0.096262	186.629226	2.725110	0.009672	0.5
647	-0.132620	186.918126	2.721323	0.012652	0.5
648	-0.260941	187.207026	2.717547	0.008198	0.5
649	-0.529450	187.495926	2.713782	0.017671	0.5
650	-0.366193	187.784825	2.710027	0.013318	0.5
651	-0.098296	188.073725	2.706282	0.005744	0.5
652	-0.128707	188.362625	2.702548	0.008460	0.5
653	-0.106020	188.651525	2.698824	0.007425	0.5
654	-0.533255	188.940424	2.695110	0.016767	0.4
655	-0.143440	189.229324	2.691406	0.008303	0.5
656	-0.161795	189.518224	2.687713	0.006437	0.4
657	-0.086269	189.807123	2.684029	0.004884	0.4
658	-0.337334	190.096023	2.680356	0.011507	0.5
659	-0.292030	190.384923	2.676693	0.006451	0.4
660	-0.257487	190.673823	2.673039	0.013000	0.5
661	-0.239523	190.962722	2.669396	0.011422	0.4
662	-0.163316	191.251622	2.665763	0.005556	0.4
663	-0.226764	191.540522	2.662139	0.018250	0.5
664	-0.215263	191.829422	2.658526	0.009933	0.5
665	-0.356054	192.118321	2.654922	0.016969	0.5
666	-0.086492	192.407221	2.651328	0.009175	0.5
667	-0.558101	192.696121	2.647743	0.015022	0.4
668	-0.196568	192.985021	2.644169	0.013702	0.5
669	-0.070414	193.273920	2.640604	0.003156	0.4
670	-0.469193	193.562820	2.637048	0.015801	0.5
671	-0.518496	193.851720	2.633502	0.024980	0.4
672	-0.446188	194.140619	2.629966	0.003961	0.5
673	-0.544998	194.429519	2.626439	0.019486	0.4
674	-0.145498	194.718419	2.622921	0.012210	0.4
675	-0.187638	195.007319	2.619413	0.007263	0.4
676	-0.345733	195.296218	2.615915	0.010875	0.4
677	-0.072048	195.585118	2.612425	0.008926	0.4
678	-0.482266	195.874018	2.608945	0.006797	0.4
679	-0.078040	196.162918	2.605475	0.006249	0.4
680	-0.498932	196.451817	2.602013	0.022463	0.4
681	-0.329292	196.740717	2.598561	0.010903	0.4
682	-0.161760	197.029617	2.595117	0.009000	0.4
683	-0.534800	197.318516	2.591683	0.020165	0.4
684	-0.346941	197.607416	2.588258	0.009784	0.4
685	-0.607953	197.896316	2.584842	0.008300	0.4
686	-0.224108	198.185216	2.581435	0.013147	0.4
687	-0.337383	198.474115	2.578037	0.018117	0.4
688	-0.305558	198.763015	2.574648	0.013517	0.5
689	-0.071417	199.051915	2.571268	0.007903	0.4
690	-0.088517	199.340815	2.567897	0.007315	0.5
691	-0.202520	199.629714	2.564534	0.006681	0.5
692	-0.114086	199.918614	2.561181	0.007850	0.5
693	-0.053984	200.207514	2.557836	0.007727	0.5
694	-0.265544	200.496414	2.554499	0.010996	0.4
695	-0.091675	200.785313	2.551172	0.003700	0.4
696	-0.409775	201.074213	2.547853	0.025183	0.4
697	-0.358093	201.363113	2.544543	0.002850	0.4
698	-0.161970	201.652012	2.541241	0.008095	0.4
699	-0.203292	201.940912	2.537948	0.009739	0.4
700	-0.407612	202.229812	2.534664	0.012796	0.4
701	-0.557121	202.518712	2.531387	0.017524	0.4
702	-0.083807	202.807611	2.528120	0.007834	0.4
703	-0.442263	203.096511	2.524861	0.018815	0.5
704	-0.150490	203.385411	2.521610	0.015479	0.5
705	-0.179466	203.674311	2.518367	0.010188	0.4
706	-0.537453	203.963210	2.515133	0.013981	0.4
707	-0.498170	204.252110	2.511908	0.008185	0.4
708	-0.529641	204.541010	2.508690	0.016851	0.4
709	-0.158731	204.829909	2.505481	0.012266	0.4
710	-0.458377	205.118809	2.502280	0.015788	0.4
711	-0.468115	205.407709	2.499087	0.012900	0.4
712	-0.053510	205.696609	2.495902	0.007073	0.4
713	-0.196146	205.985508	2.492725	0.006320	0.4
714	-0.063577	206.274408	2.489556	0.006733	0.4
715	-0.506963	206.563308	2.486396	0.012751	0.4
716	-0.151043	206.852208	2.483243	0.014082	0.5
717	-0.202513	207.141107	2.480099	0.010797	0.5
718	-0.341962	207.430007	2.476962	0.018489	0.5
719	-0.446091	207.718907	2.473833	0.018260	0.5
720	-0.309734	208.007807	2.470713	0.014250	0.4
721	-0.082855	208.296706	2.467600	0.008373	0.4
722	-0.092806	208.585606	2.464495	0.004020	0.4
723	-0.366421	208.874506	2.461397	0.008353	0.4
724	-0.329688	209.163405	2.458308	0.012356	0.4
725	-0.240047	209.452305	2.455226	0.017569	0.4
726	-0.420860	209.741205	2.452152	0.014918	0.4
727	-0.221534	210.030105	2.449085	0.018743	0.4
728	-0.208123	210.319004	2.446027	0.009029	0.4
729	-0.526907	210.607904	2.442976	0.024436	0.4
730	-0.286609	210.896804	2.439932	0.013881	0.5
731	-0.163601	211.185704	2.436896	0.008748	0.5
732	-0.101893	211.474603	2.433868	0.007408	0.4
733	-0.113494	211.763503	2.430847	0.008673	0.4
734	-0.127303	212.052403	2.427834	0.007066	0.4
735	-0.210831	212.341302	2.424828	0.010580	0.5
736	-0.129536	212.630202	2.421829	0.009829	0.4
737	-0.218667	212.919102	2.418838	0.012153	0.4
738	-0.080991	213.208002	2.415855	0.005923	0.4
739	-0.084502	213.496901	2.412878	0.006866	0.4
740	-0.101085	213.785801	2.409909	0.009475	0.4
741	-0.104183	214.074701	2.406948	0.009088	0.4
742	-0.604920	214.363601	2.403993	0.020148	0.4
743	-0.411334	214.652500	2.401046	0.006100	0.5
744	-0.241176	214.941400	2.398106	0.013778	0.4
745	-0.149939	215.230300	2.395173	0.012411	0.4
746	-0.072840	215.519200	2.392248	0.008828	0.5
747	-0.256167	215.808099	2.389329	0.012558	0.4
748	-0.205796	216.096999	2.386418	0.009142	0.4
749	-0.501946	216.385899	2.383513	0.020471	0.4
750	-0.372159	216.674798	2.380616	0.006328	0.4
751	-0.164281	216.963698	2.377726	0.010232	0.5
752	-0.054334	217.252598	2.374843	0.005676	0.5
753	-0.405853	217.541498	2.371967	0.018658	0.4
754	-0.390992	217.830397	2.369097	0.011537	0.4
755	-0.214039	218.119297	2.366235	0.015903	0.4
756	-0.171024	218.408197	2.363380	0.010741	0.5
757	-0.551456	218.697097	2.360531	0.017674	0.4
758	-0.294035	218.985996	2.357690	0.012262	0.4
759	-0.202848	219.274896	2.354855	0.009248	0.4
760	-0.133048	219.563796	2.352027	0.008872	0.4
761	-0.276211	219.852696	2.349205	0.014472	0.4
762	-0.085274	220.141595	2.346391	0.008544	0.4
763	-0.365013	220.430495	2.343583	0.014651	0.4
764	-0.066300	220.719395	2.340782	0.006686	0.4
765	-0.401122	221.008294	2.337988	0.016032	0.4
766	-0.321336	221.297194	2.335200	0.011193	0.4
767	-0.087609	221.586094	2.332419	0.008328	0.4
768	-0.102463	221.874994	2.329645	0.007632	0.4
769	-0.359654	222.163893	2.326877	0.008967	0.4
770	-0.534344	222.452793	2.324116	0.016953	0.5
771	-0.054924	222.741693	2.321361	0.006234	0.5
772	-0.330178	223.030593	2.318613	0.010386	0.4
773	-0.105409	223.319492	2.315871	0.007851	0.4
774	-0.141338	223.608392	2.313136	0.006309	0.4
775	-0.080171	223.897292	2.310407	0.007229	0.4
776	-0.128034	224.186191	2.307685	0.012396	0.4
777	-0.421801	224.475091	2.304969	0.023859	0.5
778	-0.131004	224.763991	2.302259	0.010355	0.4
779	-0.170858	225.052891	2.299556	0.008799	0.5
780	-0.251025	225.341790	2.296859	0.004742	0.4
781	-0.576663	225.630690	2.294169	0.022961	0.4
782	-0.121371	225.919590	2.291485	0.009717	0.4
783	-0.092842	226.208490	2.288807	0.010256	0.5
784	-0.390516	226.497389	2.286135	0.011957	0.4
785	-0.156052	226.786289	2.283470	0.011141	0.4
786	-0.522644	227.075189	2.280810	0.015739	0.5
787	-0.451381	227.364089	2.278157	0.017489	0.5
788	-0.087634	227.652988	2.275510	0.006225	0.5
789	-0.515337	227.941888	2.272870	0.018052	0.6
790	-0.112657	228.230788	2.270235	0.010079	0.5
791	-0.062302	228.519687	2.267607	0.009524	0.5
792	-0.276863	228.808587	2.264984	0.013096	0.4
793	-0.287297	229.097487	2.262368	0.007365	0.5
794	-0.161662	229.386387	2.259757	0.009362	0.5
795	-0.098425	229.675286	2.257153	0.010518	0.5
796	-0.419117	229.964186	2.254555	0.018023	0.5
797	-0.515316	230.253086	2.251962	0.012013	0.5
798	-0.191433	230.541986	2.249376	0.009747	0.5
799	-0.070432	230.830885	2.246795	0.012503	0.4
800	-0.450238	231.119785	2.244221	0.018216	0.4
801	-0.201312	231.408685	2.241652	0.011874	0.4
802	-0.507746	231.697584	2.239089	0.018102	0.4
803	-0.130276	231.986484	2.236532	0.011416	0.4
804	-0.145774	232.275384	2.233981	0.012527	0.4
805	-0.104968	232.564284	2.231436	0.010035	0.4
806	-0.435219	232.853183	2.228896	0.011347	0.4
807	-0.096468	233.142083	2.226363	0.008628	0.4
808	-0.171377	233.430983	2.223835	0.011474	0.5
809	-0.171047	233.719883	2.221313	0.014775	0.4
810	-0.474503	234.008782	2.218796	0.016437	0.4
811	-0.133821	234.297682	2.216285	0.010910	0.4
812	-0.542357	234.586582	2.213780	0.024755	0.4
813	-0.168860	234.875482	2.211281	0.012396	0.4
814	-0.176443	235.164381	2.208787	0.006610	0.4
815	-0.314502	235.453281	2.206298	0.012469	0.4
816	-0.042546	235.742181	2.203816	0.005996	0.4
817	-0.060892	236.031080	2.201339	0.006515	0.4
818	-0.228464	236.319980	2.198867	0.009103	0.4
819	-0.498542	236.608880	2.196401	0.012518	0.4
820	-0.190219	236.897780	2.193941	0.013528	0.4
821	-0.590990	237.186679	2.191486	0.016720	0.4
822	-0.100992	237.475579	2.189036	0.004126	0.5
823	-0.095632	237.764479	2.186593	0.009546	0.5
824	-0.109363	238.053379	2.184154	0.008353	0.5
825	-0.149307	238.342278	2.181721	0.011059	0.6
826	-0.210662	238.631178	2.179293	0.007127	0.5
827	-0.379736	238.920078	2.176871	0.006653	0.4
828	-0.541240	239.208978	2.174454	0.009679	0.4
829	-0.491488	239.497877	2.172043	0.008263	0.4
830	-0.205808	239.786777	2.169636	0.006835	0.4
831	-0.152206	240.075677	2.167235	0.013024	0.4
832	-0.135221	240.364576	2.164840	0.008407	0.4
833	-0.087567	240.653476	2.162450	0.007376	0.4
834	-0.449278	240.942376	2.160065	0.013634	0.4
835	-0.292411	241.231276	2.157685	0.011880	0.5
836	-0.184687	241.520175	2.155310	0.010050	0.4
837	-0.463772	241.809075	2.152941	0.010217	0.4
838	-0.399798	242.097975	2.150577	0.019454	0.4
839	-0.185598	242.386875	2.148218	0.007676	0.4
840	-0.430053	242.675774	2.145864	0.008491	0.4
841	-0.465205	242.964674	2.143516	0.016216	0.4
842	-0.592892	243.253574	2.141172	0.019473	0.5
843	-0.262208	243.542473	2.138834	0.006624	0.4
844	-0.290695	243.831373	2.136501	0.020220	0.4
845	-0.330665	244.120273	2.134173	0.011444	0.4
846	-0.108616	244.409173	2.131850	0.005988	0.4
847	-0.493675	244.698072	2.129532	0.017841	0.4
848	-0.125676	244.986972	2.127219	0.008461	0.5
849	-0.455753	245.275872	2.124911	0.022992	0.4
850	-0.078597	245.564772	2.122608	0.007272	0.4
851	-0.066972	245.853671	2.120310	0.007990	0.4
852	-0.090857	246.142571	2.118017	0.009930	0.4
853	-0.079228	246.431471	2.115729	0.008295	0.4
854	-0.218759	246.720371	2.113446	0.009722	0.4
855	-0.112176	247.009270	2.111168	0.009400	0.4
856	-0.463909	247.298170	2.108894	0.015662	0.4
857	-0.574835	247.587070	2.106626	0.014784	0.4
858	-0.075483	247.875969	2.104362	0.008139	0.4
859	-0.443796	248.164869	2.102104	0.015851	0.4
860	-0.429802	248.453769	2.099850	0.011479	0.4
861	-0.239950	248.742669	2.097601	0.010847	0.5
862	-0.411883	249.031568	2.095357	0.007094	0.5
863	-0.075916	249.320468	2.093117	0.008202	0.5
864	-0.330311	249.609368	2.090883	0.016924	0.4
865	-0.090127	249.898268	2.088653	0.003482	0.4
866	-0.213916	250.187167	2.086428	0.008756	0.4
867	-0.157807	250.476067	2.084208	0.009682	0.4
868	-0.430713	250.764967	2.081992	0.021552	0.4
869	-0.619132	251.053866	2.079781	0.013865	0.5
870	-0.517069	251.342766	2.077575	0.021939	0.4
871	-0.393267	251.631666	2.075373	0.012916	0.4
872	-0.219567	251.920566	2.073176	0.012469	0.4
873	-0.215194	252.209465	2.070984	0.005195	0.4
874	-0.366481	252.498365	2.068797	0.013823	0.5
875	-0.592813	252.787265	2.066614	0.014113	0.5
876	-0.117956	253.076165	2.064435	0.009409	0.4
877	-0.230746	253.365064	2.062261	0.011658	0.5
878	-0.325329	253.653964	2.060092	0.006005	0.4
879	-0.302288	253.942864	2.057927	0.008039	0.4
880	-0.540553	254.231764	2.055767	0.011497	0.4
881	-0.366487	254.520663	2.053612	0.010873	0.4
882	-0.582128	254.809563	2.051461	0.021769	0.5
883	-0.325754	255.098463	2.049314	0.007027	0.5
884	-0.371017	255.387362	2.047172	0.021954	0.5
885	-0.389984	255.676262	2.045034	0.012699	0.5
886	-0.402467	255.965162	2.042901	0.019784	0.4
887	-0.444394	256.254062	2.040773	0.014273	0.5
888	-0.456578	256.542961	2.038648	0.012484	0.5
889	-0.232727	256.831861	2.036528	0.009346	0.4
890	-0.556615	257.120761	2.034413	0.015000	0.4
891	-0.181417	257.409661	2.032302	0.014302	0.5
892	-0.522698	257.698560	2.030195	0.010232	0.4
893	-0.325114	257.987460	2.028093	0.012947	0.4
894	-0.099580	258.276360	2.025995	0.008823	0.4
895	-0.149648	258.565260	2.023901	0.016416	0.4
896	-0.137753	258.854159	2.021812	0.009774	0.4
897	-0.078713	259.143059	2.019727	0.010037	0.4
898	-0.122482	259.431959	2.017646	0.012716	0.4
899	-0.213976	259.720858	2.015570	0.015048	0.4
900	-0.309810	260.009758	2.013498	0.022430	0.4
901	-0.220130	260.298658	2.011430	0.015968	0.5
902	-0.372246	260.587558	2.009366	0.012190	0.5
903	-0.171932	260.876457	2.007307	0.012968	0.5
904	-0.217118	261.165357	2.005251	0.007467	0.6
905	-0.095425	261.454257	2.003200	0.007109	0.4
906	-0.082247	261.743157	2.001154	0.008411	0.4
907	-0.113113	262.032056	1.999111	0.006765	0.4
908	-0.186944	262.320956	1.997072	0.011471	0.4
909	-0.454246	262.609856	1.995038	0.005275	0.4
910	-0.193380	262.898755	1.993008	0.015178	0.4
911	-0.139013	263.187655	1.990982	0.011413	0.4
912	-0.076124	263.476555	1.988960	0.008869	0.4
913	-0.333475	263.765455	1.986942	0.008099	0.4
914	-0.125820	264.054354	1.984928	0.009615	0.5
915	-0.147401	264.343254	1.982919	0.009955	0.5
916	-0.181700	264.632154	1.980913	0.008334	0.4
917	-0.495958	264.921054	1.978912	0.011262	0.4
918	-0.136416	265.209953	1.976914	0.012431	0.6
919	-0.224786	265.498853	1.974921	0.010856	0.7
920	-0.195948	265.787753	1.972931	0.010234	0.4
921	-0.449008	266.076653	1.970946	0.014982	0.5
922	-0.582117	266.365552	1.968964	0.022617	0.4
923	-0.439640	266.654452	1.966987	0.012417	0.4
924	-0.376302	266.943352	1.965013	0.013036	0.4
925	-0.497092	267.232251	1.963044	0.019285	0.4
926	-0.212508	267.521151	1.961078	0.006319	0.5
927	-0.276946	267.810051	1.959116	0.016726	0.5
928	-0.096088	268.098951	1.957159	0.005178	0.5
929	-0.091484	268.387850	1.955205	0.007110	0.4
930	-0.377339	268.676750	1.953255	0.009293	0.4
931	-0.111153	268.965650	1.951309	0.009715	0.4
932	-0.086580	269.254550	1.949366	0.007856	0.4
933	-0.127766	269.543449	1.947428	0.010697	0.4
934	-0.222491	269.832349	1.945494	0.009168	0.4
935	-0.078844	270.121249	1.943563	0.004981	0.4
936	-0.550354	270.410148	1.941636	0.019631	0.4
937	-0.202695	270.699048	1.939713	0.008672	0.4
938	-0.066040	270.987948	1.937794	0.011543	0.4
939	-0.121249	271.276848	1.935879	0.005157	0.4
940	-0.268585	271.565747	1.933967	0.017764	0.5
941	-0.085672	271.854647	1.932059	0.005242	0.5
942	-0.306953	272.143547	1.930155	0.007383	0.5
943	-0.388277	272.432447	1.928255	0.022464	0.4
944	-0.514753	272.721346	1.926358	0.020504	0.5
945	-0.565375	273.010246	1.924465	0.023047	0.4
946	-0.391344	273.299146	1.922576	0.018676	0.4
947	-0.568655	273.588046	1.920691	0.019853	0.4
948	-0.277876	273.876945	1.918809	0.010200	0.4
949	-0.074708	274.165845	1.916931	0.007648	0.4
950	-0.361584	274.454745	1.915056	0.015264	0.4
951	-0.060836	274.743644	1.913186	0.010123	0.4
952	-0.581819	275.032544	1.911318	0.015960	0.4
953	-0.075006	275.321444	1.909455	0.004519	0.5
954	-0.509084	275.610344	1.907595	0.021501	0.5
955	-0.488255	275.899243	1.905739	0.021990	0.4
956	-0.093794	276.188143	1.903886	0.012323	0.4
957	-0.312451	276.477043	1.902037	0.012816	0.4
958	-0.302477	276.765943	1.900192	0.010838	0.4
959	-0.125186	277.054842	1.898350	0.014208	0.5
960	-0.412483	277.343742	1.896512	0.010024	0.5
961	-0.498714	277.632642	1.894677	0.016913	0.4
962	-0.278317	277.921542	1.892846	0.012502	0.4
963	-0.096810	278.210441	1.891018	0.010375	0.4
964	-0.103696	278.499341	1.889194	0.010322	0.4
965	-0.108954	278.788241	1.887374	0.011763	0.4
966	-0.176493	279.077140	1.885557	0.017573	0.5
967	-0.096530	279.366040	1.883743	0.007550	0.4
968	-0.241946	279.654940	1.881933	0.008264	0.4
969	-0.152825	279.943840	1.880126	0.012376	0.4
970	-0.143257	280.232739	1.878323	0.011361	0.4
971	-0.125847	280.521639	1.876524	0.011070	0.5
972	-0.164305	280.810539	1.874727	0.019152	0.4
973	-0.370726	281.099439	1.872935	0.007193	0.4
974	-0.075746	281.388338	1.871145	0.005622	0.4
975	-0.554005	281.677238	1.869359	0.019407	0.4
976	-0.080697	281.966138	1.867577	0.004036	0.4
977	-0.089209	282.255037	1.865797	0.007159	0.4
978	-0.414207	282.543937	1.864022	0.008856	0.4
979	-0.406931	282.832837	1.862249	0.008435	0.5
980	-0.209351	283.121737	1.860480	0.008077	0.4
981	-0.307760	283.410636	1.858715	0.012809	0.4
982	-0.117412	283.699536	1.856952	0.010526	0.4
983	-0.353353	283.988436	1.855193	0.017326	0.4
984	-0.114172	284.277336	1.853438	0.010222	0.4
985	-0.586374	284.566235	1.851685	0.020245	0.4
986	-0.376472	284.855135	1.849936	0.007839	0.4
987	-0.335446	285.144035	1.848190	0.017851	0.4
988	-0.424808	285.432935	1.846448	0.006799	0.4
989	-0.401510	285.721834	1.844709	0.019614	0.4
990	-0.335807	286.010734	1.842973	0.013031	0.4
991	-0.140245	286.299634	1.841240	0.011487	0.5
992	-0.519213	286.588533	1.839511	0.012736	0.5
993	-0.336067	286.877433	1.837785	0.007158	0.5
994	-0.059171	287.166333	1.836062	0.007811	0.5
995	-0.308044	287.455233	1.834342	0.015029	0.4
996	-0.555537	287.744132	1.832626	0.014994	0.4
997	-0.084492	288.033032	1.830913	0.005212	0.4
998	-0.156747	288.321932	1.829203	0.009252	0.4
999	-0.101705	288.610832	1.827496	0.010859	0.4
