1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
60	-0.056501	17.333984	14.760075	0.003228	0.5
61	-0.399003	17.622884	14.649669	0.022063	0.5
62	-0.080317	17.911783	14.540903	0.009505	0.4
63	-0.092353	18.200683	14.433740	0.007202	0.5
64	-0.286937	18.489583	14.328145	0.014603	0.5
65	-0.068396	18.778483	14.224084	0.001924	0.5
66	-0.049864	19.067382	14.121523	0.006235	0.5
67	-0.212619	19.356282	14.020431	0.011386	0.4
68	-0.064290	19.645182	13.920776	0.005092	0.4
69	-0.288623	19.934081	13.822528	0.013488	0.4
70	-0.387867	20.222981	13.725656	0.014908	0.4
71	-0.253318	20.511881	13.630133	0.012665	0.5
72	-0.060209	20.800781	13.535931	0.004191	0.5
73	-0.445696	21.089680	13.443021	0.028839	0.4
74	-0.150428	21.378580	13.351379	0.009764	0.5
75	-0.052921	21.667480	13.260977	0.001945	0.5
76	-0.299101	21.956380	13.171791	0.009876	0.4
77	-0.073132	22.245279	13.083797	0.008001	0.5
78	-0.056384	22.534179	12.996971	0.002377	0.5
79	-0.096653	22.823079	12.911290	0.011482	0.4
80	-0.345717	23.111979	12.826731	0.009526	0.5
81	-0.155226	23.400878	12.743272	0.013666	0.5
82	-0.216735	23.689778	12.660892	0.013111	0.4
83	-0.114918	23.978678	12.579571	0.005598	0.5
84	-0.114661	24.267577	12.499288	0.006382	0.4
85	-0.060487	24.556477	12.420022	0.003469	0.5
86	-0.340928	24.845377	12.341756	0.011350	0.5
87	-0.132989	25.134277	12.264470	0.009071	0.5
88	-0.157797	25.423176	12.188146	0.010415	0.4
89	-0.409204	25.712076	12.112766	0.016657	0.4
90	-0.065889	26.000976	12.038313	0.004029	0.5
91	-0.032590	26.289876	11.964770	0.003803	0.5
92	-0.135415	26.578775	11.892119	0.011614	0.4
93	-0.649226	26.867675	11.820346	0.015002	0.5
94	-0.144454	27.156575	11.749433	0.013118	0.4
95	-0.149956	27.445474	11.679367	0.012411	0.5
96	-0.151254	27.734374	11.610131	0.011577	0.6
97	-0.136288	28.023274	11.541711	0.009587	0.5
98	-0.403012	28.312174	11.474093	0.011214	0.5
99	-0.560769	28.601073	11.407263	0.016344	0.4
100	-0.102296	28.889973	11.341206	0.008210	0.4
101	-0.506788	29.178873	11.275910	0.022046	0.4
102	-0.046744	29.467773	11.211362	0.006824	0.5
103	-0.149557	29.756672	11.147549	0.009214	0.5
104	-0.040895	30.045572	11.084457	0.005342	0.5
105	-0.038459	30.334472	11.022076	0.004732	0.4
106	-0.077675	30.623372	10.960394	0.003482	0.6
107	-0.078207	30.912271	10.899397	0.006614	0.5
108	-0.458507	31.201171	10.839076	0.018483	0.6
109	-0.052556	31.490071	10.779419	0.006227	0.5
110	-0.356658	31.778970	10.720415	0.009589	0.5
111	-0.074020	32.067870	10.662053	0.004547	0.5
112	-0.073828	32.356770	10.604324	0.003760	0.5
113	-0.528908	32.645670	10.547216	0.017570	0.5
114	-0.295157	32.934569	10.490720	0.012248	0.5
115	-0.579813	33.223469	10.434826	0.029661	0.5
116	-0.452892	33.512369	10.379525	0.023153	0.5
117	-0.108816	33.801269	10.324806	0.010020	0.5
118	-0.136284	34.090168	10.270661	0.008383	0.5
119	-0.611489	34.379068	10.217082	0.018910	0.5
120	-0.137965	34.667968	10.164058	0.019044	0.5
121	-0.180158	34.956867	10.111582	0.013668	0.5
122	-0.503109	35.245767	10.059645	0.012269	0.4
123	-0.406553	35.534667	10.008239	0.009537	0.5
124	-0.172027	35.823567	9.957356	0.007168	0.5
125	-0.549454	36.112466	9.906987	0.017223	0.5
126	-0.597239	36.401366	9.857125	0.008994	0.4
127	-0.397910	36.690266	9.807763	0.011923	0.4
128	-0.334858	36.979166	9.758893	0.011724	0.5
129	-0.081100	37.268065	9.710507	0.003735	0.5
130	-0.356500	37.556965	9.662599	0.008372	0.4
131	-0.504595	37.845865	9.615161	0.015506	0.5
132	-0.434216	38.134765	9.568187	0.016508	0.5
133	-0.169863	38.423664	9.521669	0.014293	0.5
134	-0.077018	38.712564	9.475602	0.011518	0.5
135	-0.204702	39.001464	9.429978	0.009355	0.5
136	-0.644989	39.290363	9.384791	0.014408	0.5
137	-0.482647	39.579263	9.340036	0.014829	0.5
138	-0.078414	39.868163	9.295705	0.003952	0.5
139	-0.253783	40.157063	9.251793	0.009439	0.5
140	-0.150236	40.445962	9.208294	0.011652	0.5
141	-0.068636	40.734862	9.165202	0.007986	0.4
142	-0.355079	41.023762	9.122511	0.008782	0.5
143	-0.569373	41.312662	9.080217	0.012395	0.5
144	-0.152564	41.601561	9.038312	0.005322	0.5
145	-0.612833	41.890461	8.996793	0.017552	0.5
146	-0.054652	42.179361	8.955654	0.002997	0.5
147	-0.168150	42.468260	8.914889	0.004560	0.5
148	-0.243198	42.757160	8.874493	0.012341	0.4
149	-0.064293	43.046060	8.834462	0.003285	0.5
150	-0.320930	43.334960	8.794790	0.013399	0.5
151	-0.183504	43.623859	8.755473	0.008514	0.6
152	-0.627440	43.912759	8.716506	0.010601	0.6
153	-0.079612	44.201659	8.677885	0.010880	0.5
154	-0.053103	44.490559	8.639604	0.003390	0.5
155	-0.190257	44.779458	8.601659	0.013410	0.5
156	-0.318122	45.068358	8.564046	0.013701	0.5
157	-0.145249	45.357258	8.526761	0.008799	0.5
158	-0.322984	45.646158	8.489799	0.006617	0.4
159	-0.067957	45.935057	8.453156	0.008455	0.4
160	-0.057291	46.223957	8.416828	0.003135	0.4
161	-0.038886	46.512857	8.380811	0.004825	0.4
162	-0.077628	46.801756	8.345100	0.005633	0.4
163	-0.549539	47.090656	8.309693	0.012907	0.4
164	-0.128343	47.379556	8.274585	0.010200	0.4
165	-0.235306	47.668456	8.239773	0.012084	0.4
166	-0.293621	47.957355	8.205252	0.008756	0.4
167	-0.489822	48.246255	8.171019	0.014056	0.4
168	-0.293557	48.535155	8.137071	0.012220	0.4
169	-0.062713	48.824055	8.103403	0.003689	0.5
170	-0.157318	49.112954	8.070013	0.017126	0.5
171	-0.099604	49.401854	8.036897	0.010582	0.6
172	-0.066246	49.690754	8.004052	0.005201	0.5
173	-0.101241	49.979654	7.971474	0.009404	0.4
174	-0.352705	50.268553	7.939160	0.012570	0.4
175	-0.617709	50.557453	7.907107	0.013998	0.4
176	-0.062268	50.846353	7.875312	0.004800	0.5
177	-0.276320	51.135252	7.843772	0.004605	0.4
178	-0.079899	51.424152	7.812483	0.008119	0.4
179	-0.188289	51.713052	7.781443	0.019370	0.6
180	-0.145556	52.001952	7.750649	0.011833	0.6
181	-0.361472	52.290851	7.720097	0.008361	0.5
182	-0.113550	52.579751	7.689785	0.008170	0.5
183	-0.076758	52.868651	7.659710	0.004481	0.6
184	-0.202590	53.157551	7.629870	0.009015	0.5
185	-0.113424	53.446450	7.600261	0.013668	0.6
186	-0.253086	53.735350	7.570881	0.008300	0.4
187	-0.408805	54.024250	7.541728	0.009986	0.5
188	-0.396738	54.313149	7.512798	0.016573	0.4
189	-0.543255	54.602049	7.484089	0.013296	0.4
190	-0.189113	54.890949	7.455599	0.021155	0.4
191	-0.073301	55.179849	7.427325	0.002005	0.4
192	-0.423419	55.468748	7.399264	0.011078	0.4
193	-0.338320	55.757648	7.371415	0.010463	0.4
194	-0.475161	56.046548	7.343774	0.012428	0.5
195	-0.170745	56.335448	7.316341	0.008680	0.5
196	-0.048299	56.624347	7.289111	0.004067	0.5
197	-0.411183	56.913247	7.262083	0.016770	0.5
198	-0.181949	57.202147	7.235255	0.015636	0.5
199	-0.269287	57.491047	7.208624	0.017397	0.5
200	-0.137208	57.779946	7.182189	0.012001	0.5
201	-0.378543	58.068846	7.155947	0.016922	0.5
202	-0.097848	58.357746	7.129896	0.006799	0.5
203	-0.539807	58.646645	7.104034	0.010588	0.4
204	-0.100470	58.935545	7.078359	0.011861	0.4
205	-0.548927	59.224445	7.052869	0.015319	0.4
206	-0.566752	59.513345	7.027561	0.018237	0.5
207	-0.612388	59.802244	7.002435	0.018926	0.5
208	-0.173824	60.091144	6.977488	0.008561	0.5
209	-0.197297	60.380044	6.952718	0.012819	0.5
210	-0.119277	60.668944	6.928123	0.009338	0.4
211	-0.544183	60.957843	6.903701	0.022285	0.4
212	-0.251991	61.246743	6.879451	0.009731	0.4
213	-0.120036	61.535643	6.855371	0.003585	0.4
214	-0.058042	61.824542	6.831459	0.006016	0.5
215	-0.254949	62.113442	6.807713	0.006919	0.4
216	-0.427388	62.402342	6.784132	0.016562	0.4
217	-0.204159	62.691242	6.760713	0.014881	0.4
218	-0.298345	62.980141	6.737456	0.009689	0.4
219	-0.659173	63.269041	6.714358	0.015406	0.5
220	-0.184851	63.557941	6.691417	0.009718	0.4
221	-0.229877	63.846841	6.668633	0.013518	0.4
222	-0.109075	64.135740	6.646004	0.012894	0.4
223	-0.058146	64.424640	6.623528	0.007570	0.4
224	-0.204007	64.713540	6.601203	0.012435	0.4
225	-0.161925	65.002440	6.579028	0.013520	0.4
226	-0.096391	65.291339	6.557002	0.012724	0.4
227	-0.234472	65.580239	6.535123	0.014907	0.5
228	-0.061917	65.869139	6.513389	0.005678	0.4
229	-0.429007	66.158038	6.491799	0.011785	0.4
230	-0.247707	66.446938	6.470352	0.007775	0.4
231	-0.296249	66.735838	6.449046	0.005641	0.4
232	-0.189419	67.024738	6.427880	0.007959	0.4
233	-0.300688	67.313637	6.406853	0.017807	0.5
234	-0.138067	67.602537	6.385962	0.006538	0.5
235	-0.212403	67.891437	6.365208	0.010323	0.5
236	-0.066116	68.180337	6.344588	0.004320	0.4
237	-0.090889	68.469236	6.324101	0.004978	0.4
238	-0.237223	68.758136	6.303746	0.005897	0.4
239	-0.615981	69.047036	6.283521	0.023204	0.4
240	-0.453086	69.335936	6.263426	0.016123	0.4
241	-0.375325	69.624835	6.243459	0.015983	0.4
242	-0.180913	69.913735	6.223619	0.015187	0.4
243	-0.208046	70.202635	6.203905	0.015448	0.4
244	-0.198583	70.491534	6.184315	0.011167	0.4
245	-0.040857	70.780434	6.164848	0.004306	0.4
246	-0.133716	71.069334	6.145504	0.007475	0.4
247	-0.432653	71.358234	6.126281	0.015398	0.5
248	-0.192140	71.647133	6.107177	0.012948	0.5
249	-0.375792	71.936033	6.088193	0.012099	0.4
250	-0.072327	72.224933	6.069326	0.006099	0.4
251	-0.196672	72.513833	6.050575	0.010658	0.4
252	-0.106326	72.802732	6.031940	0.008697	0.4
253	-0.583292	73.091632	6.013420	0.021352	0.4
254	-0.170565	73.380532	5.995013	0.011283	0.4
255	-0.082054	73.669431	5.976718	0.005341	0.4
256	-0.157940	73.958331	5.958534	0.011385	0.4
257	-0.112779	74.247231	5.940461	0.008503	0.4
258	-0.048246	74.536131	5.922497	0.005067	0.4
259	-0.484990	74.825030	5.904642	0.012308	0.4
260	-0.134703	75.113930	5.886893	0.008655	0.5
261	-0.547071	75.402830	5.869252	0.013346	0.5
262	-0.123753	75.691730	5.851715	0.009013	0.4
263	-0.159147	75.980629	5.834283	0.008926	0.4
264	-0.415804	76.269529	5.816955	0.017319	0.4
265	-0.072252	76.558429	5.799729	0.007217	0.4
266	-0.355187	76.847329	5.782605	0.014711	0.4
267	-0.349677	77.136228	5.765582	0.010758	0.4
268	-0.071223	77.425128	5.748659	0.004880	0.5
269	-0.388575	77.714028	5.731834	0.016582	0.4
270	-0.092837	78.002927	5.715108	0.004741	0.5
271	-0.489379	78.291827	5.698480	0.007669	0.5
272	-0.288873	78.580727	5.681948	0.010875	0.5
273	-0.258503	78.869627	5.665511	0.015507	0.5
274	-0.069539	79.158526	5.649169	0.003398	0.6
275	-0.058994	79.447426	5.632922	0.005956	0.5
276	-0.141900	79.736326	5.616767	0.011591	0.4
277	-0.160896	80.025226	5.600705	0.013163	0.4
278	-0.230805	80.314125	5.584734	0.012081	0.4
279	-0.435295	80.603025	5.568855	0.013912	0.4
280	-0.419568	80.891925	5.553065	0.014881	0.4
281	-0.175011	81.180824	5.537364	0.007369	0.4
282	-0.325148	81.469724	5.521753	0.010119	0.4
283	-0.096243	81.758624	5.506229	0.010442	0.4
284	-0.060432	82.047524	5.490792	0.004961	0.4
285	-0.253948	82.336423	5.475441	0.016741	0.4
286	-0.147575	82.625323	5.460176	0.006314	0.5
287	-0.176080	82.914223	5.444995	0.008607	0.5
288	-0.594047	83.203123	5.429899	0.016418	0.5
289	-0.138853	83.492022	5.414887	0.018393	0.5
290	-0.496619	83.780922	5.399957	0.023234	0.4
291	-0.081424	84.069822	5.385109	0.004864	0.4
292	-0.091567	84.358722	5.370343	0.006852	0.4
293	-0.179608	84.647621	5.355657	0.011201	0.4
294	-0.200763	84.936521	5.341052	0.008808	0.4
295	-0.148071	85.225421	5.326526	0.013305	0.4
296	-0.103510	85.514320	5.312079	0.009794	0.4
297	-0.412531	85.803220	5.297710	0.014101	0.4
298	-0.304386	86.092120	5.283418	0.009076	0.4
299	-0.473415	86.381020	5.269204	0.016497	0.4
300	-0.585741	86.669919	5.255065	0.019495	0.5
301	-0.209410	86.958819	5.241003	0.009090	0.8
302	-0.277552	87.247719	5.227015	0.009097	0.4
303	-0.366869	87.536619	5.213102	0.013169	0.4
304	-0.461459	87.825518	5.199263	0.007313	0.4
305	-0.258538	88.114418	5.185497	0.008487	0.5
306	-0.073782	88.403318	5.171804	0.005557	0.4
307	-0.277100	88.692218	5.158182	0.010633	0.4
308	-0.088634	88.981117	5.144633	0.002731	0.4
309	-0.266269	89.270017	5.131154	0.007648	0.4
310	-0.199612	89.558917	5.117746	0.009525	0.4
311	-0.070099	89.847816	5.104408	0.005149	0.4
312	-0.632998	90.136716	5.091139	0.019156	0.5
313	-0.449316	90.425616	5.077939	0.022993	0.5
314	-0.462896	90.714516	5.064807	0.013927	0.5
315	-0.587408	91.003415	5.051743	0.013950	0.4
316	-0.180645	91.292315	5.038746	0.013670	0.4
317	-0.127223	91.581215	5.025816	0.005889	0.4
318	-0.354698	91.870115	5.012952	0.009591	0.4
319	-0.413056	92.159014	5.000154	0.007375	0.5
320	-0.520730	92.447914	4.987421	0.010496	0.4
321	-0.248741	92.736814	4.974752	0.020194	0.4
322	-0.575545	93.025713	4.962148	0.011202	0.4
323	-0.039379	93.314613	4.949608	0.006520	0.4
324	-0.065545	93.603513	4.937130	0.009600	0.4
325	-0.069819	93.892413	4.924716	0.005608	0.5
326	-0.339862	94.181312	4.912363	0.014035	0.5
327	-0.195669	94.470212	4.900073	0.014261	0.4
328	-0.157169	94.759112	4.887844	0.014542	0.4
329	-0.205878	95.048012	4.875676	0.009001	0.4
330	-0.275497	95.336911	4.863568	0.005034	0.5
331	-0.286100	95.625811	4.851520	0.012356	0.4
332	-0.429428	95.914711	4.839532	0.010803	0.4
333	-0.554839	96.203611	4.827603	0.010269	0.4
334	-0.154691	96.492510	4.815732	0.009825	0.4
335	-0.352883	96.781410	4.803920	0.005935	0.5
336	-0.201710	97.070310	4.792166	0.016362	0.4
337	-0.192380	97.359209	4.780468	0.008656	0.4
338	-0.145002	97.648109	4.768828	0.011367	0.5
339	-0.365892	97.937009	4.757245	0.014701	0.4
340	-0.155933	98.225909	4.745717	0.009696	0.5
341	-0.078089	98.514808	4.734246	0.005380	0.5
342	-0.413777	98.803708	4.722829	0.022341	0.4
343	-0.088400	99.092608	4.711468	0.006648	0.4
344	-0.221831	99.381508	4.700161	0.005079	0.4
345	-0.257840	99.670407	4.688908	0.011529	0.4
346	-0.062633	99.959307	4.677709	0.003922	0.4
347	-0.099302	100.248207	4.666564	0.007200	0.4
348	-0.420696	100.537106	4.655471	0.014277	0.4
349	-0.290906	100.826006	4.644431	0.010401	0.4
350	-0.229663	101.114906	4.633443	0.007769	0.4
351	-0.628846	101.403806	4.622507	0.018057	0.4
352	-0.415980	101.692705	4.611623	0.020819	0.4
353	-0.184552	101.981605	4.600789	0.008296	0.4
354	-0.070863	102.270505	4.590007	0.007076	0.4
355	-0.186752	102.559405	4.579275	0.010147	0.4
356	-0.180300	102.848304	4.568593	0.009866	0.4
357	-0.075110	103.137204	4.557960	0.005251	0.5
358	-0.448440	103.426104	4.547378	0.020106	0.4
359	-0.101964	103.715004	4.536844	0.006525	0.5
360	-0.048917	104.003903	4.526358	0.005836	0.4
361	-0.223167	104.292803	4.515922	0.010415	0.4
362	-0.169634	104.581703	4.505533	0.011188	0.4
363	-0.060607	104.870602	4.495192	0.005336	0.5
364	-0.122818	105.159502	4.484898	0.012344	0.4
365	-0.121173	105.448402	4.474651	0.008575	0.5
366	-0.468669	105.737302	4.464451	0.016966	0.5
367	-0.608087	106.026201	4.454297	0.013804	0.4
368	-0.242699	106.315101	4.444190	0.006849	0.4
369	-0.094168	106.604001	4.434128	0.011079	0.4
370	-0.364396	106.892901	4.424112	0.012216	0.4
371	-0.074639	107.181800	4.414140	0.005714	0.4
372	-0.135373	107.470700	4.404214	0.013183	0.4
373	-0.091595	107.759600	4.394332	0.010300	0.4
374	-0.307636	108.048500	4.384495	0.009046	0.4
375	-0.201400	108.337399	4.374701	0.008411	0.4
376	-0.097645	108.626299	4.364951	0.008007	0.4
377	-0.078756	108.915199	4.355245	0.009119	0.4
378	-0.104914	109.204098	4.345581	0.007618	0.5
379	-0.248803	109.492998	4.335960	0.009323	0.4
380	-0.201451	109.781898	4.326382	0.010933	0.5
381	-0.242751	110.070798	4.316846	0.006933	0.4
382	-0.601923	110.359697	4.307352	0.018829	0.4
383	-0.087158	110.648597	4.297900	0.008293	0.4
384	-0.485877	110.937497	4.288489	0.008927	0.4
385	-0.121152	111.226397	4.279119	0.010379	0.4
386	-0.217283	111.515296	4.269790	0.004609	0.4
387	-0.584711	111.804196	4.260501	0.013241	0.4
388	-0.431788	112.093096	4.251253	0.020664	0.4
389	-0.106849	112.381995	4.242045	0.008185	0.4
390	-0.084372	112.670895	4.232877	0.005124	0.4
391	-0.197507	112.959795	4.223748	0.010215	0.5
392	-0.304050	113.248695	4.214659	0.010545	0.5
393	-0.218473	113.537594	4.205609	0.017084	0.4
394	-0.398781	113.826494	4.196597	0.015321	0.4
395	-0.491985	114.115394	4.187624	0.019048	0.4
396	-0.436435	114.404294	4.178689	0.022061	0.5
397	-0.089204	114.693193	4.169793	0.004800	0.4
398	-0.288133	114.982093	4.160934	0.011766	0.4
399	-0.073152	115.270993	4.152112	0.007254	0.5
400	-0.194834	115.559893	4.143328	0.009951	0.5
401	-0.278253	115.848792	4.134581	0.009358	0.4
402	-0.226497	116.137692	4.125871	0.014863	0.4
403	-0.105418	116.426592	4.117198	0.009532	0.4
404	-0.502683	116.715491	4.108561	0.010936	0.4
405	-0.299238	117.004391	4.099960	0.018314	0.4
406	-0.211016	117.293291	4.091395	0.012533	0.4
407	-0.094325	117.582191	4.082866	0.007711	0.4
408	-0.401169	117.871090	4.074372	0.008855	0.4
409	-0.076822	118.159990	4.065913	0.004758	0.4
410	-0.195451	118.448890	4.057490	0.011481	0.4
411	-0.112344	118.737790	4.049101	0.008224	0.5
412	-0.327331	119.026689	4.040747	0.013750	0.4
413	-0.190185	119.315589	4.032428	0.006707	0.5
414	-0.115664	119.604489	4.024142	0.010961	0.4
415	-0.091172	119.893388	4.015891	0.007716	0.4
416	-0.280661	120.182288	4.007673	0.010724	0.4
417	-0.204905	120.471188	3.999489	0.006743	0.4
418	-0.488795	120.760088	3.991338	0.018704	0.5
419	-0.193787	121.048987	3.983221	0.008427	0.4
420	-0.261998	121.337887	3.975136	0.017068	0.4
421	-0.212560	121.626787	3.967084	0.008759	0.4
422	-0.088405	121.915687	3.959065	0.009760	0.4
423	-0.436013	122.204586	3.951078	0.011535	0.4
424	-0.323788	122.493486	3.943123	0.014878	0.4
425	-0.376771	122.782386	3.935200	0.014730	0.5
426	-0.558409	123.071286	3.927309	0.024374	0.4
427	-0.196705	123.360185	3.919450	0.014884	0.5
428	-0.163612	123.649085	3.911621	0.008479	0.4
429	-0.078702	123.937985	3.903825	0.004482	0.5
430	-0.075279	124.226884	3.896059	0.008333	0.4
431	-0.379323	124.515784	3.888324	0.014036	0.5
432	-0.076340	124.804684	3.880619	0.006400	0.5
433	-0.155609	125.093584	3.872945	0.011698	0.5
434	-0.258299	125.382483	3.865302	0.012468	0.4
435	-0.200344	125.671383	3.857688	0.006422	0.4
436	-0.337368	125.960283	3.850105	0.007679	0.4
437	-0.046067	126.249183	3.842551	0.006240	0.4
438	-0.482892	126.538082	3.835027	0.017496	0.4
439	-0.163228	126.826982	3.827532	0.013743	0.4
440	-0.091546	127.115882	3.820066	0.008760	0.4
441	-0.504163	127.404781	3.812630	0.007995	0.5
442	-0.464141	127.693681	3.805222	0.014338	0.4
443	-0.433787	127.982581	3.797843	0.012666	0.4
444	-0.460408	128.271481	3.790493	0.011862	0.4
445	-0.053238	128.560380	3.783171	0.006255	0.5
446	-0.078980	128.849280	3.775877	0.009433	0.4
447	-0.084689	129.138180	3.768611	0.004727	0.4
448	-0.511036	129.427080	3.761374	0.021933	0.4
449	-0.420777	129.715979	3.754164	0.009282	0.4
450	-0.547289	130.004879	3.746981	0.021831	0.4
451	-0.190971	130.293779	3.739826	0.009757	0.4
452	-0.600547	130.582679	3.732699	0.015671	0.4
453	-0.249861	130.871578	3.725598	0.010443	0.4
454	-0.224864	131.160478	3.718525	0.018182	0.4
455	-0.466229	131.449378	3.711478	0.009512	0.4
456	-0.140009	131.738277	3.704458	0.011840	0.4
457	-0.158080	132.027177	3.697464	0.007072	0.5
458	-0.246202	132.316077	3.690497	0.008944	0.5
459	-0.175345	132.604977	3.683556	0.009751	0.5
460	-0.213949	132.893876	3.676641	0.007513	0.5
461	-0.102959	133.182776	3.669751	0.007664	0.4
462	-0.369565	133.471676	3.662888	0.011636	0.4
463	-0.091793	133.760576	3.656050	0.006134	0.4
464	-0.626697	134.049475	3.649238	0.020398	0.4
465	-0.145297	134.338375	3.642451	0.012619	0.4
466	-0.133849	134.627275	3.635690	0.013272	0.4
467	-0.429896	134.916175	3.628953	0.009947	0.4
468	-0.148645	135.205074	3.622241	0.012964	0.4
469	-0.148778	135.493974	3.615554	0.011618	0.4
470	-0.617737	135.782874	3.608892	0.021231	0.4
471	-0.083524	136.071773	3.602254	0.005883	0.4
472	-0.485244	136.360673	3.595641	0.009463	0.5
473	-0.358600	136.649573	3.589052	0.011560	0.5
474	-0.077220	136.938473	3.582487	0.003388	0.4
475	-0.473144	137.227372	3.575946	0.013134	0.5
476	-0.231042	137.516272	3.569428	0.008146	0.4
477	-0.063209	137.805172	3.562935	0.006365	0.4
478	-0.102001	138.094072	3.556465	0.010907	0.4
479	-0.237756	138.382971	3.550018	0.012474	0.4
480	-0.210378	138.671871	3.543595	0.006591	0.4
481	-0.519429	138.960771	3.537195	0.011668	0.4
482	-0.191755	139.249670	3.530818	0.016067	0.4
483	-0.215510	139.538570	3.524464	0.011737	0.4
484	-0.091760	139.827470	3.518133	0.008501	0.4
485	-0.148346	140.116370	3.511825	0.009903	0.5
486	-0.268933	140.405269	3.505539	0.018668	0.5
487	-0.176117	140.694169	3.499276	0.011162	0.4
488	-0.161776	140.983069	3.493035	0.009584	0.4
489	-0.201171	141.271969	3.486816	0.014115	0.4
490	-0.080221	141.560868	3.480619	0.004315	0.4
491	-0.122201	141.849768	3.474444	0.005749	0.4
492	-0.553640	142.138668	3.468292	0.013130	0.4
493	-0.157011	142.427568	3.462161	0.010256	0.4
494	-0.312594	142.716467	3.456051	0.012118	0.4
495	-0.114433	143.005367	3.449963	0.009619	0.4
496	-0.132656	143.294267	3.443897	0.007848	0.4
497	-0.070996	143.583166	3.437851	0.006901	0.4
498	-0.194155	143.872066	3.431827	0.013109	0.4
499	-0.071795	144.160966	3.425824	0.007187	0.4
500	-0.147865	144.449866	3.419842	0.016280	0.4
501	-0.307861	144.738765	3.413881	0.014885	0.4
502	-0.576321	145.027665	3.407941	0.018297	0.4
503	-0.390865	145.316565	3.402021	0.007832	0.6
504	-0.366547	145.605465	3.396122	0.022452	0.4
505	-0.293463	145.894364	3.390243	0.009637	0.4
506	-0.567849	146.183264	3.384385	0.014545	0.4
507	-0.504782	146.472164	3.378546	0.023952	0.5
508	-0.129676	146.761063	3.372728	0.010882	0.4
509	-0.104058	147.049963	3.366930	0.005108	0.4
510	-0.204786	147.338863	3.361152	0.010857	0.4
511	-0.293676	147.627763	3.355393	0.011647	0.5
512	-0.298448	147.916662	3.349655	0.018995	0.5
513	-0.391928	148.205562	3.343935	0.015907	0.4
514	-0.557872	148.494462	3.338236	0.021247	0.5
