1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
510	-0.152545	5.011330	0.394256	0.032131	2.1
511	-0.121025	5.021156	0.394107	0.011871	2.1
512	-0.214174	5.030982	0.393958	0.050761	2.8
513	-0.192389	5.040808	0.393809	0.021514	2.2
514	-0.229278	5.050634	0.393661	0.022825	2.3
515	-0.169164	5.060460	0.393512	0.029645	2.4
516	-0.113877	5.070286	0.393364	0.017778	2.2
517	-0.205657	5.080113	0.393216	0.025296	2.4
518	-0.228219	5.089939	0.393068	0.033930	2.2
519	-0.168472	5.099765	0.392920	0.015556	2.2
520	-0.140063	5.109591	0.392772	0.039208	2.2
521	-0.163794	5.119417	0.392624	0.025005	2.4
522	-0.273068	5.129243	0.392477	0.042560	2.7
523	-0.218793	5.139069	0.392329	0.052720	2.5
524	-0.228193	5.148896	0.392182	0.031233	2.5
525	-0.184110	5.158722	0.392034	0.013543	2.5
526	-0.153547	5.168548	0.391887	0.015511	2.4
527	-0.239262	5.178374	0.391740	0.042518	2.7
528	-0.127189	5.188200	0.391593	0.023925	2.2
529	-0.248818	5.198026	0.391446	0.023443	2.4
530	-0.261357	5.207852	0.391299	0.022539	2.5
531	-0.252308	5.217679	0.391153	0.019095	2.2
532	-0.201031	5.227505	0.391006	0.058206	3.0
533	-0.229900	5.237331	0.390860	0.027069	2.6
534	-0.161147	5.247157	0.390713	0.020634	2.5
535	-0.262373	5.256983	0.390567	0.055362	2.2
536	-0.201370	5.266809	0.390421	0.025881	2.3
537	-0.158924	5.276635	0.390275	0.022060	2.8
538	-0.288464	5.286461	0.390129	0.021557	2.4
539	-0.235256	5.296288	0.389983	0.045047	2.5
540	-0.202050	5.306114	0.389838	0.019334	2.2
541	-0.097975	5.315940	0.389692	0.048975	2.3
542	-0.237212	5.325766	0.389547	0.016380	2.6
543	-0.136378	5.335592	0.389401	0.015438	2.3
544	-0.236171	5.345418	0.389256	0.021203	2.6
545	-0.189496	5.355244	0.389111	0.017365	2.2
546	-0.091216	5.365071	0.388966	0.011452	2.4
547	-0.122585	5.374897	0.388821	0.019859	2.8
548	-0.127147	5.384723	0.388676	0.036808	2.3
549	-0.245907	5.394549	0.388532	0.056736	2.5
550	-0.128045	5.404375	0.388387	0.015322	2.2
551	-0.193244	5.414201	0.388242	0.017856	2.5
552	-0.085997	5.424027	0.388098	0.010950	2.5
553	-0.113990	5.433854	0.387954	0.011541	2.3
554	-0.159749	5.443680	0.387810	0.025925	2.6
555	-0.217244	5.453506	0.387666	0.036286	2.2
556	-0.129585	5.463332	0.387522	0.028020	2.3
557	-0.213884	5.473158	0.387378	0.036038	2.4
558	-0.185202	5.482984	0.387234	0.023208	2.2
559	-0.182270	5.492810	0.387090	0.021825	2.7
560	-0.153093	5.502636	0.386947	0.055438	2.3
561	-0.128677	5.512463	0.386804	0.014969	2.6
562	-0.254439	5.522289	0.386660	0.046919	2.5
563	-0.078997	5.532115	0.386517	0.021958	2.4
564	-0.160439	5.541941	0.386374	0.025459	2.3
565	-0.133603	5.551767	0.386231	0.021417	2.2
566	-0.212938	5.561593	0.386088	0.030212	2.9
567	-0.281513	5.571419	0.385945	0.030302	2.6
568	-0.233992	5.581246	0.385803	0.014213	3.0
569	-0.167704	5.591072	0.385660	0.021973	3.1
570	-0.246699	5.600898	0.385518	0.051200	4.0
571	-0.293543	5.610724	0.385375	0.040710	3.7
572	-0.181919	5.620550	0.385233	0.018882	3.5
573	-0.254980	5.630376	0.385091	0.038495	3.3
574	-0.230076	5.640202	0.384949	0.044805	3.4
575	-0.257870	5.650029	0.384807	0.051262	4.4
576	-0.157560	5.659855	0.384665	0.023717	3.1
577	-0.189047	5.669681	0.384523	0.031792	3.1
578	-0.194924	5.679507	0.384382	0.016361	3.5
579	-0.155106	5.689333	0.384240	0.038957	3.2
580	-0.241580	5.699159	0.384099	0.022945	3.9
581	-0.246477	5.708985	0.383957	0.043490	3.4
582	-0.231772	5.718811	0.383816	0.042067	3.4
583	-0.175821	5.728638	0.383675	0.039545	3.1
584	-0.189735	5.738464	0.383534	0.037517	3.0
585	-0.165416	5.748290	0.383393	0.018242	2.6
586	-0.214103	5.758116	0.383252	0.029925	4.0
587	-0.289929	5.767942	0.383112	0.032395	3.4
588	-0.140845	5.777768	0.382971	0.020263	3.2
589	-0.080211	5.787594	0.382831	0.016313	2.8
590	-0.113181	5.797421	0.382690	0.020779	2.7
591	-0.149082	5.807247	0.382550	0.069760	2.8
592	-0.139342	5.817073	0.382410	0.028869	3.1
593	-0.136393	5.826899	0.382270	0.017303	3.0
594	-0.106093	5.836725	0.382130	0.015950	3.2
595	-0.293291	5.846551	0.381990	0.034551	2.7
596	-0.241831	5.856377	0.381850	0.057721	2.8
597	-0.113913	5.866204	0.381711	0.039888	2.6
598	-0.131219	5.876030	0.381571	0.031667	3.0
599	-0.210983	5.885856	0.381432	0.018536	2.6
600	-0.176219	5.895682	0.381292	0.019834	3.2
601	-0.136452	5.905508	0.381153	0.020301	2.9
602	-0.306346	5.915334	0.381014	0.024063	3.3
603	-0.305317	5.925160	0.380875	0.056665	2.9
604	-0.210847	5.934986	0.380736	0.047742	2.8
605	-0.153490	5.944813	0.380597	0.007638	2.5
606	-0.203325	5.954639	0.380458	0.020994	3.0
607	-0.224139	5.964465	0.380320	0.011001	2.5
608	-0.127235	5.974291	0.380181	0.028552	2.6
609	-0.111530	5.984117	0.380043	0.022070	2.5
610	-0.129764	5.993943	0.379904	0.034186	2.9
611	-0.389755	6.003769	0.379766	0.047091	3.0
612	-0.139279	6.013596	0.379628	0.013912	2.9
613	-0.241788	6.023422	0.379490	0.018935	2.8
614	-0.084175	6.033248	0.379352	0.033341	3.5
615	-0.211277	6.043074	0.379214	0.032853	3.2
616	-0.282833	6.052900	0.379076	0.022314	2.6
617	-0.198849	6.062726	0.378939	0.027038	2.8
618	-0.090414	6.072552	0.378801	0.029225	3.4
619	-0.207405	6.082379	0.378664	0.039077	3.1
620	-0.221222	6.092205	0.378526	0.018259	2.8
621	-0.149462	6.102031	0.378389	0.024964	3.3
622	-0.141091	6.111857	0.378252	0.025557	2.8
623	-0.166093	6.121683	0.378115	0.036245	2.6
624	-0.183256	6.131509	0.377978	0.039509	2.6
625	-0.158234	6.141335	0.377841	0.036982	2.8
626	-0.238998	6.151161	0.377704	0.036184	2.8
627	-0.108095	6.160988	0.377568	0.016981	3.2
628	-0.220057	6.170814	0.377431	0.021016	2.5
629	-0.126339	6.180640	0.377295	0.020921	2.8
630	-0.189438	6.190466	0.377158	0.015441	2.6
631	-0.193179	6.200292	0.377022	0.024769	2.8
632	-0.270996	6.210118	0.376886	0.018378	2.8
633	-0.258173	6.219944	0.376750	0.018757	2.6
634	-0.204781	6.229771	0.376614	0.018089	2.3
635	-0.132871	6.239597	0.376478	0.014792	2.3
636	-0.160891	6.249423	0.376342	0.005236	2.8
637	-0.163990	6.259249	0.376207	0.012850	2.5
638	-0.081746	6.269075	0.376071	0.015572	2.4
639	-0.170846	6.278901	0.375936	0.022510	2.2
640	-0.145679	6.288727	0.375800	0.008481	2.3
641	-0.121246	6.298554	0.375665	0.010570	2.9
642	-0.178176	6.308380	0.375530	0.018097	2.5
643	-0.251927	6.318206	0.375395	0.050783	2.7
644	-0.211133	6.328032	0.375260	0.027879	2.4
645	-0.208729	6.337858	0.375125	0.021309	2.6
646	-0.223756	6.347684	0.374990	0.015266	2.2
647	-0.155827	6.357510	0.374856	0.046629	2.3
648	-0.163057	6.367337	0.374721	0.022066	2.7
649	-0.145876	6.377163	0.374586	0.021784	2.4
650	-0.189067	6.386989	0.374452	0.012798	2.5
651	-0.199737	6.396815	0.374318	0.019303	2.4
652	-0.199431	6.406641	0.374184	0.033157	2.3
653	-0.103545	6.416467	0.374049	0.021597	2.5
654	-0.204921	6.426293	0.373915	0.029730	2.3
655	-0.173509	6.436119	0.373782	0.008605	2.5
656	-0.145373	6.445946	0.373648	0.013114	2.3
657	-0.279742	6.455772	0.373514	0.014467	2.3
658	-0.232444	6.465598	0.373380	0.033723	2.6
659	-0.142260	6.475424	0.373247	0.023318	2.7
660	-0.122701	6.485250	0.373113	0.016225	2.5
661	-0.192117	6.495076	0.372980	0.042296	2.4
662	-0.311087	6.504902	0.372847	0.057611	2.3
663	-0.097340	6.514729	0.372714	0.019795	2.3
664	-0.293954	6.524555	0.372581	0.032729	2.5
665	-0.130546	6.534381	0.372448	0.021751	2.8
666	-0.273435	6.544207	0.372315	0.053422	2.2
667	-0.203785	6.554033	0.372182	0.029229	2.8
668	-0.240284	6.563859	0.372049	0.022276	2.7
669	-0.127048	6.573685	0.371917	0.032477	2.3
670	-0.145966	6.583512	0.371784	0.019767	2.5
671	-0.235952	6.593338	0.371652	0.031375	2.5
672	-0.158224	6.603164	0.371520	0.015164	2.6
673	-0.229755	6.612990	0.371387	0.027428	2.8
674	-0.310624	6.622816	0.371255	0.033004	2.5
675	-0.156947	6.632642	0.371123	0.029652	2.6
676	-0.176973	6.642468	0.370991	0.010837	2.7
677	-0.143238	6.652294	0.370859	0.029504	3.9
678	-0.178708	6.662121	0.370728	0.023509	3.6
679	-0.230874	6.671947	0.370596	0.055197	2.5
680	-0.177204	6.681773	0.370464	0.015736	3.0
681	-0.285299	6.691599	0.370333	0.051108	2.6
682	-0.279221	6.701425	0.370202	0.026800	2.8
683	-0.209469	6.711251	0.370070	0.006468	2.5
684	-0.253890	6.721077	0.369939	0.042143	2.6
685	-0.246249	6.730904	0.369808	0.024668	2.2
686	-0.149482	6.740730	0.369677	0.013253	2.3
687	-0.147381	6.750556	0.369546	0.015639	2.5
688	-0.157539	6.760382	0.369415	0.023248	2.3
689	-0.144325	6.770208	0.369285	0.021358	2.3
690	-0.149240	6.780034	0.369154	0.011557	3.0
691	-0.267245	6.789860	0.369024	0.017285	5.8
692	-0.158408	6.799687	0.368893	0.020728	5.8
693	-0.147168	6.809513	0.368763	0.027806	3.8
694	-0.289122	6.819339	0.368633	0.065208	3.0
695	-0.235556	6.829165	0.368502	0.025562	2.4
696	-0.274403	6.838991	0.368372	0.035618	2.4
697	-0.169756	6.848817	0.368242	0.025440	2.6
698	-0.194547	6.858643	0.368112	0.016527	2.5
699	-0.155114	6.868469	0.367983	0.021869	2.2
700	-0.257297	6.878296	0.367853	0.025192	2.6
701	-0.178526	6.888122	0.367723	0.008019	2.8
702	-0.231030	6.897948	0.367594	0.016471	2.3
703	-0.127511	6.907774	0.367464	0.011291	2.7
704	-0.181075	6.917600	0.367335	0.010303	2.3
705	-0.213415	6.927426	0.367206	0.031192	2.3
706	-0.130290	6.937252	0.367077	0.024033	2.2
707	-0.234096	6.947079	0.366948	0.027288	2.2
708	-0.140327	6.956905	0.366819	0.008427	2.6
709	-0.269301	6.966731	0.366690	0.025285	2.2
710	-0.213572	6.976557	0.366561	0.031110	2.3
711	-0.231345	6.986383	0.366432	0.027611	2.6
712	-0.264323	6.996209	0.366304	0.025229	2.4
713	-0.209637	7.006035	0.366175	0.015517	2.6
714	-0.213966	7.015862	0.366047	0.048313	2.2
715	-0.230933	7.025688	0.365918	0.043585	2.6
716	-0.298137	7.035514	0.365790	0.026997	3.4
717	-0.295137	7.045340	0.365662	0.029910	3.3
718	-0.239350	7.055166	0.365534	0.032534	2.7
719	-0.283320	7.064992	0.365406	0.041222	2.4
720	-0.238811	7.074818	0.365278	0.017896	2.2
721	-0.183090	7.084644	0.365150	0.025542	2.2
722	-0.302576	7.094471	0.365023	0.021907	2.6
723	-0.200582	7.104297	0.364895	0.049336	2.2
724	-0.318294	7.114123	0.364767	0.012455	2.5
725	-0.239401	7.123949	0.364640	0.023132	2.5
726	-0.213102	7.133775	0.364513	0.021934	2.2
727	-0.095889	7.143601	0.364385	0.011065	2.6
728	-0.206982	7.153427	0.364258	0.015854	2.2
729	-0.176991	7.163254	0.364131	0.020165	2.3
730	-0.305893	7.173080	0.364004	0.033748	2.2
731	-0.214208	7.182906	0.363877	0.017974	2.3
732	-0.150625	7.192732	0.363750	0.009731	2.6
733	-0.248709	7.202558	0.363624	0.070470	2.2
734	-0.120888	7.212384	0.363497	0.020379	2.3
735	-0.197992	7.222210	0.363370	0.025855	2.2
736	-0.236137	7.232037	0.363244	0.026391	2.2
737	-0.163249	7.241863	0.363117	0.019647	2.5
738	-0.259627	7.251689	0.362991	0.018137	2.4
739	-0.189299	7.261515	0.362865	0.028806	2.4
740	-0.245748	7.271341	0.362739	0.034763	3.0
741	-0.122956	7.281167	0.362613	0.018835	2.3
742	-0.230096	7.290993	0.362487	0.010733	2.6
743	-0.246709	7.300819	0.362361	0.043566	2.5
744	-0.130631	7.310646	0.362235	0.015374	2.5
745	-0.119119	7.320472	0.362110	0.020578	2.2
746	-0.235691	7.330298	0.361984	0.017954	2.2
747	-0.209221	7.340124	0.361858	0.011214	2.7
748	-0.232401	7.349950	0.361733	0.023580	2.2
749	-0.215536	7.359776	0.361608	0.020768	2.7
750	-0.157104	7.369602	0.361482	0.033135	2.7
751	-0.191576	7.379429	0.361357	0.034720	2.3
752	-0.252337	7.389255	0.361232	0.053312	2.9
753	-0.246623	7.399081	0.361107	0.036321	2.2
754	-0.165335	7.408907	0.360982	0.025495	2.4
755	-0.129881	7.418733	0.360858	0.014933	2.2
756	-0.137954	7.428559	0.360733	0.034105	2.3
757	-0.117858	7.438385	0.360608	0.005681	2.6
758	-0.136929	7.448212	0.360484	0.036373	2.3
759	-0.317221	7.458038	0.360359	0.020479	2.5
760	-0.141524	7.467864	0.360235	0.022726	2.2
761	-0.254430	7.477690	0.360110	0.023404	2.2
762	-0.201065	7.487516	0.359986	0.029687	2.5
763	-0.194507	7.497342	0.359862	0.017598	2.2
764	-0.200324	7.507168	0.359738	0.020301	2.3
765	-0.193317	7.516994	0.359614	0.019802	2.2
766	-0.173347	7.526821	0.359490	0.043193	2.2
767	-0.188428	7.536647	0.359366	0.036542	2.6
768	-0.203387	7.546473	0.359243	0.044358	2.4
769	-0.257945	7.556299	0.359119	0.012863	2.3
770	-0.117142	7.566125	0.358996	0.006663	2.5
771	-0.183645	7.575951	0.358872	0.024227	2.3
772	-0.263720	7.585777	0.358749	0.013142	2.9
773	-0.250885	7.595604	0.358626	0.022950	2.3
774	-0.154227	7.605430	0.358502	0.016833	2.6
775	-0.214441	7.615256	0.358379	0.012219	2.9
776	-0.213260	7.625082	0.358256	0.025297	2.7
777	-0.315843	7.634908	0.358133	0.023822	2.3
778	-0.125392	7.644734	0.358010	0.020065	2.2
779	-0.188120	7.654560	0.357888	0.030984	2.7
780	-0.250915	7.664387	0.357765	0.030974	2.2
781	-0.128321	7.674213	0.357642	0.026582	2.4
782	-0.179816	7.684039	0.357520	0.028657	2.6
783	-0.206642	7.693865	0.357397	0.013856	2.3
784	-0.145854	7.703691	0.357275	0.020065	2.6
785	-0.311011	7.713517	0.357153	0.031437	2.3
786	-0.224941	7.723343	0.357031	0.029261	2.4
787	-0.149941	7.733169	0.356909	0.044247	2.2
788	-0.180095	7.742996	0.356787	0.010179	2.2
789	-0.119572	7.752822	0.356665	0.018963	2.6
790	-0.208247	7.762648	0.356543	0.019670	2.2
791	-0.243677	7.772474	0.356421	0.030917	2.6
792	-0.213597	7.782300	0.356299	0.029888	2.5
793	-0.263169	7.792126	0.356178	0.038448	2.2
794	-0.256354	7.801952	0.356056	0.020467	2.5
795	-0.264163	7.811779	0.355935	0.054344	2.2
796	-0.251355	7.821605	0.355813	0.021370	2.3
797	-0.286145	7.831431	0.355692	0.033842	2.4
798	-0.251637	7.841257	0.355571	0.032464	2.2
799	-0.197300	7.851083	0.355450	0.025958	2.7
800	-0.122272	7.860909	0.355329	0.018397	2.2
801	-0.264748	7.870735	0.355208	0.012880	2.4
802	-0.131799	7.880562	0.355087	0.008224	2.2
803	-0.270544	7.890388	0.354966	0.022394	2.2
804	-0.163583	7.900214	0.354846	0.026982	2.3
805	-0.127556	7.910040	0.354725	0.028311	2.2
806	-0.219419	7.919866	0.354604	0.027475	2.3
807	-0.239093	7.929692	0.354484	0.029893	2.9
808	-0.148150	7.939518	0.354364	0.034793	2.2
809	-0.157829	7.949344	0.354243	0.031631	2.3
810	-0.144905	7.959171	0.354123	0.041475	2.2
811	-0.251702	7.968997	0.354003	0.043926	2.2
812	-0.204741	7.978823	0.353883	0.027829	2.7
813	-0.223227	7.988649	0.353763	0.033986	2.6
814	-0.129325	7.998475	0.353643	0.021523	2.9
815	-0.309809	8.008301	0.353523	0.033183	2.5
816	-0.261820	8.018127	0.353404	0.037059	2.5
817	-0.206106	8.027954	0.353284	0.016626	2.4
818	-0.240578	8.037780	0.353165	0.026479	2.7
819	-0.286913	8.047606	0.353045	0.039187	2.6
820	-0.281832	8.057432	0.352926	0.049042	2.8
821	-0.182896	8.067258	0.352806	0.032795	3.5
822	-0.208356	8.077084	0.352687	0.031303	2.3
823	-0.298535	8.086910	0.352568	0.028241	3.4
824	-0.228859	8.096737	0.352449	0.024042	2.6
825	-0.179622	8.106563	0.352330	0.018313	2.6
826	-0.144979	8.116389	0.352211	0.020049	2.2
827	-0.184324	8.126215	0.352092	0.021843	2.5
828	-0.238360	8.136041	0.351973	0.022224	2.2
829	-0.147559	8.145867	0.351855	0.029741	2.6
830	-0.196875	8.155693	0.351736	0.034722	3.5
831	-0.252061	8.165519	0.351618	0.033216	2.2
832	-0.133410	8.175346	0.351499	0.021816	3.1
833	-0.165081	8.185172	0.351381	0.015381	2.2
834	-0.151912	8.194998	0.351263	0.009670	2.5
835	-0.243358	8.204824	0.351145	0.026746	2.2
836	-0.177782	8.214650	0.351026	0.041756	2.4
837	-0.224931	8.224476	0.350908	0.026484	3.0
838	-0.190314	8.234302	0.350790	0.032252	2.3
839	-0.133294	8.244129	0.350673	0.037902	2.7
840	-0.237818	8.253955	0.350555	0.030642	2.2
841	-0.232902	8.263781	0.350437	0.057104	2.4
842	-0.232225	8.273607	0.350319	0.015527	2.2
843	-0.277032	8.283433	0.350202	0.029222	2.3
844	-0.270591	8.293259	0.350084	0.015052	2.6
845	-0.078121	8.303085	0.349967	0.023673	2.2
846	-0.103544	8.312912	0.349850	0.026678	2.3
847	-0.242431	8.322738	0.349732	0.023665	2.7
848	-0.183531	8.332564	0.349615	0.027607	2.2
849	-0.233271	8.342390	0.349498	0.049031	2.7
850	-0.197247	8.352216	0.349381	0.011243	2.2
851	-0.137127	8.362042	0.349264	0.019936	2.3
852	-0.126172	8.371868	0.349147	0.014505	3.2
853	-0.230380	8.381695	0.349031	0.021245	2.3
854	-0.196700	8.391521	0.348914	0.031197	2.5
855	-0.126427	8.401347	0.348797	0.032819	2.3
856	-0.252352	8.411173	0.348681	0.023564	2.6
857	-0.172043	8.420999	0.348564	0.013095	2.3
858	-0.220237	8.430825	0.348448	0.017036	2.3
859	-0.247950	8.440651	0.348332	0.024685	2.3
860	-0.226152	8.450477	0.348216	0.060834	2.4
861	-0.247920	8.460304	0.348099	0.030254	2.5
862	-0.110636	8.470130	0.347983	0.022835	2.6
863	-0.218391	8.479956	0.347867	0.016756	2.3
864	-0.195720	8.489782	0.347751	0.064025	2.4
865	-0.241683	8.499608	0.347636	0.020998	2.5
866	-0.118134	8.509434	0.347520	0.034069	2.5
867	-0.108818	8.519260	0.347404	0.036552	2.2
868	-0.149281	8.529087	0.347289	0.028516	2.5
869	-0.258532	8.538913	0.347173	0.043326	2.7
870	-0.210153	8.548739	0.347058	0.038118	2.3
871	-0.174898	8.558565	0.346942	0.023103	3.0
872	-0.198506	8.568391	0.346827	0.013342	2.4
873	-0.188176	8.578217	0.346712	0.021297	2.5
874	-0.243843	8.588043	0.346597	0.023875	2.5
875	-0.273073	8.597870	0.346481	0.024825	2.2
876	-0.121360	8.607696	0.346367	0.013647	2.5
877	-0.217298	8.617522	0.346252	0.010183	2.2
878	-0.180369	8.627348	0.346137	0.018358	2.5
879	-0.306401	8.637174	0.346022	0.026529	2.5
880	-0.252314	8.647000	0.345907	0.043345	2.4
881	-0.222889	8.656826	0.345793	0.016005	2.8
882	-0.239776	8.666652	0.345678	0.014434	2.3
883	-0.293109	8.676479	0.345564	0.012409	2.6
884	-0.176267	8.686305	0.345449	0.034799	2.1
885	-0.276149	8.696131	0.345335	0.016387	2.4
886	-0.261748	8.705957	0.345221	0.020383	2.5
887	-0.151682	8.715783	0.345107	0.036995	2.2
888	-0.140249	8.725609	0.344993	0.023013	2.5
889	-0.308606	8.735435	0.344879	0.019186	2.5
890	-0.242738	8.745262	0.344765	0.023743	2.9
891	-0.238110	8.755088	0.344651	0.031382	2.2
892	-0.202263	8.764914	0.344537	0.011285	2.3
893	-0.219393	8.774740	0.344423	0.054879	3.1
894	-0.183598	8.784566	0.344310	0.042519	2.2
895	-0.216800	8.794392	0.344196	0.030311	2.5
896	-0.108717	8.804218	0.344083	0.010662	2.2
897	-0.165921	8.814045	0.343969	0.020438	2.3
898	-0.231492	8.823871	0.343856	0.051352	2.6
899	-0.114071	8.833697	0.343743	0.008529	2.2
900	-0.184218	8.843523	0.343629	0.024043	2.3
901	-0.214251	8.853349	0.343516	0.039326	2.2
902	-0.173016	8.863175	0.343403	0.039465	2.3
903	-0.178991	8.873001	0.343290	0.032783	2.6
904	-0.234941	8.882827	0.343177	0.032566	2.4
905	-0.285530	8.892654	0.343065	0.036089	2.4
906	-0.165363	8.902480	0.342952	0.039179	2.2
907	-0.239759	8.912306	0.342839	0.036834	2.2
908	-0.230198	8.922132	0.342727	0.016559	2.4
909	-0.126118	8.931958	0.342614	0.017421	2.3
910	-0.175717	8.941784	0.342502	0.008639	2.4
911	-0.163278	8.951610	0.342389	0.016972	2.4
912	-0.138193	8.961437	0.342277	0.010815	2.4
913	-0.148965	8.971263	0.342165	0.013020	3.0
914	-0.231806	8.981089	0.342053	0.026051	2.3
915	-0.191621	8.990915	0.341941	0.028946	2.4
916	-0.156717	9.000741	0.341829	0.014857	2.2
917	-0.264903	9.010567	0.341717	0.025761	2.4
918	-0.176030	9.020393	0.341605	0.044484	2.9
919	-0.185111	9.030220	0.341493	0.036850	2.3
920	-0.172287	9.040046	0.341381	0.017674	2.6
921	-0.087018	9.049872	0.341270	0.015740	2.2
922	-0.189265	9.059698	0.341158	0.029640	2.6
923	-0.191186	9.069524	0.341047	0.018956	2.5
924	-0.248564	9.079350	0.340935	0.050214	2.4
925	-0.206336	9.089176	0.340824	0.030469	2.7
926	-0.144919	9.099002	0.340713	0.046660	2.2
927	-0.140531	9.108829	0.340602	0.015134	2.8
928	-0.192637	9.118655	0.340490	0.023637	2.6
929	-0.162941	9.128481	0.340379	0.020453	2.6
930	-0.174143	9.138307	0.340268	0.042710	2.2
931	-0.203263	9.148133	0.340158	0.027727	2.3
932	-0.258772	9.157959	0.340047	0.039224	2.8
933	-0.168245	9.167785	0.339936	0.012599	2.2
934	-0.212716	9.177612	0.339825	0.017432	2.3
935	-0.249956	9.187438	0.339715	0.045924	2.6
936	-0.223267	9.197264	0.339604	0.031963	2.2
937	-0.187205	9.207090	0.339494	0.012474	2.9
938	-0.244346	9.216916	0.339383	0.034712	2.5
939	-0.245041	9.226742	0.339273	0.036313	2.3
940	-0.144116	9.236568	0.339163	0.020339	2.2
941	-0.182229	9.246395	0.339052	0.039821	2.3
942	-0.221191	9.256221	0.338942	0.022287	2.8
943	-0.153908	9.266047	0.338832	0.033063	2.2
944	-0.297132	9.275873	0.338722	0.009963	2.5
945	-0.222146	9.285699	0.338612	0.033923	2.2
946	-0.109969	9.295525	0.338503	0.034055	2.2
947	-0.258855	9.305351	0.338393	0.029972	2.6
948	-0.202013	9.315177	0.338283	0.030405	2.2
949	-0.134155	9.325004	0.338174	0.023152	2.4
950	-0.216533	9.334830	0.338064	0.025778	2.2
951	-0.099318	9.344656	0.337955	0.020339	2.3
952	-0.192090	9.354482	0.337845	0.040891	2.8
953	-0.157506	9.364308	0.337736	0.017282	2.8
954	-0.238682	9.374134	0.337627	0.030050	2.4
955	-0.180015	9.383960	0.337517	0.024689	2.2
956	-0.167134	9.393787	0.337408	0.024232	2.2
957	-0.207893	9.403613	0.337299	0.024744	2.3
958	-0.286520	9.413439	0.337190	0.014116	2.3
959	-0.287211	9.423265	0.337081	0.052068	3.0
960	-0.181098	9.433091	0.336972	0.025843	2.6
961	-0.269996	9.442917	0.336864	0.015415	2.6
962	-0.244605	9.452743	0.336755	0.034936	2.2
963	-0.168370	9.462570	0.336646	0.023564	2.3
964	-0.127747	9.472396	0.336538	0.021963	3.0
965	-0.288414	9.482222	0.336429	0.031814	2.3
966	-0.227626	9.492048	0.336321	0.026416	2.6
967	-0.183459	9.501874	0.336213	0.032976	2.7
968	-0.285644	9.511700	0.336104	0.023888	2.3
969	-0.230103	9.521526	0.335996	0.052444	2.6
970	-0.252254	9.531352	0.335888	0.014496	2.4
971	-0.108486	9.541179	0.335780	0.023753	2.6
972	-0.234817	9.551005	0.335672	0.025892	2.2
973	-0.269403	9.560831	0.335564	0.030121	2.4
974	-0.194756	9.570657	0.335456	0.017225	2.8
975	-0.212977	9.580483	0.335348	0.038479	2.2
976	-0.225346	9.590309	0.335241	0.023712	2.4
977	-0.315096	9.600135	0.335133	0.047360	2.1
978	-0.180590	9.609962	0.335025	0.019852	2.4
979	-0.104800	9.619788	0.334918	0.012127	2.2
980	-0.270546	9.629614	0.334810	0.027933	2.4
981	-0.249312	9.639440	0.334703	0.035750	2.7
982	-0.275510	9.649266	0.334596	0.067207	2.2
983	-0.225200	9.659092	0.334489	0.040579	2.4
984	-0.176137	9.668918	0.334381	0.010750	2.6
985	-0.207586	9.678745	0.334274	0.028765	2.5
986	-0.233973	9.688571	0.334167	0.038194	2.4
987	-0.315077	9.698397	0.334060	0.009419	2.3
988	-0.217947	9.708223	0.333953	0.025250	2.6
989	-0.155638	9.718049	0.333847	0.018173	2.2
990	-0.273983	9.727875	0.333740	0.024516	2.3
991	-0.152453	9.737701	0.333633	0.022138	2.8
992	-0.180520	9.747527	0.333526	0.016633	2.3
993	-0.260410	9.757354	0.333420	0.026534	2.6
994	-0.194766	9.767180	0.333313	0.018596	2.3
995	-0.155876	9.777006	0.333207	0.021215	2.7
996	-0.206041	9.786832	0.333101	0.035251	2.8
997	-0.303175	9.796658	0.332994	0.029416	2.6
998	-0.102934	9.806484	0.332888	0.023914	3.3
999	-0.206799	9.816310	0.332782	0.040529	2.9
1000	-0.229077	9.826137	0.332676	0.030940	3.2
1001	-0.127074	9.835963	0.332570	0.028256	2.3
1002	-0.272958	9.845789	0.332464	0.019044	2.6
1003	-0.236857	9.855615	0.332358	0.031642	2.2
1004	-0.177373	9.865441	0.332252	0.022107	2.5
1005	-0.204913	9.875267	0.332147	0.020014	2.3
1006	-0.134153	9.885093	0.332041	0.026911	2.4
1007	-0.188207	9.894920	0.331935	0.021895	3.2
1008	-0.217411	9.904746	0.331830	0.030750	2.2
1009	-0.202291	9.914572	0.331724	0.024567	2.5
1010	-0.259015	9.924398	0.331619	0.063440	2.1
1011	-0.152551	9.934224	0.331514	0.023906	2.7
1012	-0.251969	9.944050	0.331408	0.041859	3.4
1013	-0.263657	9.953876	0.331303	0.043014	2.4
1014	-0.254598	9.963702	0.331198	0.032464	2.7
1015	-0.289880	9.973529	0.331093	0.022333	2.2
1016	-0.168044	9.983355	0.330988	0.019556	2.7
1017	-0.128407	9.993181	0.330883	0.025553	2.3
1018	-0.174958	10.003007	0.330778	0.032665	2.5
1019	-0.118148	10.012833	0.330673	0.031696	2.3
1020	-0.173811	10.022659	0.330569	0.012355	2.3
1021	-0.071962	10.032485	0.330464	0.009186	3.0
1022	-0.228484	10.042312	0.330359	0.016147	2.6
1023	-0.257958	10.052138	0.330255	0.024590	2.3
1024	-0.200920	10.061964	0.330150	0.034431	2.4
