parameter_file,target,atlas,similarity,dice,hd,hd95,recall,fpr,fnr
"['Par0001affine.txt', 'Par0001bspline16.txt']",p127,p108,middle,0.2578292560485566,29.490676879882812,21.87216262817383,0.193758919219124,0.017555596191119235,0.8062410783823056
"['Par0001affine.txt', 'Par0001bspline16.txt']",p127,p107,most,0.45649389311235244,39.18739318847656,24.88365850448608,0.3794839052380814,0.012036556311480023,0.620516091602291
"['Par0001affine.txt', 'Par0001bspline16.txt']",p125,p120,least,0.0,1.8446742974197924e+19,1.8446742974197924e+19,0.0,0.031417884885045794,0.0
"['Par0001affine.txt', 'Par0001bspline16.txt']",p125,p102,middle,0.7459514285523324,19.629592895507812,9.197034072875976,0.7912142456128077,0.009516461620104255,0.2087857497882859
"['Par0001affine.txt', 'Par0001bspline16.txt']",p125,p107,most,0.8482749381275525,12.404985427856445,4.026470184326172,0.8041797399542127,0.003337795121213694,0.19582025637096503
"['Par0001affine.txt', 'Par0001bspline16.txt']",p120,p128,least,0.892754393068193,20.60933494567871,4.117484092712402,0.8476734320097996,0.002585270131416057,0.15232656530285915
"['Par0001affine.txt', 'Par0001bspline16.txt']",p120,p107,middle,0.0,86.36552429199219,81.02001113891602,0.0,0.043442148854497986,0.9999999833942215
"['Par0001affine.txt', 'Par0001bspline16.txt']",p120,p117,most,2.092658741671052e-06,91.72161102294922,77.61237716674805,1.6098186030480006e-06,0.04685526442294501,0.9999983885715783
"['Par0001affine.txt', 'Par0001bspline16.txt']",p119,p109,least,0.18096874763901566,53.49401092529297,40.82188701629635,0.14410950806081477,0.03510951777676499,0.8558904901642189
"['Par0001affine.txt', 'Par0001bspline16.txt']",p119,p125,middle,0.00040668956957893546,39.8835563659668,28.580206108093275,0.000965901422279736,0.04351029775515901,0.9990340873463084
"['Par0001affine.txt', 'Par0001bspline16.txt']",p119,p107,most,0.0058329612580162145,70.72267150878906,58.34111003875729,0.01469041296757937,0.043327393126411234,0.9853095749415457
"['Par0001affine.txt', 'Par0001bspline16.txt']",p117,p128,least,0.6047355063608221,42.75638198852539,19.712636947631836,0.4807792792966199,0.0048390868714738786,0.5192207176650117
"['Par0001affine.txt', 'Par0001bspline16.txt']",p117,p109,middle,0.6076493602211986,41.22901916503906,22.750215530395508,0.4784139651474657,0.004380874013346062,0.5215860318935167
"['Par0001affine.txt', 'Par0001bspline16.txt']",p117,p116,most,0.2909707288195819,54.8971061706543,44.654956054687496,0.18163394011687312,0.0074845454020223265,0.8183660586036722
"['Par0001affine.txt', 'Par0001bspline16.txt']",p116,p120,least,0.9065246783053861,10.669031143188477,3.547262191772461,0.8950048184519432,0.005968765339749258,0.1049951797012732
"['Par0001affine.txt', 'Par0001bspline16.txt']",p116,p127,middle,0.0,66.2315673828125,59.53645324707031,0.0,0.07597191635085286,0.9999999987724744
"['Par0001affine.txt', 'Par0001bspline16.txt']",p116,p102,most,0.0,1.8446742974197924e+19,1.8446742974197924e+19,0.0,0.0679972858723311,0.0
"['Par0001affine.txt', 'Par0001bspline16.txt']",p115,p116,least,0.0,1.8446742974197924e+19,1.8446742974197924e+19,0.0,0.021754699002389324,0.0
"['Par0001affine.txt', 'Par0001bspline16.txt']",p115,p128,middle,0.1873319977770201,77.62598419189453,41.06678771972656,0.19024122021226736,0.01812311672510222,0.8097587736808625
"['Par0001affine.txt', 'Par0001bspline16.txt']",p115,p107,most,0.0,1.8446742974197924e+19,1.8446742974197924e+19,0.0,0.021754699002389324,0.0
"['Par0001affine.txt', 'Par0001bspline16.txt']",p109,p119,least,0.17531224283178906,87.36705017089844,57.664484786987295,0.19714088798124207,0.036645284267880315,0.8028591081912998
"['Par0001affine.txt', 'Par0001bspline16.txt']",p109,p127,middle,0.5718341390839966,30.110443115234375,17.5735445022583,0.7429790449498673,0.023113347928243662,0.2570209501515098
"['Par0001affine.txt', 'Par0001bspline16.txt']",p109,p117,most,0.5757901100889807,44.187522888183594,24.360063552856445,0.8035268310427006,0.02374129054886873,0.19647316346891566
"['Par0001affine.txt', 'Par0001bspline16.txt']",p108,p120,least,0.0,1.8446742974197924e+19,1.8446742974197924e+19,0.0,0.07324255516909994,0.0
"['Par0001affine.txt', 'Par0001bspline16.txt']",p108,p115,middle,0.0,47.3763313293457,39.06248092651367,0.0,0.07623347913503223,0.9999999967158092
"['Par0001affine.txt', 'Par0001bspline16.txt']",p108,p117,most,0.4223109551761799,31.43150520324707,24.26316261291504,0.725245634523563,0.05301973157709467,0.27475436119330476
"['Par0001affine.txt', 'Par0001bspline16.txt']",p107,p120,least,0.0,1.8446742974197924e+19,1.8446742974197924e+19,0.0,0.02533778951542234,0.0
"['Par0001affine.txt', 'Par0001bspline16.txt']",p107,p128,middle,0.7765052412398286,15.746443748474121,5.91503381729126,0.6985555283303033,0.0032961376767171404,0.30144446760535004
"['Par0001affine.txt', 'Par0001bspline16.txt']",p107,p115,most,0.004364899028949909,49.967140197753906,38.23273277282715,0.0028311612101722863,0.027435116426808168,0.9971688372782627
"['Par0001affine.txt', 'Par0001bspline16.txt']",p102,p128,least,0.616536535037695,27.502456665039062,14.54313850402832,0.5293655641662699,0.0075999449255563685,0.47063443251989323
"['Par0001affine.txt', 'Par0001bspline16.txt']",p102,p127,middle,0.0,1.8446742974197924e+19,1.8446742974197924e+19,0.0,0.0278876233101005,0.0
"['Par0001affine.txt', 'Par0001bspline16.txt']",p102,p116,most,0.0,1.8446742974197924e+19,1.8446742974197924e+19,0.0,0.0278876233101005,0.0
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p128,p120,least,0.9084190371258098,16.741146087646484,3.4179649353027344,0.9035667758751865,0.005306909613104737,0.09643322191395512
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p128,p108,middle,0.8683547485209014,18.348634719848633,5.65635347366333,0.8252950183286931,0.0051649524947764095,0.17470497965820564
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p128,p107,most,0.8384808591354361,25.306640625,6.425938129425049,0.8315020550624493,0.009458321161413246,0.16849794274001895
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p127,p120,least,0.7004987364454914,16.293054580688477,8.15222454071045,0.6262833883533387,0.005745312152743471,0.3737166078885626
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p127,p108,middle,0.6191833922584681,20.795490264892578,12.012055397033691,0.4921398532506506,0.004682763279384246,0.5078601439376358
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p127,p107,most,0.7763778813582465,17.392122268676758,5.1949615478515625,0.7578095169093846,0.005676695946309604,0.2421904785501967
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p125,p120,least,0.7823249351871934,22.716516494750977,7.482941627502441,0.7044931136288454,0.003940723387216879,0.29550688308599277
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p125,p102,middle,0.7331830230201006,18.688203811645508,9.036157512664792,0.7888707232332871,0.010179327086926397,0.2111292720425118
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p125,p107,most,0.8495426144244907,13.860973358154297,4.02969217300415,0.8062661347659181,0.003329636110932463,0.1937338615507186
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p120,p128,least,0.9011230647621098,15.234299659729004,2.9296875,0.8626336500183617,0.0025691277091939007,0.13736634724776206
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p120,p107,middle,0.725496097115867,15.230770111083984,7.720397210121154,0.643067184155722,0.0076619887590419385,0.3569328135343024
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p120,p117,most,0.6290072911581465,23.084102630615234,11.474030494689941,0.7406259842181803,0.020184876425183195,0.25937401173169544
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p119,p109,least,0.6896074834369301,53.512474060058594,23.941438674926758,0.5634333732824518,0.005141607068045207,0.4365666248185159
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p119,p125,middle,0.7512181600084417,17.150943756103516,8.880508422851562,0.8236004314305703,0.013812275812174186,0.17639956499728673
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p119,p107,most,0.7802151980865348,26.6447696685791,8.12661361694336,0.7730009207630006,0.009558376845366623,0.22699907629739646
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p117,p128,least,0.5546909966078034,43.9017448425293,27.294591903686523,0.4105188189742313,0.0038292869351405127,0.5894811785531957
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p117,p109,middle,0.7192680833158539,39.68918991088867,20.415433883666992,0.6144782719539421,0.003446043901070485,0.38552172439711546
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p117,p116,most,0.41148996430138834,44.19801712036133,34.69887924194336,0.2781897625184672,0.005655003322669199,0.7218102356683948
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p116,p120,least,0.9061829238826028,8.862476348876953,3.424738883972168,0.8785406571830232,0.004719338019603389,0.12145934103763949
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p116,p127,middle,0.6621216900175597,20.220706939697266,12.089269638061523,0.8225672569297002,0.03177877898873346,0.1774327402569883
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p116,p102,most,0.8755343600847162,19.744585037231445,3.936647415161133,0.9105060337715073,0.011382086094050536,0.089493964182168
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p115,p116,least,0.6548161767686964,47.32667922973633,19.849339008331285,0.5736880301279643,0.005316830414695943,0.42631196541676003
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p115,p128,middle,0.1499818914935544,52.00484085083008,41.03805160522461,0.08969485806730557,0.013275992730063366,0.9103051407713554
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p115,p107,most,0.765752369755969,12.506053924560547,5.125657081604004,0.8100212715245262,0.006077749566850416,0.18997872186774822
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p109,p119,least,0.6921571628978072,29.210420608520508,13.576571464538574,0.781628785594786,0.016484347805690497,0.21837121054863262
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p109,p127,middle,0.6360299124359201,48.46451950073242,26.366349220275882,0.76830490270661,0.019821053969473305,0.2316950929544494
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p109,p117,most,0.60650126011543,52.388275146484375,29.275136470794678,0.7531516916491938,0.0213062382007294,0.2468483038045458
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p108,p120,least,0.8948029465163615,7.592372894287109,3.4179677963256836,0.8843314402271769,0.00748058845557224,0.11566855805476056
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p108,p115,middle,0.5205085761375192,25.4746150970459,17.93523178100586,0.7211767322586998,0.045290944466329044,0.2788232646256083
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p108,p117,most,0.5200067280521045,28.695960998535156,19.70762243270873,0.763459904674527,0.04610864830652455,0.23654009191897965
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p107,p120,least,0.7598443780733649,20.383747100830078,8.375045776367188,0.6839712647417893,0.0038032340657834633,0.3160287311884552
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p107,p128,middle,0.7685256964790177,20.056079864501953,8.28637466430664,0.6870306975605204,0.0033521387170421433,0.31296929843265203
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p107,p115,most,0.7717252836726713,15.727163314819336,6.814079284667969,0.7032344657114766,0.0037908393671647637,0.29676553010584056
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p102,p128,least,0.7747190400609236,15.283571243286133,6.0544657707214355,0.6734226603152708,0.0025537556112316833,0.32657733627261015
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p102,p127,middle,0.7499882287259653,23.10342788696289,8.740578651428223,0.6732620846382242,0.004437699547665551,0.3267379116867644
"['Par0001translation_CC.txt', 'Par0001bspline16_CC.txt']",p102,p116,most,0.76055255114705,20.11885643005371,6.99111795425415,0.6337606081031851,0.001432988811575017,0.36623938881697304
"['Par0001translation.txt', 'Par0001bspline16.txt']",p128,p120,least,0.9055586778705901,19.19098472595215,3.3036540269851686,0.8952600570975504,0.005141036520989446,0.10473994071854757
"['Par0001translation.txt', 'Par0001bspline16.txt']",p128,p108,middle,0.8624089468038063,20.227497100830078,5.549980306625367,0.8288670187462167,0.006225403477283077,0.17113297919288376
"['Par0001translation.txt', 'Par0001bspline16.txt']",p128,p107,most,0.8449246143816312,19.537229537963867,5.730771064758301,0.8603243113140819,0.010375275183786496,0.1396756863697253
"['Par0001translation.txt', 'Par0001bspline16.txt']",p127,p120,least,0.6339647896143992,13.846831321716309,9.019259452819824,0.5568276100766086,0.007400306583522858,0.44317238631528905
"['Par0001translation.txt', 'Par0001bspline16.txt']",p127,p108,middle,0.26940592821758597,28.667734146118164,21.597429275512695,0.20195359042689606,0.01701151542007711,0.798046407192418
"['Par0001translation.txt', 'Par0001bspline16.txt']",p127,p107,most,0.7927196866465394,15.957011222839355,4.480344295501709,0.7898060191146254,0.005676167697929255,0.21019397615191576
"['Par0001translation.txt', 'Par0001bspline16.txt']",p125,p120,least,0.718988885364379,21.19632339477539,10.028317451477045,0.583071043398567,0.002066947886739921,0.4169289540508161
"['Par0001translation.txt', 'Par0001bspline16.txt']",p125,p102,middle,0.7637937529746405,18.445838928222656,8.070300865173323,0.8010145028467641,0.008736760518297897,0.19898549265232005
"['Par0001translation.txt', 'Par0001bspline16.txt']",p125,p107,most,0.8549676435171896,12.48682975769043,3.6927209377288817,0.8159767098542443,0.0033235481160634535,0.1840232864186264
"['Par0001translation.txt', 'Par0001bspline16.txt']",p120,p128,least,0.8902028649417795,22.145465850830078,4.499955463409407,0.8280787015738716,0.0017060272392328442,0.1719212958541119
"['Par0001translation.txt', 'Par0001bspline16.txt']",p120,p107,middle,0.8072158171547366,16.067169189453125,5.281566572189331,0.7720876772606539,0.006981025824834954,0.22791232001028225
"['Par0001translation.txt', 'Par0001bspline16.txt']",p120,p117,most,0.7075524850361649,23.022048950195312,7.554768323898194,0.8252007551336766,0.016960258857772092,0.17479924088302143
"['Par0001translation.txt', 'Par0001bspline16.txt']",p119,p109,least,0.7059251616398524,34.50712203979492,18.890504646301267,0.613649382931635,0.007726692916088537,0.38635061485636224
"['Par0001translation.txt', 'Par0001bspline16.txt']",p119,p125,middle,0.7643815477659592,18.46551513671875,8.315130233764648,0.8563026614442827,0.013803465200242684,0.14369733484039987
"['Par0001translation.txt', 'Par0001bspline16.txt']",p119,p107,most,0.7955268919877412,25.896953582763672,7.8277435302734375,0.827356766809347,0.010482375538500323,0.17264322995599826
"['Par0001translation.txt', 'Par0001bspline16.txt']",p117,p128,least,0.5522232936793326,44.96152114868164,25.18316535949707,0.41033362267496315,0.004112529589576702,0.5896663748218578
"['Par0001translation.txt', 'Par0001bspline16.txt']",p117,p109,middle,0.6057216015681623,40.74449157714844,22.215914535522455,0.47909687328350203,0.004619526580707542,0.5209031237200638
"['Par0001translation.txt', 'Par0001bspline16.txt']",p117,p116,most,0.5260078803522654,36.82872772216797,21.001754760742188,0.38834653535268493,0.0048894295894547175,0.611653462193231
"['Par0001translation.txt', 'Par0001bspline16.txt']",p116,p120,least,0.9083994230077771,11.214649200439453,3.554741144180298,0.8918310953793395,0.005443493239900425,0.10816890279484004
"['Par0001translation.txt', 'Par0001bspline16.txt']",p116,p127,middle,0.024592482453324085,33.74794006347656,30.237403869628906,0.04583514210633287,0.06856390458090432,0.9541648527250675
"['Par0001translation.txt', 'Par0001bspline16.txt']",p116,p102,most,0.8820259531363673,19.744585037231445,3.850750207901001,0.9094880060599897,0.010448626004241863,0.09051199192706706
"['Par0001translation.txt', 'Par0001bspline16.txt']",p115,p116,least,0.6775718521412403,36.63677215576172,11.818065500259392,0.5432011387961463,0.0022507448454627006,0.456798857630115
"['Par0001translation.txt', 'Par0001bspline16.txt']",p115,p128,middle,0.20446686810437012,47.61205291748047,36.20513515472412,0.12721412622823267,0.01144790964736349,0.8727858723245076
"['Par0001translation.txt', 'Par0001bspline16.txt']",p115,p107,most,0.7260299200453753,13.15209674835205,5.75379958152771,0.7542093726195197,0.006663533319551931,0.2457906209978004
"['Par0001translation.txt', 'Par0001bspline16.txt']",p109,p119,least,0.7299365108221435,26.016923904418945,11.562459945678711,0.7921282801792968,0.014096486842611151,0.20787171623417278
"['Par0001translation.txt', 'Par0001bspline16.txt']",p109,p127,middle,0.5838560400395306,33.63983917236328,16.955504798889134,0.7487460523599753,0.02253442501617582,0.2512539428448277
"['Par0001translation.txt', 'Par0001bspline16.txt']",p109,p117,most,0.5959846909411699,39.48749542236328,20.95053176879883,0.8162163558954632,0.022866014684470123,0.18378363877546688
"['Par0001translation.txt', 'Par0001bspline16.txt']",p108,p120,least,0.8945952339931169,7.975249767303467,3.424738883972168,0.8825721700470749,0.007369890265749129,0.11742782824097445
"['Par0001translation.txt', 'Par0001bspline16.txt']",p108,p115,middle,0.0012573417681116272,48.945587158203125,34.451808547973634,0.0036383236454123127,0.0743239936454731,0.9963616679325422
"['Par0001translation.txt', 'Par0001bspline16.txt']",p108,p117,most,0.6701094392154395,27.95872688293457,10.596880912780762,0.9014301023840137,0.035733098578294875,0.09856989464217666
"['Par0001translation.txt', 'Par0001bspline16.txt']",p107,p120,least,0.7979815910379497,15.267815589904785,5.02378511428833,0.7227793429951825,0.0028599807779099862,0.2772206528779748
"['Par0001translation.txt', 'Par0001bspline16.txt']",p107,p128,middle,0.7453645665326872,23.5314998626709,10.262937545776367,0.6447841302007035,0.003067849899064114,0.3552158660864069
"['Par0001translation.txt', 'Par0001bspline16.txt']",p107,p115,most,0.7766904599005846,14.016263961791992,5.779667377471924,0.7147253130006868,0.0039078401253224634,0.2852746827254072
"['Par0001translation.txt', 'Par0001bspline16.txt']",p102,p128,least,0.6268622419395512,28.290739059448242,13.819257736206055,0.5416366688589975,0.007426005232915163,0.4583633277769667
"['Par0001translation.txt', 'Par0001bspline16.txt']",p102,p127,middle,0.76286608855917,21.028364181518555,6.991117477416992,0.6858539869836423,0.004064108205487193,0.3141460093288518
"['Par0001translation.txt', 'Par0001bspline16.txt']",p102,p116,most,0.7253139951762071,22.514705657958984,8.014886856079102,0.5803463446701658,0.0009703616078719742,0.4196536525564015
"['Par0001translation_CC.txt', 'Par0001affine_CC.txt']",p128,p120,least,0.8214830426181773,19.995576858520508,5.668031525611878,0.8714438234196328,0.013558239506635986,0.1285561740738126
"['Par0001translation_CC.txt', 'Par0001affine_CC.txt']",p128,p108,middle,0.7722280793533254,19.88675308227539,9.483149528503418,0.7067639857048877,0.009228531640460355,0.29323601243927033
"['Par0001translation_CC.txt', 'Par0001affine_CC.txt']",p128,p107,most,0.7468247028136362,20.124900817871094,8.30078125,0.8422783458089002,0.019894477922071826,0.1577216513851141
"['Par0001translation_CC.txt', 'Par0001affine_CC.txt']",p127,p120,least,0.6330288683439986,14.735644340515137,10.054325103759766,0.5368538442695827,0.006432603977820874,0.46314615241084917
"['Par0001translation_CC.txt', 'Par0001affine_CC.txt']",p127,p108,middle,0.44813934403895983,20.292085647583008,14.132990837097168,0.3669767727753124,0.01198088773557402,0.6330232241834269
"['Par0001translation_CC.txt', 'Par0001affine_CC.txt']",p127,p107,most,0.6165501709707139,23.52357292175293,12.890981674194336,0.6560771661964043,0.011585444898828618,0.3439228284236651
"['Par0001translation_CC.txt', 'Par0001affine_CC.txt']",p125,p120,least,0.21195444077959125,51.90349197387695,36.04074935913084,0.2350153542482567,0.026025299696596532,0.7649846407581102
"['Par0001translation_CC.txt', 'Par0001affine_CC.txt']",p125,p102,middle,0.5353956806473069,27.424020767211914,14.850479125976562,0.6968630989140652,0.018116248212680406,0.30313689451101045
