parameter_file,fusion_method,target,atlas,dice,hd,hd95,recall,fpr,fnr,NrOfAtlases
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.7075254373389112,23.022048950195312,7.535906791687012,0.8250847262763807,0.016959295212464334,0.17491526974103114,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.48235177185863415,32.5604362487793,10.992042541503906,0.9843050475793953,0.029751469091529863,0.01569494320995723,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.7891038933315916,9.937376022338867,4.73894989490509,0.8858568981446139,0.01288599249932517,0.11414309813312626,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.7879388671737543,9.850642204284668,4.415562629699707,0.9179119571375849,0.013800926336536816,0.082088038887015,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.8866308409317719,7.209377765655518,2.847144365310669,0.900974849788227,0.005724736376155447,0.09902514712582003,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.867459915601281,7.209377765655518,3.282552719116211,0.9148493087645878,0.00786010511583703,0.08515068791957542,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.8716022860229461,8.772453308105469,3.41796875,0.8883959726674263,0.006501471948076751,0.11160402422815022,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.8585412590876985,7.209377765655518,3.90625,0.9081747300994963,0.008337449159756326,0.09182526656564742,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.8749036602921075,7.607607364654541,3.2754833698272705,0.8847143581073291,0.006061448252020131,0.11528563883639886,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.8809900660725064,7.062272548675537,3.126520872116089,0.9046783523549957,0.006359025588940507,0.095321644495021,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p120,fused_atlas,0.9038783928321591,7.469258785247803,2.4790613651275635,0.8934018130089034,0.0038509521894673124,0.10659818407115836,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.7075254373389112,23.022048950195312,7.535906791687012,0.8250847262763807,0.016959295212464334,0.17491526974103114,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.8168607863517848,11.37546443939209,4.926010918617249,0.8192653684593435,0.008355319006317264,0.18073462853382496,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.7891038933315916,9.937376022338867,4.73894989490509,0.8858568981446139,0.01288599249932517,0.11414309813312626,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.7891038933315916,9.937376022338867,4.73894989490509,0.8858568981446139,0.01288599249932517,0.11414309813312626,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.8866308409317719,7.209377765655518,2.847144365310669,0.900974849788227,0.005724736376155447,0.09902514712582003,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.8683163565533392,8.772453308105469,3.41796875,0.9008653486603106,0.007273049432591126,0.09913464812635274,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.8716022860229461,8.772453308105469,3.41796875,0.8883959726674263,0.006501471948076751,0.11160402422815022,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.8643560525604898,8.772453308105469,3.7186360359191895,0.8853587409166576,0.006997974163610806,0.114641255948841,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.8749036602921075,7.607607364654541,3.2754833698272705,0.8847143581073291,0.006061448252020131,0.11528563883639886,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.8785841496172314,7.209377765655518,3.246033191680908,0.8873816161206296,0.005852737519211431,0.11261838083027394,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p120,fused_atlas,0.9038783928321591,7.469258785247803,2.4790613651275635,0.8934018130089034,0.0038509521894673124,0.10659818407115836,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.7075254373389112,23.022048950195312,7.535906791687012,0.8250847262763807,0.016959295212464334,0.17491526974103114,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.48235177185863415,32.5604362487793,10.992042541503906,0.9843050475793953,0.029751469091529863,0.01569494320995723,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.8164297043451749,16.87022590637207,4.39453125,0.8269579243814208,0.008721716526899372,0.17304207255225154,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.8650455207175229,11.312712669372559,3.9366493225097656,0.8423661482006137,0.005013599083106196,0.15763384896689425,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.8872746997106106,12.197064399719238,4.306220531463623,0.8228288897957821,0.0016944143351639736,0.17717110764922173,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.8687834149978357,12.197064399719238,4.39453125,0.7821200290443134,0.001045759431064685,0.21787996856282119,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.8547171788718463,13.161150932312012,4.8828125,0.756751275244854,0.0008300953653149666,0.24324872245115253,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.8426033767213393,13.161150932312012,4.907166004180908,0.7361994563206461,0.0006879223881493135,0.26380054144508147,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.8494032628142536,15.002902030944824,5.0080197811126705,0.7456391983048354,0.0006072528176848783,0.25436079943626794,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.837569625196706,15.002902030944824,4.911879777908325,0.7241357498999894,0.00031415667484823085,0.2758642479204544,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,fused_atlas,0.8401027397030636,12.197064399719238,4.611461639404297,0.7272947889695803,0.0002597372012324253,0.27270520884396776,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p107,0.7955268919877412,25.896953582763672,7.8277435302734375,0.827356766809347,0.010482375538500323,0.17264322995599826,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p115,0.8351849840735284,14.746445655822754,4.143200874328613,0.9191496216869023,0.010473475332972581,0.0808503747159108,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p127,0.7456521480999594,21.23146629333496,8.185026359558105,0.8103494302281422,0.013821127335178103,0.1896505662571417,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p128,0.8535479002207336,24.718538284301758,5.647561359405517,0.9147972816683085,0.00894146295886985,0.0852027149068698,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p117,0.6744910295513755,26.502107620239258,10.746962547302246,0.8310565724927244,0.019167464611535463,0.1689434231218686,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p125,0.7643815477659592,18.46551513671875,8.315130233764648,0.8563026614442827,0.013803465200242684,0.14369733484039987,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p108,0.8204733970522249,11.355630874633789,4.882806301116943,0.781882015015433,0.006184648532455147,0.2181179822713194,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p116,0.8675054759506956,14.034018516540527,4.55723237991333,0.908422888513866,0.007607913795896328,0.09157710820861689,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p102,0.8244452731914685,14.632137298583984,5.276536464691162,0.8870211017882165,0.010273842417831233,0.1129788947621517,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p120,0.8581022943117683,18.387420654296875,4.078747224807739,0.8808426734760627,0.007333472777011798,0.11915732337020886,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,p109,0.7059251616398524,34.50712203979492,18.890504646301267,0.613649382931635,0.007726692916088537,0.38635061485636224,
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.7955268919877412,25.896953582763672,7.8277435302734375,0.827356766809347,0.010482375538500323,0.17264322995599826,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.786919807640367,17.2021541595459,6.1762261390686035,0.9495984686097524,0.014561957823485804,0.05040152715695963,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.8109802601457801,17.2021541595459,5.879683017730713,0.8920441853647132,0.011449040149561059,0.10795581104155146,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.8129194544942685,17.309677124023438,6.056607723236084,0.9518038361161634,0.012916198527574906,0.04819615986548088,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.8235298027340777,17.309677124023438,6.019835472106934,0.9289645408484359,0.011600820964438796,0.07103545538969076,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.8016130964211752,19.193572998046875,7.058914661407471,0.9440207139011739,0.013483594933304146,0.0559792820397092,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.8329261608802085,16.90809440612793,5.668030261993408,0.9325092094437031,0.011028321793579534,0.0674907868451572,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.8312848358010938,17.16994285583496,5.8002560377120975,0.9491584681451071,0.011597999992054422,0.05084152801054302,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.8497570691096235,14.594910621643066,5.094474792480469,0.9374268338123173,0.009945059657003662,0.06257316257470495,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.8497907643130045,15.069713592529297,5.0455522537231445,0.9564958314822674,0.010492356111007826,0.04350416477060391,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p119,fused_atlas,0.8613980646548908,12.802943229675293,4.625770568847656,0.9375865743022275,0.009080011709062476,0.06241342217298454,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.7955268919877412,25.896953582763672,7.8277435302734375,0.827356766809347,0.010482375538500323,0.17264322995599826,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.8381270841933557,25.896953582763672,6.288364410400391,0.8177867549162019,0.006330656489978149,0.18221324223417823,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.8109802601457801,17.2021541595459,5.879683017730713,0.8920441853647132,0.011449040149561059,0.10795581104155146,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.8534143140684487,14.594910621643066,4.305429935455322,0.935710786312201,0.009621586229735928,0.06428921011518393,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.8235298027340777,17.309677124023438,6.019835472106934,0.9289645408484359,0.011600820964438796,0.07103545538969076,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.8211117517442863,16.863998413085938,5.675601959228516,0.9115825990073736,0.011283376191079428,0.08841739733765572,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.8329261608802085,16.90809440612793,5.668030261993408,0.9325092094437031,0.011028321793579534,0.0674907868451572,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.8537643000110012,14.594910621643066,4.809010982513428,0.9388987443550808,0.009692718658878646,0.06110125205262973,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.8497570691096235,14.594910621643066,5.094474792480469,0.9374268338123173,0.009945059657003662,0.06257316257470495,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.8684195132560707,12.802943229675293,4.200355052947998,0.9481419478117742,0.008881503865541882,0.051858048643345915,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p119,fused_atlas,0.8613980646548908,12.802943229675293,4.625770568847656,0.9375865743022275,0.009080011709062476,0.06241342217298454,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.7955268919877412,25.896953582763672,7.8277435302734375,0.827356766809347,0.010482375538500323,0.17264322995599826,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.786919807640367,17.2021541595459,6.1762261390686035,0.9495984686097524,0.014561957823485804,0.05040152715695963,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.8109802601457801,17.2021541595459,5.879683017730713,0.8920441853647132,0.011449040149561059,0.10795581104155146,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.8500258536018935,14.594910621643066,4.738948822021484,0.8855243957205532,0.00818678218452573,0.11447560103430568,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.8470399064919685,14.594910621643066,5.375401496887207,0.858119298239532,0.007353488033941748,0.14188069868712885,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.8426225374435311,18.302268981933594,5.854255151748657,0.8322437198903854,0.006604234182121222,0.1677562771884055,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.8587719398189858,18.302268981933594,5.524264812469482,0.816764746589377,0.0042766682897282205,0.18323525070863597,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.8615382011987808,18.302268981933594,5.190497875213623,0.8107177082857588,0.0036564252528827994,0.1892822890725892,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.8700352398517083,18.302268981933594,4.73895263671875,0.8398733412868741,0.004400488939618951,0.1601266559257938,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.8747547351665399,16.664047241210938,4.306214332580566,0.8491487453993224,0.004420189234324417,0.15085125178102812,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p119,fused_atlas,0.8587772943154792,18.302268981933594,5.2589430809021,0.8090926163946475,0.003845561553994558,0.1909073809569142,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p116,0.5248933347413198,37.70086669921875,21.07101478576661,0.3872455866245039,0.004903226191872101,0.6127544109268683,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p108,0.3575699609859046,42.69437789916992,33.91507339477539,0.2361062954038654,0.0071539659582644365,0.7638937029451686,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p102,0.7399863575541654,32.255126953125,11.603627634048461,0.6733428155797114,0.004613083271859703,0.32665718019843887,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p127,0.6808990068952564,20.215927124023438,8.595103645324707,0.5894212787347816,0.005026719246179333,0.41057871749947766,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p107,0.7900946728528515,15.02672004699707,4.852163791656494,0.742167842731762,0.004001519385836667,0.25783215274359694,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p109,0.6048454552933858,40.98079299926758,22.18894786834717,0.478192683473869,0.004634587296917409,0.5218073135332929,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p115,0.8031323756477633,17.057937622070312,6.210528373718262,0.7265309834044614,0.0026391711012773208,0.2734690124284553,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p125,0.7371711030332675,19.062639236450195,5.712214159965515,0.7341218128265296,0.0066680070351323485,0.26587818206671376,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p120,0.7189202512280832,23.192293167114258,7.437271595001221,0.6162575942249827,0.003562261868901304,0.38374240209632865,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p119,0.6559341783179728,33.72180938720703,14.964501857757568,0.525694238002905,0.00334261666144279,0.47430575889261367,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,p128,0.5523480290692986,44.96152114868164,25.1583194732666,0.41045555160687636,0.0041107150405344794,0.5895444458893994,
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.5248933347413198,37.70086669921875,21.07101478576661,0.3872455866245039,0.004903226191872101,0.6127544109268683,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.5228353679327089,26.371700286865234,18.9481327056885,0.429408142800484,0.0086383732479996,0.5705918538904711,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.5932636829723782,27.625320434570312,18.68819808959961,0.4582777950431216,0.004170825719749248,0.5417222021507982,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.7406894239820605,16.69263458251953,5.65635871887207,0.7250368610338027,0.006242814854543656,0.27496313403447703,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.7694570791809713,16.69263458251953,5.656360149383545,0.7067240115382918,0.004013221648841947,0.2932759841519951,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.7770630177044929,14.46695327758789,4.501727104187012,0.7557502274991472,0.00515060165947573,0.2442497676339623,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.7970776384398288,14.46695327758789,4.595320987701494,0.7403630388642212,0.0035259244232280027,0.2596369567192079,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.797053377162295,13.844985008239746,3.9366421699523926,0.7800272062345233,0.004757587688864299,0.21997278883611454,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.7953745533335548,14.69586181640625,4.4215723991394045,0.745947210077754,0.0038170151300053285,0.25405278541288695,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.791275517510968,14.46695327758789,4.388482093811035,0.754307584649499,0.00432176626415582,0.24569241068229392,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p117,fused_atlas,0.7882908842569464,14.46695327758789,4.713730335235596,0.7187193863300355,0.0032832904075105595,0.28128060942953204,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.5248933347413198,37.70086669921875,21.07101478576661,0.3872455866245039,0.004903226191872101,0.6127544109268683,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.3783069100057864,42.69437789916992,33.5446699142456,0.24075286243952365,0.0032356353419625023,0.7592471361557768,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.5932636829723782,27.625320434570312,18.68819808959961,0.4582777950431216,0.004170825719749248,0.5417222021507982,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.7248576666537356,27.625320434570312,7.812496662139893,0.6343975059723735,0.004001809624657155,0.3656024901635194,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.7694570791809713,16.69263458251953,5.656360149383545,0.7067240115382918,0.004013221648841947,0.2932759841519951,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.7777593876272315,21.86781120300293,4.979507923126221,0.7189859000372161,0.003944837331527268,0.281014095591677,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.7970776384398288,14.46695327758789,4.595320987701494,0.7403630388642212,0.0035259244232280027,0.2596369567192079,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.7972990040332567,15.069707870483398,4.290053367614746,0.7553177241216928,0.004010158750163192,0.24468227127122244,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.7953745533335548,14.69586181640625,4.4215723991394045,0.745947210077754,0.0038170151300053285,0.25405278541288695,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.7860502889296331,18.444849014282227,4.852865695953369,0.7296846641803308,0.003818594844191031,0.27031533140880615,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p117,fused_atlas,0.7882908842569464,14.46695327758789,4.713730335235596,0.7187193863300355,0.0032832904075105595,0.28128060942953204,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.5248933347413198,37.70086669921875,21.07101478576661,0.3872455866245039,0.004903226191872101,0.6127544109268683,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.5228353679327089,26.371700286865234,18.9481327056885,0.429408142800484,0.0086383732479996,0.5705918538904711,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.544186392431927,37.70086669921875,20.735248184204085,0.3970898879503377,0.00358890812572504,0.602910109684103,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.5549282403756937,37.70086669921875,20.4075382232666,0.39697124861221916,0.002081116341546976,0.6030287491698909,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.5581829572875213,37.70086669921875,20.31147842407222,0.3965768381789598,0.0015407756893158397,0.6034231596533851,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.5543311898630824,36.1327018737793,20.822507095336906,0.39113725357553164,0.001300244531406353,0.6088627443070311,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.5547910208159669,36.1327018737793,20.790897083282466,0.3893544316225555,0.0009420666121397101,0.6106455662991251,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.5527561991088831,36.1327018737793,20.789405822753906,0.3870144532387298,0.0008863661789266177,0.6129855446999416,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.6672590041587437,36.1327018737793,13.715226173400879,0.5052390953546347,0.00046699656193189805,0.4947609019966815,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.6651505972732493,23.192293167114258,11.842973279952982,0.5021038223125948,0.0003944484530134861,0.4978961750625473,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p117,fused_atlas,0.547871465298856,36.1327018737793,23.457820892333984,0.3791921071058734,0.0003514582899843128,0.6208078909155507,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p102,0.8819512148424518,19.744585037231445,3.850750207901001,0.9093675698389039,0.010451170121303786,0.09063242814833931,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p117,0.7800411110124781,31.854028701782227,7.71696138381958,0.8812815338684248,0.02158736964308749,0.11871846374474668,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p108,0.8925489790572635,15.126622200012207,4.370288562774658,0.8834219956947124,0.007170569468528727,0.11657800244909769,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p109,0.8483971327659792,14.014080047607422,5.751545000076294,0.7821057634298604,0.005401353301649016,0.21789423497132648,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p107,0.8532135705426902,18.733427047729492,5.076920509338379,0.849654237729904,0.010453830252188719,0.1503457603909618,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p127,0.024592482453324085,33.74794006347656,30.237403869628906,0.04583514210633287,0.06856390458090432,0.9541648527250675,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p125,0.8655890840168942,10.153788566589355,4.078747749328613,0.9075459050483163,0.012516250409005357,0.092454092873036,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p115,0.02062093722520294,37.66461944580078,31.324856185913085,0.062352940580077086,0.06807436129234534,0.9376470498551215,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p119,0.8649952322256597,22.13504981994629,6.905251979827881,0.7898873190016545,0.0032684785781523598,0.21011267943247874,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p128,0.8844031829429115,14.681631088256836,4.117484092712402,0.8536128260825033,0.0060522544562983584,0.14638717215449665,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p116,p120,0.9084062576395624,11.214649200439453,3.554741144180298,0.8917475321976379,0.005435953487115507,0.10825246597691823,
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.8819512148424518,19.744585037231445,3.850750207901001,0.9093675698389039,0.010451170121303786,0.09063242814833931,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.7673467505481069,33.120323181152344,8.00628366470337,0.9727002939061492,0.02606982350570531,0.02729970318467533,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.9057066030927681,13.713988304138184,3.580704689025879,0.9276827136959509,0.008380316252065033,0.0723172843171468,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.8982267167456263,13.713988304138184,3.3036539554595947,0.9465414923162103,0.010533143612300316,0.05345850558499085,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.9132475097683059,8.0593843460083,3.0394766330718994,0.91732354795742,0.0066197862421491106,0.08267645013072061,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.8702705538645455,18.733427047729492,4.061670303344727,0.9554962825823977,0.014491211208892277,0.0445037151515136,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.9061850031383528,10.153788566589355,3.0176528692245483,0.9443058863102479,0.009356992695574263,0.055694111635376936,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.8489013332467359,19.062639236450195,4.394528388977051,0.9754688736753664,0.01783804348558997,0.024531123864633256,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.9058256038341267,10.34347915649414,2.970097541809082,0.9474005413304193,0.009590181965215726,0.052599456600690896,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.9029723192368484,10.34347915649414,3.126523971557617,0.9535465388990109,0.010321235483574087,0.04645345899377855,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p116,fused_atlas,0.9151874448241476,9.577515602111816,2.795478105545044,0.939075402184729,0.007815840513789666,0.06092459582140417,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p116,fused_atlas,0.8819512148424518,19.744585037231445,3.850750207901001,0.9093675698389039,0.010451170121303786,0.09063242814833931,1.0
