parameter_file,fusion_method,target,atlas,dice,hd,hd95,recall,fpr,fnr,NrOfAtlases
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p128,fused_atlas,0.7291416454969347,17.671838760375977,7.975250244140625,0.839438790145574,0.021449161173608813,0.1605612069435992,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p128,fused_atlas,0.8777678648614473,18.347896575927734,4.441712856292725,0.8918044410757878,0.00829543275465668,0.10819555661800832,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p128,fused_atlas,0.8872633714307152,17.671838760375977,3.8507391452789306,0.8790804780120632,0.006395201756603798,0.12091951979442515,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p128,fused_atlas,0.8907998508236548,17.671838760375977,3.813598394393921,0.8359059045034604,0.0028753823518063155,0.16409409353723062,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p128,fused_atlas,0.8873132770878492,17.671838760375977,3.960111618041992,0.8280140695153246,0.002732601372356057,0.17198592854863823,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p128,fused_atlas,0.8863416902923822,13.571331024169922,3.9366493225097656,0.8164978015419903,0.001903121844349956,0.18350219657547243,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p128,fused_atlas,0.8887707427896222,13.571331024169922,4.495813369750977,0.8204906560564483,0.0018904399349227335,0.17950934205218774,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p128,fused_atlas,0.9014583682146634,13.183547973632812,3.554737091064453,0.8491841930962585,0.0024308342534346532,0.150815804928187,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p128,fused_atlas,0.9009573351706999,13.183547973632812,3.554741144180298,0.8430262544462304,0.0020105199407936965,0.15697374360642208,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p107,0.7927196866465394,15.957011222839355,4.480344295501709,0.7898060191146254,0.005676167697929255,0.21019397615191576,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p115,0.766794727258639,12.848708152770996,4.738950729370117,0.7698408083888915,0.006558987993319734,0.23015918680471034,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p117,0.6749363292278823,18.236860275268555,6.93733320236206,0.7616273448790076,0.010881282054913876,0.23837264912751338,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p119,0.7485543513171725,17.497297286987305,6.814081192016602,0.7026128177023709,0.0055502332797626765,0.2973871781144388,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p125,0.7796353752389469,12.51562213897705,5.813968658447266,0.8604440915110213,0.007940877242552042,0.1395559027319595,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p108,0.27390342715635757,28.47162437438965,21.56478500366211,0.20494463690569623,0.016780129890725623,0.7950553607268628,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p128,0.3256392712687389,35.814674377441406,27.660158157348633,0.23683366230353747,0.013761221549521243,0.7631663355288074,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p102,0.7972478942976177,17.069488525390625,4.367318630218506,0.8246184379717256,0.006330751283126459,0.17538155693234359,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p116,0.7170469434897891,16.684070587158203,7.502835750579834,0.6180472595733355,0.004103361283700999,0.38195273697488924,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p109,0.6738404467885039,38.517696380615234,18.60597801208496,0.5552465513616301,0.004036289630230706,0.44475344554834517,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,p120,0.6360518491531932,13.617505073547363,8.843149185180664,0.5598736580558968,0.007390114858679869,0.440126338317814,
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.7927196866465394,15.957011222839355,4.480344295501709,0.7898060191146254,0.005676167697929255,0.21019397615191576,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.7714305169079344,14.42569351196289,3.90625,0.9007742896936294,0.00897518783782546,0.09922570393880963,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.7821976674773211,14.42569351196289,3.718637466430664,0.8399312616156203,0.0074193432594729615,0.1600687329119445,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.777287961693774,16.069448471069336,4.394527435302734,0.8764529089619645,0.008332170105647465,0.12354708505280718,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.8242231766541673,12.700105667114258,3.7186357975006104,0.8694586839529723,0.005997149207250152,0.13054131075509845,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.7654032765194954,16.353546142578125,5.694288730621338,0.8996083980651519,0.009208171412724961,0.10039159549412223,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.7890399422336764,15.536474227905273,5.612237453460693,0.8784996380231206,0.007843659616313297,0.12150035612707899,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.7906007643456883,16.31705665588379,5.694288730621338,0.9201775321950543,0.008467491607417704,0.07982246147334739,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.8218094640797292,12.700105667114258,3.8678760528564453,0.8684791797553145,0.006095282213521566,0.13152081493457513,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.8226812494971223,12.700105667114258,3.9039449930190817,0.881711747677303,0.006335988867270464,0.11828824686986687,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p127,fused_atlas,0.8207750262153952,11.39307975769043,3.718637466430664,0.8479120657242323,0.005674496006492362,0.15208792919193537,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.7927196866465394,15.957011222839355,4.480344295501709,0.7898060191146254,0.005676167697929255,0.21019397615191576,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.7863155491718617,15.957011222839355,5.27653169631958,0.7075211966678823,0.0032200565806028924,0.2924787995192823,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.7821976674773211,14.42569351196289,3.718637466430664,0.8399312616156203,0.0074193432594729615,0.1600687329119445,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.7853971391239143,10.65011215209961,4.032215118408203,0.8115923557995252,0.006630353119562985,0.18840763911387554,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.8242231766541673,12.700105667114258,3.7186357975006104,0.8694586839529723,0.005997149207250152,0.13054131075509845,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.8242231766541673,12.700105667114258,3.7186357975006104,0.8694586839529723,0.005997149207250152,0.13054131075509845,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.7890399422336764,15.536474227905273,5.612237453460693,0.8784996380231206,0.007843659616313297,0.12150035612707899,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.8294936487862249,12.700105667114258,3.660292863845825,0.89016917166269,0.006183332094276207,0.1098308228711863,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.8218094640797292,12.700105667114258,3.8678760528564453,0.8684791797553145,0.006095282213521566,0.13152081493457513,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.8327520373975926,10.351505279541016,3.4179649353027344,0.8592943114136292,0.005328833980719522,0.14070568351388502,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p127,fused_atlas,0.8207750262153952,11.39307975769043,3.718637466430664,0.8479120657242323,0.005674496006492362,0.15208792919193537,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.7927196866465394,15.957011222839355,4.480344295501709,0.7898060191146254,0.005676167697929255,0.21019397615191576,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.7714305169079344,14.42569351196289,3.90625,0.9007742896936294,0.00897518783782546,0.09922570393880963,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.7821976674773211,14.42569351196289,3.718637466430664,0.8399312616156203,0.0074193432594729615,0.1600687329119445,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.803210903539788,10.65011215209961,4.171875953674316,0.7713169413023839,0.004513813572515077,0.22868305430780048,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.8116248377414781,10.351505279541016,4.14879035949707,0.7539910451841854,0.0033815048430432685,0.2460089507245299,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.7835666311648434,12.848708152770996,5.751545429229736,0.7008199778047846,0.0031205979205014573,0.2991800184338373,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.7548148743721811,12.848708152770996,5.919946098327598,0.652647171111148,0.002949013734550894,0.34735282541122015,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.7721918726047106,12.848708152770996,5.281562805175781,0.6764258694486347,0.0028155513162741765,0.32357412696561944,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.7714143792799196,12.260828018188477,4.907150745391846,0.6689333249217115,0.002497421845371553,0.33106667157675307,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.7455067447260968,16.352094650268555,6.1181464195251465,0.6272312034194253,0.002285838173673815,0.3727687933251227,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p127,fused_atlas,0.7323075506912771,15.957011222839355,6.436747407913208,0.6084458224993348,0.002268140285864647,0.3915541743452351,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p107,0.8549676435171896,12.48682975769043,3.6927209377288817,0.8159767098542443,0.0033235481160634535,0.1840232864186264,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p127,0.0005909540102200026,32.025142669677734,24.510242462158203,0.0005757545084855536,0.03247442243835634,0.9994242416012813,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p115,0.02758607811174863,29.437515258789062,16.917625427246094,0.031992899913995274,0.03140385952423799,0.9680070946744859,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p109,0.7362139689868169,31.76408576965332,11.209115219116157,0.6130091089067329,0.002591825896027031,0.38699088836473183,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p117,0.7548711842452747,21.802114486694336,5.371086120605469,0.8069407394983888,0.009398503462619988,0.19305925583462413,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p102,0.7638030935844747,18.445838928222656,8.064430236816406,0.8009017161432056,0.008733254308363022,0.19909827935719496,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p128,0.8110584022671314,15.835208892822266,5.8020100593566895,0.7402467689851674,0.003368971571783236,0.25975322762976416,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p116,0.6891142722052566,17.3236083984375,10.150008344650269,0.564225519302234,0.0038001252562973498,0.43577447808309305,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p119,0.7579094165715728,25.27505111694336,11.42442798614502,0.6603773564792746,0.003633470714794685,0.3396226404750555,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p108,0.5136289399364242,30.1934757232666,22.827848625183083,0.3750623151766328,0.006252369892507808,0.624937682935007,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,p120,0.7187658732647021,21.19632339477539,10.042807102203373,0.5829141355468749,0.002078606810686972,0.41708586190223496,
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.8549676435171896,12.48682975769043,3.6927209377288817,0.8159767098542443,0.0033235481160634535,0.1840232864186264,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.00014763174021885692,85.35572814941406,67.186279296875,0.9473185621809378,0.03141564247665559,0.0526288090100521,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.028644682598530608,29.907855987548828,20.256046295166016,0.049182945694291644,0.03118557639272001,0.9508170443233771,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.01629113301875858,64.76795959472656,47.945679664611816,0.6862408036050517,0.031170658192734377,0.31375885498161316,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.7712859765578218,21.802114486694336,5.045556426048279,0.9041382873141723,0.01053638721878926,0.09586170717178073,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.725285512589888,26.84075927734375,9.96708993911742,0.95482155013882,0.013303152997124097,0.04517844316410877,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.832048030631765,19.854707717895508,4.415564799308777,0.8760214360652387,0.006717039043316005,0.1239785594000664,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.8249832617172107,19.854707717895508,4.8828125,0.8808463832918287,0.007244886464323544,0.1191536120515506,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.8367937316902618,16.295297622680664,4.394527435302734,0.8354783285548719,0.005251654470691335,0.16452166735682067,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.823766598231078,18.71149444580078,5.285953044891357,0.8386780069070936,0.006176263216422447,0.16132198884322946,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],itkvoting,p125,fused_atlas,0.8183919348334477,13.18341064453125,5.261415958404541,0.7814867024071213,0.004589814138006211,0.21851329386156337,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.8549676435171896,12.48682975769043,3.6927209377288817,0.8159767098542443,0.0033235481160634535,0.1840232864186264,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.5695991380703082,28.70909881591797,19.017902374267578,0.4169867772424862,0.0034236465451984856,0.5830132208539773,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.028644682598530608,29.907855987548828,20.256046295166016,0.049182945694291644,0.03118557639272001,0.9508170443233771,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.8490343521669678,11.814337730407715,3.2754902839660645,0.8491405798533841,0.004900275742956582,0.15085941604438852,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.7712859765578218,21.802114486694336,5.045556426048279,0.9041382873141723,0.01053638721878926,0.09586170717178073,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.8284609615967938,19.854707717895508,4.305431842803955,0.864492081078767,0.006622235366122714,0.13550791446329596,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.832048030631765,19.854707717895508,4.415564799308777,0.8760214360652387,0.006717039043316005,0.1239785594000664,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.8378512379805458,11.393082618713379,4.061671733856201,0.8238388354342435,0.004794750146159206,0.17616116060173403,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.8367937316902618,16.295297622680664,4.394527435302734,0.8354783285548719,0.005251654470691335,0.16452166735682067,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.8183276292796106,13.18341064453125,5.27653694152832,0.7771020546592045,0.004421911714184483,0.2228979416528136,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],SIMPLE,p125,fused_atlas,0.8183919348334477,13.18341064453125,5.261415958404541,0.7814867024071213,0.004589814138006211,0.21851329386156337,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.8549676435171896,12.48682975769043,3.6927209377288817,0.8159767098542443,0.0033235481160634535,0.1840232864186264,1.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.00014763174021885692,85.35572814941406,67.186279296875,0.9473185621809378,0.03141564247665559,0.0526288090100521,2.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.02758607811174863,29.437515258789062,16.917625427246094,0.031992899913995274,0.03140385952423799,0.9680070946744859,3.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.7491702913920468,31.76408576965332,11.153529167175293,0.6054920841927032,0.000587616577930732,0.3945079132791779,4.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.8310602933027116,12.48682975769043,4.143205165863037,0.7599866705197263,0.0027169764215253618,0.24001332608055523,5.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.8553714655822355,11.814337730407715,3.3885037422178073,0.8417948939072972,0.004241002850253153,0.15820510212169125,6.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.81623909956505,13.253377914428711,4.713728904724121,0.7268798926057309,0.0022701908366894803,0.27312010419104027,7.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.7880255143349669,15.78227710723877,5.984068393707275,0.6767369980967688,0.0018688634332501024,0.3232629989604102,8.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.7673927891099681,18.42544937133789,7.69114625453949,0.6412349889030456,0.0014716887474313795,0.35876500834421127,9.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.7699802965213234,18.445838928222656,7.58466470241549,0.6508750693206052,0.0018946140985079709,0.34912492784699095,10.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p125,fused_atlas,0.7322172868140113,19.092697143554688,8.221243095397815,0.596831803434326,0.0017510194614108483,0.4031681939810803,11.0
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p117,0.7075254373389112,23.022048950195312,7.535906791687012,0.8250847262763807,0.016959295212464334,0.17491526974103114,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p115,0.6563677699669115,12.338362693786621,9.121842384338379,0.9058578348889108,0.021447143611915558,0.09414215984939907,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p102,0.8112711706344656,16.87022590637207,4.441709041595459,0.8262156448805796,0.009136287548089424,0.17378435202005799,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p108,0.7022441372846219,17.150711059570312,9.689360618591309,0.5609525602881182,0.0028488695198528127,0.4390474379255167,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p116,0.9024547735649355,15.002902030944824,3.0784463763236998,0.8608590385427051,0.0023407843247612633,0.13914095874362026,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p107,0.8072158171547366,16.067169189453125,5.281566572189331,0.7720876772606539,0.006981025824834954,0.22791232001028225,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p125,0.8075564395034827,14.543140411376953,5.463387966156006,0.7932246369611076,0.008012891193519538,0.20677536015576017,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p127,0.6545987876408957,11.145170211791992,7.592374801635742,0.6953398609241623,0.017106019831038575,0.3046601357145158,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p109,0.7821592510216766,23.60822105407715,11.885517454147339,0.6567868024079134,0.0015331877921802486,0.3432131955611432,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p119,0.8580143285397681,14.499876022338867,5.353180718421936,0.7779179715121242,0.0019801163820812166,0.22208202605673785,
['Par0001translation.txt', 'Par0001bspline16.txt'],STAPLE,p120,p128,0.8897286817446601,22.18311309814453,4.533238887786865,0.8269958099514041,0.0016900349929097978,0.17300418748089194,
